"","LDOS.Open","LDOS.High","LDOS.Low","LDOS.Close","LDOS.Volume","LDOS.Adjusted"
"116",54.169998,54.259998,53.529999,53.93,727100,50.168068
"117",54.02,54.380001,53.220001,53.380001,1980400,49.656433
"118",53.66,54.009998,53.32,53.75,736000,50.000618
"119",53.73,53.939999,53.209999,53.610001,477600,49.870384
"120",53.459999,53.689999,53.169998,53.560001,2310000,49.823879
"121",53.66,54.259998,53.66,53.709999,1045400,49.963398
"122",53.700001,53.75,52.110001,52.150002,1051000,48.51223
"123",52.34,52.360001,51.57,52.279999,2149700,48.633171
"124",52.349998,52.509998,51.209999,51.459999,1200100,47.870354
"125",51.639999,51.880001,51.43,51.689999,1258400,48.084305
"126",52.110001,52.110001,51.77,52.009998,540100,48.381996
"127",52.009998,52.400002,51.549999,52.360001,1147800,48.707581
"128",52.110001,52.450001,50.939999,51.189999,1390600,47.619202
"129",51.299999,52.099998,51.209999,52.07,514500,48.437801
"130",52.110001,52.32,51.93,52.07,762000,48.437801
"131",52.119999,52.34,51.810001,52.220001,1388500,48.577354
"132",52.720001,53.41,52.380001,53.09,957700,49.386662
"133",53.150002,53.380001,52.490002,52.610001,650100,48.940144
"134",52.650002,53.330002,52.52,53.240002,725900,49.526188
"135",53.240002,53.34,52.740002,53.080002,1560200,49.377357
"136",53,53.18,52.459999,52.59,611300,48.921539
"137",52.650002,53.459999,52.650002,53.389999,620400,49.665733
"138",53.400002,53.950001,53.32,53.619999,672500,49.879688
"139",53.32,53.810001,53.169998,53.439999,565800,49.712246
"140",53.459999,53.490002,53.049999,53.349998,729700,49.628521
"141",53.529999,54.169998,53.470001,53.889999,1104200,50.130848
"142",54,54.27,53.389999,53.48,759200,49.749451
"143",53.650002,53.720001,53.119999,53.400002,663500,49.675034
"144",53.25,53.959999,53.18,53.599998,556400,49.861084
"145",53.5,53.59,52.959999,53.439999,715100,49.712246
"146",53.689999,53.91,53.27,53.32,784200,49.60062
"147",53.310001,53.310001,52.040001,52.27,1397800,48.623859
"148",53.470001,57.720001,52.900002,56.639999,3108500,52.689026
"149",56.970001,56.970001,56.150002,56.189999,2902000,52.270416
"150",56,56.450001,55.580002,56.349998,1096700,52.419258
"151",56.330002,57.279999,56.189999,56.66,1157000,52.707634
"152",56.52,56.82,56.099998,56.18,1159200,52.261116
"153",57.09,57.169998,56.049999,56.470001,1235600,52.530888
"154",56.279999,57.009998,56.200001,56.68,965300,52.726238
"155",57,57.759998,56.720001,57.369999,2034700,53.368107
"156",57.349998,57.669998,57.299999,57.299999,977100,53.302986
"157",57.389999,57.529999,57.080002,57.209999,598900,53.219261
"158",57.040001,57.200001,55.889999,55.939999,1054600,52.037853
"159",55.830002,55.900002,55.34,55.34,878600,51.47971
"160",55.32,55.470001,55.049999,55.310001,653000,51.451805
"161",55.450001,55.93,55.25,55.91,612800,52.009953
"162",55.849998,56.400002,55.52,56.220001,900300,52.298325
"163",56.330002,56.389999,55.529999,55.549999,488300,51.67506
"164",55.869999,56.25,55.75,55.860001,820800,51.963436
"165",56.060001,56.200001,55.650002,55.900002,436600,52.000645
"166",55.580002,56.650002,55.580002,56.619999,684000,52.670422
"167",56.459999,57.509998,56.299999,57.34,578000,53.340195
"168",57.639999,58.52,57.470001,58.32,1103800,54.251846
"169",58.560001,58.939999,58.34,58.740002,579700,54.64254
"170",58.66,58.889999,57.43,57.799999,933700,53.768112
"171",57.919998,58.189999,57.220001,57.959999,1735300,53.916943
"172",57.970001,58.029999,57.560001,57.700001,431700,53.675091
"173",57.540001,57.639999,57,57.110001,702800,53.12624
"174",57.650002,57.919998,57.290001,57.41,917200,53.405315
"175",57.529999,57.82,57.290001,57.68,510000,53.656479
"176",57.52,57.52,57.119999,57.139999,477500,53.154156
"177",57,57.209999,56.310001,56.330002,1102000,52.400642
"178",55.990002,56.549999,55.759998,56.400002,1472800,52.765526
"179",56.509998,57.459999,56.43,57.330002,947700,53.635597
"180",57.400002,58.119999,57.349998,58.02,661900,54.28112
"181",58.029999,58.439999,57.91,58.169998,1528300,54.421455
"182",58.25,58.459999,58.220001,58.27,597800,54.515011
"183",58.09,59.23,57.93,58.830002,769000,55.038933
"184",58.82,58.959999,58.02,58.580002,643700,54.805042
"185",58.799999,59.09,58.66,58.73,685200,54.94537
"186",59.25,59.650002,58.880001,59.43,612600,55.600262
"187",59.049999,59.490002,58.689999,58.91,567000,55.113777
"188",58.900002,59.400002,58.709999,59.220001,599100,55.403793
"189",59.200001,60.450001,59.200001,60.41,740500,56.517109
"190",60.330002,60.720001,59.880001,59.919998,550700,56.058685
"191",60.139999,60.650002,59.93,60.25,584800,56.36742
"192",60.84,61.950001,60.560001,61.529999,1117300,57.564934
"193",61.560001,61.77,61.130001,61.75,499500,57.77076
"194",61.810001,62.119999,61.549999,62,346600,58.004642
"195",62.599998,62.66,61.93,62.150002,509400,58.144985
"196",62.299999,62.419998,61.860001,62.139999,727500,58.135616
"197",62.139999,62.630001,61.880001,62.32,599200,58.304028
"198",62.68,63.080002,62.619999,62.759998,1066600,58.715672
"199",62.630001,62.959999,62.060001,62.080002,457700,58.079491
"200",62,62.599998,61.73,61.82,463600,57.836243
"201",61.98,62.139999,61.400002,61.400002,623900,57.443314
"202",61.23,61.549999,61.029999,61.52,495600,57.555584
"203",61.810001,62.34,61.630001,62.18,938900,58.17305
"204",62.290001,62.5,61.759998,61.779999,479700,57.79882
"205",61.779999,62.119999,61.209999,61.240002,631300,57.293621
"206",63.400002,63.68,62.360001,62.740002,1594800,58.696964
"207",62.98,63,62.459999,62.470001,534100,58.444359
"208",62.48,62.639999,61.720001,62.360001,540800,58.341454
"209",62.07,62.650002,61.869999,61.939999,416500,57.948513
"210",61.93,62.669998,61.93,62.52,1071700,58.491146
"211",62.84,62.970001,62.369999,62.830002,818600,58.781162
"212",61.75,64.120003,61.049999,62.82,1620000,58.771809
"213",63.200001,64.199997,62.619999,63.66,897100,59.557674
"214",63.77,63.919998,62.799999,62.950001,890300,58.893429
"215",63.150002,63.32,62.279999,62.580002,856300,58.547276
"216",62.68,62.889999,61.779999,62.220001,1023500,58.210472
"217",61.919998,62.779999,61.529999,61.650002,738200,57.6772
"218",61.889999,61.98,61.380001,61.869999,865900,57.88303
"219",61.52,61.759998,61.349998,61.630001,555700,57.658493
"220",61.529999,61.66,61.080002,61.380001,519300,57.424599
"221",61,61.799999,60.439999,61.790001,832800,57.808182
"222",62.07,62.459999,61.82,61.84,948900,57.85495
"223",61.639999,62.080002,61.040001,61.09,482300,57.15329
"224",61.400002,61.650002,61.119999,61.639999,479000,57.667847
"225",61.709999,62.009998,61.349998,61.450001,599300,57.490086
"226",61.450001,61.669998,61.080002,61.099998,384400,57.162643
"227",61.34,61.450001,60.860001,61.310001,177600,57.359123
"228",61.139999,62.169998,60.950001,61.560001,1139200,57.592999
"229",61.669998,62.869999,61.610001,62.790001,630100,58.743736
"230",62.639999,63.110001,62.299999,62.389999,611900,58.369514
"231",62.490002,63.720001,62.41,63.57,791300,59.473473
"232",63.330002,63.669998,61.759998,62.32,811900,58.304028
"233",62.830002,63.540001,62.389999,63.459999,990400,59.370564
"234",63.459999,64.019997,63.049999,63.34,1161900,59.258301
"235",63.110001,63.73,62.549999,62.610001,893500,58.575344
"236",62.540001,63.310001,62.27,63.18,1140200,59.108612
"237",63.59,64.239998,63.029999,64.129997,747600,59.997379
"238",63.990002,64.480003,63.91,64.290001,658800,60.147076
"239",64.199997,64.550003,63.779999,64.139999,384400,60.006741
"240",64.110001,64.540001,63.779999,64.059998,1134100,59.931892
"241",64.160004,64.550003,63.540001,63.869999,564700,59.754143
"242",63.919998,64.849998,63.73,64.599998,1309800,60.741428
"243",65,65.260002,64.419998,65.190002,778700,61.296188
"244",65.019997,65.269997,64.400002,64.739998,1121000,60.873058
"245",65.349998,65.370003,64.730003,65.029999,1509900,61.145733
"246",65.43,65.699997,65.040001,65.099998,550100,61.211555
"247",65.040001,65.32,64.75,65.220001,467100,61.324394
"248",65.209999,65.459999,64.690002,64.790001,518200,60.920082
"249",64.730003,64.949997,64.510002,64.639999,709200,60.779037
"250",64.730003,64.879997,64.220001,64.82,476000,60.948284
"251",64.940002,65.089996,64.540001,64.57,506900,60.713219
"252",64.690002,64.870003,63.869999,64,578100,60.177265
"253",64,64.279999,63.57,63.919998,839000,60.102043
"254",64.150002,64.900002,64.099998,64.800003,692700,60.929485
"255",64.93,65.230003,64.529999,64.730003,535700,60.863667
"256",65.019997,66.440002,64.650002,66.379997,751800,62.4151
"257",66.580002,66.660004,66.169998,66.239998,537200,62.283466
"258",66.050003,66.610001,65.919998,66.580002,1397800,62.603165
"259",66.669998,67.459999,66.389999,67.440002,1004600,63.411793
"260",67.449997,67.510002,66.900002,67.029999,669400,63.026287
"261",67.660004,67.68,66.32,66.440002,862000,62.471516
"262",66.849998,67.150002,66.349998,66.919998,443000,62.922859
"263",66.919998,67,66.239998,66.330002,1335400,62.368092
"264",66.400002,67.160004,66.199997,67.139999,547300,63.129715
"265",67.029999,67.43,66.639999,67.129997,407300,63.120319
"266",67.099998,67.209999,66.550003,66.940002,622900,62.941666
"267",67.059998,67.220001,65.809998,65.839996,777000,61.907372
"268",65.949997,66.18,65.559998,65.919998,702700,61.98259
"269",66.099998,66.540001,65.410004,66.290001,1314300,62.330486
"270",66.32,67.790001,66.25,67.699997,881800,63.656265
"271",67.18,67.550003,66.660004,66.68,685700,62.697189
"272",66.989998,67.790001,66.470001,66.599998,746200,62.621964
"273",66.410004,68.25,66.300003,67.949997,718700,63.891338
"274",67.389999,67.669998,66.220001,66.230003,419100,62.274067
"275",65.620003,65.82,62.959999,63.130001,1468700,59.35923
"276",62.310001,62.860001,60.91,61.970001,1707300,58.268524
"277",61.959999,64.550003,61.700001,64.300003,1061800,60.459347
"278",64.400002,64.82,62.5,62.560001,1450000,58.823284
"279",63.080002,63.299999,60.900002,62.619999,844500,58.879692
"280",63.18,64.720001,63.169998,64.339996,777800,60.496952
"281",64.080002,64.669998,63.57,64.620003,386700,60.760231
"282",64.379997,65.839996,64.360001,65.730003,585100,61.803925
"283",66.150002,66.199997,65.440002,66.080002,796000,62.133026
"284",66,66.849998,65.760002,66.419998,718000,62.452717
"285",66.139999,66.949997,65.870003,66.230003,1333000,62.274067
"286",66.160004,66.209999,65.209999,65.209999,1736800,61.314999
"287",65.870003,66.290001,63.130001,65.75,1392800,61.822731
"288",66.32,66.889999,65.730003,65.830002,845000,61.897961
"289",66.220001,67.019997,65.639999,66.400002,960400,62.43391
"290",66.370003,66.559998,65.220001,65.220001,1260800,61.324394
"291",65.510002,65.589996,63.310001,63.310001,1981700,59.528481
"292",64.550003,65.279999,63.049999,63.759998,1156200,59.951599
"293",63.220001,65.110001,62.98,65,670700,61.117527
"294",64.790001,66.209999,64.629997,65.93,1024900,61.991989
"295",66.239998,66.709999,65.440002,66.199997,638000,62.245857
"296",65.779999,66.720001,65.57,66.639999,939600,62.659573
"297",66.980003,68.110001,66.870003,67.910004,1563600,63.853718
"298",68.339996,69.510002,68.309998,69.419998,1253700,65.273521
"299",69.779999,69.959999,68.690002,69.339996,1101200,65.198296
"300",69.779999,70.110001,69.059998,69.300003,2388000,65.160698
"301",69.349998,69.440002,68.370003,68.529999,892900,64.735611
"302",68.510002,68.82,67.730003,68.019997,639300,64.253845
"303",68.059998,68.269997,67.300003,67.709999,2622700,63.96101
"304",67.589996,67.699997,66.309998,67.150002,770200,63.432034
"305",67.279999,67.849998,67.080002,67.580002,628100,63.838219
"306",67.599998,68.120003,67.300003,67.550003,730600,63.809864
"307",66.900002,67.199997,65.949997,65.980003,595400,62.326805
"308",65.730003,66.370003,64.959999,65.019997,824500,61.419945
"309",65.870003,66.160004,64.459999,65.629997,913900,61.996174
"310",66.019997,66.32,64.120003,64.5,792100,60.928741
"311",64.510002,65.029999,63.919998,64.260002,1201300,60.702038
"312",64.699997,65.830002,64.190002,65.400002,1008200,61.778915
"313",65.190002,65.529999,64.199997,64.879997,788300,61.287701
"314",65.150002,65.519997,64.720001,65.349998,1022700,61.731682
"315",64.379997,65.919998,64.230003,65.769997,979100,62.128422
"316",66.120003,66.849998,66.099998,66.480003,809500,62.799114
"317",65.849998,66.139999,64.589996,64.860001,704200,61.268814
"318",65.150002,65.650002,64.690002,64.779999,1635400,61.193237
"319",65.589996,66.029999,65.139999,65.830002,608300,62.185108
"320",65.510002,65.93,64.900002,65.059998,555900,61.457737
"321",65.489998,66.010002,65.209999,65.690002,366300,62.05286
"322",65.790001,65.790001,64.919998,65.230003,1115700,61.618328
"323",65.559998,66.059998,65.360001,65.919998,917800,62.27013
"324",66.459999,66.949997,65.900002,66.830002,827400,63.129738
"325",66.919998,67.459999,66.440002,67.190002,704600,63.46981
"326",67.190002,67.190002,66.440002,66.779999,821400,63.0825
"327",66.660004,66.980003,65.919998,66.129997,590300,62.468494
"328",66.529999,66.860001,66.019997,66.239998,623700,62.572399
"329",67.010002,67.269997,64.959999,65.610001,799700,61.977291
"330",65.540001,65.580002,64.199997,65.519997,687400,61.892273
"331",65.739998,65.93,65.349998,65.610001,753000,61.977291
"332",65.940002,66.040001,65.239998,65.779999,544800,62.137871
"333",65.919998,66.029999,64.230003,64.230003,962500,60.673698
"334",64.059998,64.360001,62.919998,63.48,1755300,59.965218
"335",63.150002,63.900002,61.900002,62.040001,1434300,58.60495
"336",59.849998,60.470001,57.5,60.27,2643100,56.932957
"337",59.810001,60.450001,58.540001,60.130001,1362500,56.800705
"338",59.689999,61.099998,59.689999,60.830002,1392400,57.461956
"339",60.41,62.029999,60.41,61.529999,2752100,58.123188
"340",61.799999,62.709999,61.43,62.529999,1732100,59.067822
"341",62.560001,63.23,62.560001,63.080002,1011300,59.587364
"342",63.130001,63.779999,63.049999,63.27,979500,59.76685
"343",63.529999,63.869999,62.27,62.299999,857500,58.850552
"344",62.029999,62.220001,61.259998,61.529999,686800,58.123188
"345",61.799999,62.07,61.299999,61.48,523600,58.075958
"346",61.360001,61.59,60.580002,60.759998,698200,57.395821
"347",60.880001,61.400002,60.849998,61.310001,805600,57.915375
"348",61.709999,61.860001,61.009998,61.400002,615000,58.000385
"349",61.32,61.34,59.77,59.810001,864100,56.498425
"350",59.720001,60.650002,59.650002,60.599998,695200,57.244675
"351",60.709999,60.810001,60.279999,60.34,519100,56.999081
"352",60.32,60.389999,60.049999,60.259998,652300,56.923508
"353",59.959999,60.389999,59.349998,59.790001,498700,56.47953
"354",60.029999,60.869999,60.029999,60.59,697800,57.235237
"355",60.630001,60.73,60.009998,60.060001,823300,56.734585
"356",60.41,60.93,60.349998,60.84,579100,57.47139
"357",61.119999,61.59,60.91,61.59,873900,58.179863
"358",61.529999,62.099998,61.48,61.91,1482700,58.482147
"359",61.919998,62.27,61.389999,61.939999,647300,58.51049
"360",62.009998,62.080002,60.830002,61.040001,429500,57.66032
"361",61.02,61.330002,60.799999,61.290001,834700,57.896477
"362",61.400002,61.77,61.189999,61.59,828700,58.179863
"363",61.799999,62.23,61.27,61.880001,1323100,58.453812
"364",61.900002,62.139999,61.669998,61.759998,795100,58.34045
"365",61.380001,61.66,60.73,60.75,1127300,57.685268
"366",60.610001,60.610001,59.709999,60.18,1730400,57.144016
"367",58.689999,59.889999,57.619999,59.5,1974400,56.498329
"368",59.099998,59.630001,58.93,59.5,1333900,56.498329
"369",59.490002,59.66,58.189999,58.349998,1158000,55.406342
"370",58.220001,58.43,57.619999,57.919998,1625300,54.998035
"371",57.990002,58.720001,57.810001,58.5,1138900,55.548775
"372",58.529999,59.16,58.07,58.849998,1269500,55.881111
"373",59,59.790001,58.959999,59.650002,1600100,56.640751
"374",59.84,60.09,58.540001,58.549999,984300,55.596252
"375",58.419998,58.82,58.189999,58.650002,1321500,55.691212
"376",58.650002,59.59,58.650002,59,1307900,56.023556
"377",58.59,59.48,58.59,59.380001,1090200,56.384388
"378",59.599998,59.830002,59.16,59.220001,453900,56.232452
"379",59.459999,59.650002,58.869999,59.619999,698200,56.61227
"380",59.66,60.490002,59.59,60.18,1143800,57.144016
"381",60.419998,61.400002,60.139999,61.34,686700,58.245506
"382",61.34,61.759998,61.09,61.27,814400,58.179035
"383",60.810001,61.689999,60.77,61.439999,671100,58.340454
"384",61.509998,62.540001,61.5,62.459999,695100,59.308998
"385",62.220001,62.57,62.16,62.43,428100,59.280506
"386",62.57,62.900002,62.299999,62.490002,348500,59.337482
"387",62.040001,63.810001,62,63.580002,1373500,60.372494
"388",63.490002,63.790001,63.009998,63.509998,754600,60.306026
"389",63.299999,64.400002,63.299999,64.050003,843300,60.81879
"390",64.080002,64.599998,63.75,64.339996,520500,61.094154
"391",64.25,64.779999,63.610001,64.529999,978400,61.27457
"392",64.860001,64.989998,62.66,63.220001,1217900,60.030659
"393",63.16,63.919998,62.919998,63.75,1072500,60.53392
"394",63.5,69.290001,63.080002,68.209999,2926100,64.768929
"395",68.610001,68.660004,67.730003,68.470001,1165800,65.015816
"396",68.769997,69,66.959999,67.57,1157600,64.161201
"397",67.830002,68.599998,67.349998,68.419998,1047500,64.96833
"398",68.540001,68.669998,68.010002,68.620003,966900,65.158249
"399",67.940002,69.349998,67.720001,69.199997,800300,65.708977
"400",68.849998,69.690002,68.599998,69.589996,672500,66.079308
"401",69.610001,70.169998,69.199997,69.68,750100,66.164764
"402",70,70,69.449997,69.779999,676600,66.259727
"403",69.949997,71.089996,69.470001,70.93,784900,67.3517
"404",70.889999,71.18,70.540001,70.639999,955100,67.076332
"405",70.339996,70.779999,70.010002,70.550003,433400,66.990883
"406",70.730003,71.129997,70.169998,70.279999,790300,66.734505
"407",70.5,71.5,70.480003,71.059998,546800,67.475143
"408",70.879997,71.050003,70.32,70.620003,561800,67.057358
"409",71.089996,71.349998,70.709999,70.800003,651700,67.228264
"410",70.910004,71.82,70.639999,71.720001,892100,68.101852
"411",71.790001,72.169998,71.389999,71.519997,766400,67.911942
"412",71.760002,72.300003,71.519997,71.989998,770000,68.358231
"413",71.650002,72.040001,71.269997,71.349998,887300,67.750526
"414",71.330002,71.330002,69.260002,69.529999,2128500,66.022324
"415",69.559998,70.419998,69.110001,70.199997,1037800,66.658516
"416",70.440002,71,70.309998,70.889999,558900,67.313713
"417",71.099998,71.099998,70.290001,70.400002,525600,66.848457
"418",70.440002,71.470001,70.199997,71.129997,564600,67.541611
"419",70.919998,71.279999,70.720001,71.010002,641600,67.427666
"420",70.900002,71.309998,70.400002,70.769997,967000,67.199753
"421",70.800003,71.349998,70.290001,71.230003,925100,67.636589
"422",71.139999,71.199997,70.639999,70.730003,877700,67.161789
"423",70.639999,71.160004,70.260002,70.949997,478900,67.370674
"424",70.82,70.82,69.57,69.830002,963000,66.30719
"425",70.279999,70.540001,69.480003,70,825500,66.46862
"426",69.769997,70.68,69.639999,70.209999,818100,66.66803
"427",70.150002,70.580002,69.910004,70.209999,763800,66.66803
"428",70.360001,70.989998,70.25,70.879997,849500,67.304214
"429",70.690002,71.339996,70.57,71.169998,1216900,67.886093
"430",71.239998,71.449997,70.400002,70.580002,1219000,67.323303
"431",70.519997,70.900002,70.019997,70.239998,686900,66.998985
"432",70.309998,70.389999,68.040001,68.440002,834300,65.282043
"433",68.650002,68.959999,67.739998,68.75,1558700,65.577736
"434",68.940002,69.849998,68.779999,69.760002,3340100,66.541145
"435",69.489998,69.769997,67.830002,68,1264100,64.862358
"436",68.419998,68.860001,67.93,68.839996,1194100,65.663574
"437",68.919998,69.470001,67.849998,67.940002,793100,64.805122
"438",67.830002,68.660004,67.760002,68.43,856600,65.272514
"439",68.339996,69.300003,68.190002,69.160004,1153600,65.968826
"440",69.540001,69.540001,67.709999,67.860001,772400,64.728813
"441",67.860001,68.629997,67.589996,68.529999,563400,65.367897
"442",68.57,68.849998,67.650002,67.720001,359700,64.595284
"443",67.529999,67.779999,67.089996,67.699997,476900,64.576187
"444",67.769997,68.559998,67.25,67.510002,477700,64.394966
"445",67.389999,67.5,66.650002,67.190002,347400,64.089737
"446",66.879997,67.589996,66.730003,67.199997,514400,64.099274
"447",66.870003,67.330002,66,66.029999,1314100,62.983238
"448",65.730003,66.080002,64.639999,64.75,994400,61.76231
"449",65.900002,65.900002,63.959999,65.080002,866100,62.07708
"450",64.449997,66.290001,64.449997,65.889999,688600,62.849716
"451",66.379997,67.690002,65.779999,67.629997,557400,64.509422
"452",67.57,67.900002,67.050003,67.699997,1129000,64.576187
"453",67.599998,67.949997,66.5,66.709999,1056900,63.63187
"454",66.949997,68.099998,66.949997,67.57,765000,64.452187
"455",67.620003,68.019997,66.849998,67.139999,1223600,64.04203
"456",66.199997,66.970001,65.040001,66.459999,1050700,63.393398
"457",66.300003,66.339996,62.610001,62.610001,1592000,59.721054
"458",62.470001,63.689999,59.610001,61.220001,1876000,58.395191
"459",60.220001,61.599998,59.419998,61.23,1420900,58.404724
