"","DAL.Open","DAL.High","DAL.Low","DAL.Close","DAL.Volume","DAL.Adjusted"
"1",49.369999,50.139999,49.169998,49.48,5423200,45.714939
"2",50.09,50.93,49.990002,50.700001,7898600,46.842113
"3",50.41,50.689999,49.5,49.73,5806200,45.945919
"4",49.790001,50.299999,49.220001,49.68,6922700,45.899723
"5",49.459999,50.169998,49.419998,49.689999,5332900,45.908955
"6",49.93,51.349998,49.860001,50.93,8440500,47.054611
"7",51.459999,51.740002,50.650002,51.439999,10001600,47.525806
"8",51.299999,52,49.669998,50.889999,14284800,47.017651
"9",50.790001,51.639999,50.779999,51.23,7380600,47.331783
"10",50.990002,51.220001,50.189999,50.330002,7477500,46.500267
"11",50.139999,50.799999,49.790001,50.299999,7076500,46.472546
"12",50.279999,50.5,49.619999,49.700001,7012700,45.918201
"13",49.77,50.540001,49.709999,50.5,7722400,46.657326
"14",50.279999,50.43,48.77,48.77,8753100,45.058979
"15",48.91,49.759998,48.82,49.439999,6398100,45.677986
"16",49.990002,50.43,49.810001,50.189999,8096300,46.370918
"17",50.689999,51.540001,50.560001,50.900002,8905600,47.026894
"18",51,51.119999,49.57,49.700001,6852000,45.918201
"19",48.950001,48.950001,47.540001,47.669998,12745600,44.042679
"20",47.790001,47.830002,46.57,47.240002,12533800,43.645397
"21",47.48,47.77,47.040001,47.259998,8377500,43.663868
"22",46.59,47.66,46.48,47.380001,8795700,43.774738
"23",47.52,48,47.41,47.810001,5632300,44.17202
"24",48.189999,48.68,47.93,48.259998,7169200,44.587776
"25",48.439999,48.939999,48.080002,48.150002,7262900,44.486149
"26",48.259998,48.299999,47.73,48.099998,5342600,44.439949
"27",48.099998,49.549999,48.099998,49.330002,7274700,45.576363
"28",49.549999,49.57,49.02,49.259998,5322600,45.511684
"29",49.369999,50.419998,49.279999,50.060001,6565900,46.250816
"30",49.82,49.990002,49.099998,49.860001,7024600,46.066032
"31",50.950001,51.959999,50.529999,51.169998,12705000,47.276352
"32",51.16,51.169998,50.59,50.830002,6626700,46.962223
"33",50.59,51.23,50.189999,51.23,5428000,47.331783
"34",51.299999,51.529999,50.970001,51.209999,6406500,47.313301
"35",51,51.139999,50.48,50.93,4345100,47.241879
"36",51.119999,51.490002,50.189999,50.48,6470900,46.824459
"37",50.380001,50.52,49.880001,50.459999,8154700,46.805916
"38",50.330002,50.459999,49.830002,50.439999,7574200,46.787361
"39",50.5,50.599998,49.860001,49.93,6950200,46.314297
"40",50.41,51.869999,50.349998,51.029999,14144700,47.334637
"41",50,50.689999,49.810001,49.959999,12527200,46.342125
"42",50.009998,50.639999,49.720001,50.130001,11170800,46.499809
"43",49.5,49.849998,48.209999,48.849998,11368700,45.312508
"44",48.52,48.669998,47.57,47.639999,10266200,44.190125
"45",47.68,47.970001,47.52,47.669998,7165900,44.217953
"46",47.689999,48.349998,46.959999,47.25,8790500,43.828365
"47",47.310001,47.98,47.209999,47.91,6263100,44.440575
"48",47.900002,48.220001,47.169998,47.349998,6995300,43.92112
"49",47.02,47.07,46.119999,46.279999,14313200,42.928612
"50",45.93,47.490002,45.23,47.189999,17933000,43.772709
"51",47.619999,47.700001,47.02,47.41,7899000,43.976776
"52",47.619999,47.650002,46.509998,46.509998,12295000,43.141949
"53",47.23,47.23,46.549999,46.849998,5867100,43.45734
"54",47.07,47.18,45.43,45.52,10366200,42.223648
"55",45.25,45.84,44.470001,45.740002,12064000,42.427715
"56",45.869999,46.220001,45.470001,45.919998,5589200,42.594681
"57",46.099998,46.310001,45.599998,46,6290300,42.668884
"58",45.369999,46.259998,45.080002,46.099998,9023000,42.761639
"59",46.099998,46.799999,45.759998,46.529999,7321200,43.160511
"60",46.419998,46.650002,45.73,45.950001,6321100,42.622505
"61",46.02,46.48,45.91,46.27,4909100,42.919342
"62",46.119999,46.290001,45.889999,45.959999,7052700,42.63179
"63",45.959999,46.34,45.57,46.32,7398100,42.965717
"64",45.84,46.049999,45,45.110001,8765500,41.843342
"65",45.43,46.099998,45.040001,45.080002,8313400,41.815506
"66",45.119999,45.66,44.869999,45.259998,6080400,41.982468
"67",45.220001,45.41,44.75,45.169998,9007300,41.898991
"68",45.07,45.23,44.599998,44.970001,9945400,41.713474
"69",45,45.32,44.490002,45.290001,10506800,42.010296
"70",46.970001,47.169998,45,45.049999,14332800,41.787685
"71",44.889999,45,43.810001,44.029999,14894000,40.841541
"72",44.130001,44.450001,44,44.349998,7140300,41.138363
"73",44.200001,44.779999,43.970001,44.41,7973800,41.194031
"74",44.810001,45.599998,44.700001,45.080002,8488200,41.815506
"75",45.41,46.169998,45.25,45.93,7679200,42.603958
"76",45.849998,46.040001,45.299999,45.529999,6396000,42.232918
"77",46.5,46.93,46.07,46.810001,12522600,43.420235
"78",47.139999,47.549999,46.700001,46.73,7873900,43.346031
"79",46.73,47.060001,46.34,46.369999,7610700,43.0121
"80",45.68,45.860001,44.860001,45.740002,12388000,42.427715
"81",45.900002,46.040001,45.290001,45.439999,6600000,42.149441
"82",45.59,46,45.400002,45.400002,6378900,42.112343
"83",45.669998,47.93,45.509998,47.830002,12931000,44.366371
"84",47.66,48.490002,47.540001,48.310001,9912400,44.811607
"85",48.459999,48.799999,48.200001,48.639999,7467400,45.117718
"86",48.630001,49.029999,48.25,48.700001,5275200,45.173363
"87",48.73,49.09,48.400002,48.52,8671600,45.006397
"88",49,49.939999,48.880001,49.560001,8759600,45.971092
"89",49.349998,49.990002,49.200001,49.970001,7548700,46.351398
"90",50.009998,50.18,48.91,49.689999,8817400,46.091671
"91",49.490002,49.57,48.900002,48.990002,7180500,45.442364
"92",49.119999,49.709999,49,49.509998,5539300,45.924713
"93",49.619999,49.639999,48.779999,49.509998,6422800,45.924713
"94",49.310001,49.310001,47.669998,47.740002,8274500,44.465195
"95",47.639999,48.290001,47.549999,47.66,5071000,44.39069
"96",47.849998,48.639999,47.810001,48.200001,6137000,44.893646
"97",48.369999,48.720001,48.34,48.490002,6548300,45.163761
"98",48.560001,48.830002,48.310001,48.59,5592300,45.256893
