"","VTRS.Open","VTRS.High","VTRS.Low","VTRS.Close","VTRS.Volume","VTRS.Adjusted"
"925",15.76,16.200001,15.35,15.46,5809700,15.235968
"926",15.64,15.92,15.39,15.81,8787500,15.580897
"927",15.81,15.91,15.53,15.64,5113500,15.41336
"928",15.69,15.73,15.06,15.25,7411200,15.029012
"929",15.27,15.44,15.02,15.06,6296300,14.841765
"930",15.15,15.62,15.05,15.33,5763800,15.107852
"931",15.46,15.84,15.29,15.77,4235000,15.541477
"932",15.87,16.23,15.7,15.95,3920600,15.718867
"933",16.02,16.219999,15.4,16,8702000,15.768143
"934",15.86,16.219999,15.61,16.16,3781200,15.925825
"935",16.16,16.190001,15.61,15.73,6494100,15.502055
"936",15.45,15.46,14.61,14.78,6813400,14.565822
"937",14.75,14.95,14.49,14.82,5310900,14.605242
"938",14.82,14.88,14.31,14.37,5600300,14.161764
"939",14.29,14.43,14.02,14.21,4530500,14.004082
"940",14.11,14.48,14.09,14.42,2902200,14.21104
"941",14.64,14.84,14.57,14.64,4504300,14.427852
"942",14.63,14.9,14.54,14.57,3163300,14.358865
"943",14.6,14.99,14.59,14.83,3344600,14.615097
"944",14.84,15.22,14.71,14.8,4538900,14.585532
"945",14.64,15.16,14.59,14.89,4188300,14.674228
"946",15.06,15.33,14.97,15.09,6271800,14.87133
"947",15.17,15.3,14.83,14.87,4125500,14.654517
"948",14.96,15.21,14.85,14.91,6188500,14.693938
"949",15.08,15.76,14.92,15.72,5484500,15.492201
"950",15.87,15.97,15.47,15.64,3447700,15.41336
"951",15.82,16,15.67,15.98,3196700,15.748432
"952",15.72,15.85,15.45,15.59,3709100,15.364084
"953",15.58,15.87,15.53,15.55,3042700,15.324664
"954",15.39,15.75,15.26,15.74,2572000,15.51191
"955",15.82,16.08,15.58,15.71,7066200,15.482346
"956",15.73,15.81,15.39,15.42,3190000,15.196548
"957",15.66,15.81,15.25,15.31,2838500,15.088142
"958",15.08,15.53,15.08,15.14,3117600,14.920606
"959",15.21,15.73,15.08,15.6,3536000,15.37394
"960",15.75,15.8,15.44,15.69,2597900,15.462635
"961",15.51,15.52,14.87,15.05,3514800,14.83191
"962",14.77,15.04,14.42,14.46,3671700,14.25046
"963",14.24,14.37,14.02,14.3,4895600,14.092778
"964",14.1,14.5,14,14.37,3548300,14.161764
"965",14.38,14.89,14.34,14.54,9155500,14.3293
"966",14.79,15.14,14.6,15.14,7260700,14.920606
"967",15.3,15.51,15.11,15.14,6771500,14.920606
"968",15.3,15.52,14.93,15.08,10301600,14.861475
"969",15.11,15.61,14.98,15.14,14470200,14.920606
"970",15.47,15.47,14.47,14.65,9524500,14.437706
"971",15.34,15.77,15.03,15.12,11475200,14.900895
"972",15.22,16,15.1,15.64,18171900,15.41336
"973",15.71,16.1,15.43,15.7,9762900,15.47249
"974",15.63,15.7,15.25,15.51,12547800,15.285244
"975",15.54,15.72,15.3,15.55,8508700,15.324664
"976",15.64,16.15,15.34,15.86,26574200,15.630172
"977",15.39,17.93,15.3,16.34,60532900,16.103216
"978",16.459999,16.99,15.95,16.190001,31517400,15.955391
"979",16,18.200001,15.99,18.110001,35794100,17.847567
"980",18.4,18.42,17,17.129999,38015400,16.881767
"981",17.24,17.25,16.5,16.77,20718000,16.526985
"982",16.74,17,16.290001,16.9,23106200,16.6551
"983",16.68,17.309999,16.549999,17.07,15353800,16.822638
"984",17.1,17.370001,16.9,17.049999,11024700,16.802927
"985",17.030001,17.16,16.799999,16.82,21166300,16.57626
"986",16.879999,17.15,16.74,17.01,15392500,16.763508
"987",16.93,17.27,16.84,17.129999,22173200,16.881767
"988",17.139999,17.469999,16.940001,17.370001,16848400,17.11829
"989",17.33,17.700001,17.25,17.6,15946900,17.344959
"990",17.610001,18,17.52,17.57,10008700,17.315393
"991",17.41,17.93,17.41,17.84,9303100,17.58148
"992",17.85,17.98,17.5,17.52,12701900,17.266117
"993",17.32,17.85,17.299999,17.690001,9422500,17.433655
"994",17.5,17.75,17.08,17.34,15842700,17.088724
"995",17.34,17.530001,17.08,17.33,16694100,17.078869
"996",17.4,17.870001,17.200001,17.73,13060700,17.473074
"997",17.620001,18.27,17.559999,17.860001,17203500,17.601191
"998",17.75,17.889999,17.549999,17.719999,14485000,17.463219
"999",17.700001,17.799999,17.52,17.75,18226300,17.492785
"1000",17.4,17.549999,17.25,17.389999,14799800,17.138
"1001",17.43,17.84,17.27,17.74,11405800,17.482929
"1002",17.75,18.040001,17.66,17.879999,6303400,17.620899
"1003",17.799999,17.92,17.67,17.77,1946600,17.512495
"1004",17.860001,17.879999,17.620001,17.74,4933900,17.482929
"1005",17.66,17.799999,17.52,17.75,4811800,17.492785
"1006",17.610001,18.18,17.58,18.129999,10332300,17.867277
"1007",18.219999,18.860001,18.030001,18.74,14376000,18.468437
