"","VTRS.Open","VTRS.High","VTRS.Low","VTRS.Close","VTRS.Volume","VTRS.Adjusted"
"44",43.450001,43.75,42.790001,43.330002,6585100,42.702103
"45",43.32,43.880001,43.07,43.470001,4298400,42.840073
"46",43.619999,43.66,42.900002,43.23,4391500,42.60355
"47",43.68,43.73,42.970001,43.400002,3670700,42.771091
"48",43.5,43.5,42.889999,42.98,3195200,42.357174
"49",42.68,42.93,42.32,42.77,3593100,42.150219
"50",42.889999,43,42.599998,42.830002,6844200,42.209351
"51",42.709999,42.889999,42.299999,42.490002,4394500,41.874279
"52",42.59,42.630001,41.939999,42.029999,6070600,41.42094
"53",42.099998,42.52,41.950001,42.169998,5027300,41.55891
"54",42.169998,42.169998,41.580002,41.669998,4241500,41.066154
"55",41.599998,41.860001,41.369999,41.700001,4364700,41.095722
"56",41.200001,42.060001,41.119999,41.610001,5030000,41.007027
"57",40.279999,41.27,40.25,40.959999,24463400,40.366447
"58",40.860001,41.75,40.790001,41.709999,8049700,41.105576
"59",41.939999,42.48,41.549999,41.720001,4381200,41.115433
"60",41.5,41.889999,40.130001,40.349998,10250600,39.765285
"61",40.209999,40.43,39.5,39.59,7331500,39.0163
"62",39.48,39.66,38.950001,38.990002,6588100,38.424995
"63",38.630001,39.16,38.57,39.009998,7582200,38.444702
"64",38.98,39.02,38.34,38.700001,5425700,38.139198
"65",38.740002,39.240002,38.59,38.82,5371900,38.257458
"66",39.029999,39.310001,38.790001,38.959999,4102400,38.395428
"67",38.860001,39.82,38.68,39.599998,6607500,39.026154
"68",39.75,40.07,39.240002,39.25,4782100,38.681229
"69",39.16,39.16,38.25,38.450001,7016000,37.892818
"70",38.330002,38.5,37.68,38.040001,4225800,37.488762
"71",37.799999,37.950001,37.099998,37.669998,2968000,37.124119
"72",37.740002,37.849998,37,37.549999,3634300,37.005859
"73",36.959999,37.310001,36.75,37.029999,4422700,36.493397
"74",37.169998,37.290001,36.849998,36.959999,3848800,36.424408
"75",37.18,37.220001,36.599998,37.080002,3596500,36.542671
"76",37.110001,37.450001,36.540001,36.830002,3876700,36.296299
"77",37.25,37.700001,37.139999,37.470001,4490500,36.927021
"78",37.470001,37.5,36.57,36.849998,5844100,36.316006
"79",36.919998,38.02,36.830002,37.439999,6161200,36.897453
"80",37.400002,37.84,37.32,37.720001,3467300,37.173401
"81",37.73,37.830002,37.119999,37.349998,3499400,36.808758
"82",37.639999,37.830002,37.389999,37.400002,2460500,36.858036
"83",37.470001,38.389999,37.240002,38.169998,5166200,37.616875
"84",38,38,36.59,37.189999,6301500,36.651077
"85",37.220001,38.240002,37.16,38.009998,4808500,37.459194
"86",38.099998,38.200001,37.32,37.900002,5568900,37.350792
"87",37.66,37.720001,37.139999,37.380001,3878100,36.838326
"88",37.799999,38.48,37.259998,38.009998,7378700,37.459194
"89",38.650002,38.939999,36.790001,38.209999,12114900,37.656296
"90",38.509998,39.77,38.330002,39.43,9857100,38.85862
"91",39.299999,39.540001,38.869999,38.939999,5020900,38.375717
"92",39.080002,39.130001,38.549999,38.68,4695500,38.119488
"93",39.009998,39.349998,38.669998,39.150002,4942200,38.58268
"94",38.779999,39.220001,38.599998,38.650002,4540100,38.08992
"95",38.759998,38.799999,37.959999,38.150002,4891100,37.597168
"96",38.130001,38.470001,37.919998,37.939999,3434800,37.390209
"97",38.709999,38.759998,38.18,38.639999,4457400,38.080067
"98",38.93,40.099998,38.790001,39.59,7414700,39.0163
"99",39.82,39.830002,39.130001,39.18,3432500,38.61224
"100",39.200001,39.849998,38.950001,39.830002,4691800,39.252823
"101",39.75,39.990002,39.43,39.720001,3974200,39.144417
"102",39.779999,39.900002,39.189999,39.360001,3485100,38.789631
"103",39.389999,39.66,38.740002,38.98,5535300,38.415138
"104",39.080002,39.580002,39.049999,39.560001,5097100,38.986732
"105",39.419998,39.48,39,39.080002,6066500,38.513691
"106",38.91,39.099998,38.220001,38.639999,4247600,38.080067
"107",38.59,38.849998,38.380001,38.549999,2275400,37.991367
"108",38.630001,39.419998,38.610001,39.34,5181200,38.76992
"109",39.740002,39.959999,39.439999,39.709999,7981100,39.13456
"110",39.740002,40.669998,39.709999,40.09,9299300,39.509052
"111",39.779999,40.040001,38.84,38.880001,6320000,38.316589
"112",38.799999,38.919998,37.669998,37.77,7519500,37.222672
"113",37.82,38.049999,37.439999,37.880001,5768200,37.331081
"114",37.41,37.529999,36.5,36.98,8417100,36.444118
"115",36.91,37.060001,36.57,36.720001,8784900,36.187889
"116",36.880001,37.580002,36.869999,37.23,4024500,36.690498
"117",37.150002,37.790001,36.82,37.419998,3739000,36.877743
"118",37.470001,38.299999,37.450001,38.27,4223000,37.715427
"119",38.459999,39.200001,38.349998,39.009998,6319900,38.444702
"120",39.029999,39.290001,38.669998,39.029999,16048900,38.464417
"121",39.110001,39.310001,38.869999,39.029999,5316200,38.464417
"122",39.18,39.220001,38.41,38.43,4765300,37.873108
"123",38.799999,39.27,38.610001,39.07,3466700,38.503838
"124",39.209999,39.400002,38.580002,38.759998,3118400,38.198326
"125",38.860001,38.93,38.369999,38.82,2418900,38.257458
"126",38.93,39.23,38.779999,38.810001,1854700,38.247601
"127",39.040001,39.07,38.049999,38.470001,3803400,37.912529
"128",38.220001,38.349998,37.549999,37.650002,3202300,37.104412
"129",37.700001,37.889999,37.279999,37.610001,2806400,37.064991
"130",37.599998,37.830002,37.470001,37.720001,3136000,37.173401
"131",37.580002,37.880001,37.419998,37.650002,3207400,37.104412
"132",37.91,38.610001,37.889999,38.580002,3249500,38.020939
"133",38.950001,39.450001,38.75,39.049999,4804800,38.484127
"134",39.369999,39.580002,39.040001,39.209999,3397100,38.641808
"135",39.200001,39.41,38.650002,38.75,4496700,38.188469
"136",38.59,38.59,37.59,38.110001,4664000,37.557747
"137",38.060001,38.48,37.759998,38.34,3751400,37.784412
"138",38.689999,39.580002,38.619999,39.490002,5349100,38.917751
"139",39.799999,39.799999,39.029999,39.169998,2991900,38.602386
"140",39.040001,39.130001,38.630001,38.759998,3404100,38.198326
"141",38.91,39.119999,38.720001,38.82,2063500,38.257458
"142",38.849998,39.459999,38.639999,39.189999,2606800,38.622097
"143",39.27,39.349998,38.220001,38.490002,3395600,37.93224
"144",38.349998,38.869999,38.16,38.740002,2304200,38.178619
"145",38.98,39.389999,38.91,38.990002,4037100,38.424995
"146",39.049999,39.049999,38.48,38.59,2768500,38.030788
"147",38.419998,38.43,36.709999,36.919998,7517100,36.384987
"148",35.490002,36.529999,34.310001,34.700001,11843300,34.197159
"149",34.330002,34.34,32.77,32.919998,12669000,32.442955
"150",31.48,32.709999,31.469999,32,19740800,31.536285
"151",32.09,32.68,31.280001,31.790001,11391200,31.32933
"152",29.9,32.689999,29.58,32.080002,32038100,31.615129
"153",32.040001,33.48,31.99,32.290001,12327400,31.822084
"154",32.290001,32.400002,30.4,30.879999,11080800,30.432514
"155",31.42,31.5,29.559999,29.629999,11948300,29.200628
"156",29.49,30.6,29.389999,30.129999,6564900,29.693384
"157",31.280001,31.33,30.139999,30.469999,8994700,30.028458
"158",30.299999,31.18,30.299999,30.559999,8867800,30.117153
"159",30.5,31.23,30.5,30.719999,7185300,30.274834
"160",30.709999,31.049999,30.34,30.440001,5724000,29.998894
"161",30.32,30.83,30.030001,30.73,4604300,30.284689
"162",30.51,30.799999,30.17,30.32,3893400,29.88063
"163",30.139999,30.809999,30.1,30.209999,6235500,29.772224
"164",30.27,30.780001,30.209999,30.530001,3856600,30.087589
"165",30.77,31.08,30.59,30.83,3920500,30.38324
"166",30.559999,30.6,30.200001,30.5,4720000,30.058023
"167",30.4,30.73,29.530001,30.59,7085900,30.146719
"168",30.809999,31.709999,30.799999,31.48,6685900,31.023821
"169",31.51,31.879999,31.16,31.57,4179800,31.112518
"170",31.76,32,31.32,31.59,5659400,31.132229
"171",31.950001,32.52,31.82,32.240002,6244500,31.772812
"172",32.5,32.970001,31.780001,31.91,6359600,31.44759
"173",31.879999,32.209999,31.620001,32.099998,4187800,31.634836
"174",32.540001,33.259998,32.459999,33.040001,5568100,32.561218
"175",33.32,33.669998,33.209999,33.599998,5745200,33.113098
"176",33.310001,33.639999,33.279999,33.560001,4157300,33.073681
"177",33.48,33.580002,32.799999,32.869999,4941500,32.393677
"178",32.860001,32.860001,31.799999,32.029999,20184700,31.565849
"179",32.02,32.360001,31.35,31.5,7751000,31.043533
"180",31.52,31.690001,30.719999,30.98,7119200,30.531067
"181",31.120001,31.690001,30.950001,31.389999,6279900,30.935125
"182",31.27,31.52,30.940001,31.24,4836500,30.787298
"183",31.27,31.450001,30.690001,31.299999,5204000,30.846428
"184",31.190001,31.940001,31.129999,31.48,4415600,31.023821
"185",31.370001,31.870001,31.09,31.129999,4583900,30.678892
"186",31.23,32.029999,31.18,31.93,3952000,31.4673
"187",32.009998,32.029999,30.73,30.860001,5673600,30.412806
"188",31.450001,32.27,31.219999,31.370001,8833600,30.915417
"189",31.18,32.41,31.030001,32.389999,5524800,31.920633
"190",32.470001,32.639999,31.84,32.529999,4166500,32.058605
"191",38,39.240002,37.41,37.799999,36946500,37.252239
"192",38,38.48,36.389999,37.919998,11211400,37.370499
"193",37.93,38.509998,37.650002,38.290001,6285000,37.735138
"194",38.16,38.540001,38,38.25,4013000,37.695717
"195",38.099998,38.59,37.720001,38.450001,4543600,37.892818
"196",38.27,38.700001,38.150002,38.290001,2767000,37.735138
"197",38.25,38.259998,37.599998,37.759998,3954200,37.212818
"198",37.57,38.34,37.07,37.950001,4860600,37.400066
"199",38.029999,38.540001,37.82,38.18,6493300,37.626732
"200",38.029999,38.66,38.009998,38.540001,4239800,37.981518
"201",38.599998,38.639999,37.27,37.509998,4793200,36.966438
"202",37.299999,38.330002,37.259998,38.290001,3001700,37.735138
"203",38.43,38.630001,37.950001,38.509998,3998500,37.951946
"204",38.48,38.639999,38.119999,38.470001,2571500,37.912529
"205",38.5,39.27,38.209999,38.919998,5906300,38.356007
"206",38.66,39.099998,38.509998,39.02,4596400,38.454559
"207",39.25,39.68,38.27,38.57,4486100,38.011078
"208",38.34,38.779999,38.23,38.349998,3812800,37.794266
"209",38.349998,38.610001,38.119999,38.240002,3805200,37.685863
"210",38.240002,38.439999,34.720001,35.709999,17996200,35.192524
"211",35.630001,37.25,35.299999,36.849998,5703600,36.316006
"212",36.080002,36.369999,34.959999,35.34,7329200,34.827888
"213",35.07,36,35.029999,35.720001,5468500,35.202381
"214",36.110001,38.330002,35.700001,37.389999,8418500,36.848179
"215",38.389999,38.439999,36.560001,36.669998,5187700,36.138611
"216",36.720001,37.75,36.259998,37.240002,5854400,36.700352
"217",36.630001,38.18,36.57,38.080002,4659200,37.528183
"218",37.93,38.189999,37.529999,38.16,2451500,37.607021
"219",37.689999,38.209999,37.369999,37.57,3572100,37.02557
"220",37.290001,38.049999,37.130001,37.849998,3732700,37.30151
"221",37.779999,37.950001,37.240002,37.799999,2446900,37.252239
"222",37.279999,37.599998,36.810001,37.5,4741100,36.956585
"223",37.43,37.759998,36.650002,37.59,3378100,37.04528
"224",37.400002,37.470001,36.25,36.5,4333500,35.971077
"225",36.169998,37.490002,36.169998,37.23,8026900,36.690498
"226",37.110001,37.759998,36.990002,37.279999,3324700,36.739769
"227",37.169998,37.57,36.889999,37.369999,4938400,36.828468
"228",37.259998,37.279999,36.119999,36.459999,5693500,35.931656
"229",36.52,37.189999,35.919998,36.880001,8740200,36.34557
"230",36.82,37.599998,36.75,36.860001,4432800,36.325859
"231",36.849998,36.990002,36.310001,36.529999,5677700,36.000641
"232",36.970001,38.619999,36.950001,38.119999,7798500,37.5676
"233",38.470001,38.599998,37.400002,37.439999,5736300,36.897453
"234",37.209999,37.799999,36.540001,37.41,6462400,36.867889
"235",37.099998,37.43,36.59,36.990002,5686700,36.453979
"236",36.720001,37.509998,36.060001,37.369999,7303700,36.828468
"237",37.560001,39.209999,37.369999,38.669998,7119800,38.109627
"238",38.57,39.75,38.360001,39.490002,7628900,38.917751
"239",39.25,40.18,39.009998,39.290001,10735600,38.72065
"240",39.349998,39.990002,39.110001,39.529999,6082500,38.957169
"241",39.799999,41.59,39.75,40.009998,19515700,39.43021
"242",40.32,40.779999,39.209999,40.52,11767700,39.932823
"243",40.57,42.09,40.509998,41.669998,9344700,41.066154
"244",41.470001,41.98,41.200001,41.240002,5987000,40.642391
"245",41.34,41.779999,41.169998,41.220001,5456300,40.622681
"246",41.169998,42.18,41.049999,41.959999,4620600,41.351955
"247",41.919998,42.200001,41.73,42.049999,4022300,41.440651
"248",42.119999,42.529999,42.029999,42.27,2538200,41.657463
"249",42.150002,42.240002,41.84,42,2218500,41.391376
"250",42,42.139999,41.59,41.860001,2100200,41.253407
"251",42,42.529999,41.860001,42.310001,4334900,41.696884
"252",42.349998,43.77,42.279999,43.110001,6752900,42.485291
"253",42.849998,43.470001,42.669998,43.139999,6735500,42.514858
"254",43.34,44.860001,42.919998,44.310001,8232600,43.6679
"255",44.59,44.970001,44.209999,44.540001,5325200,43.894569
"256",44.5,45.009998,44.119999,44.560001,6912000,43.91428
"257",44.599998,45.599998,44.209999,44.290001,6205100,43.64819
"258",44.419998,44.790001,43.439999,44.389999,4638500,43.746738
"259",44.91,46.759998,44.91,46.709999,8970500,46.033119
"260",46.700001,47.189999,46.240002,46.900002,5816200,46.220371
"261",46.700001,47.25,46.599998,46.639999,5412700,45.964138
"262",46.450001,47.040001,46.369999,46.779999,4744000,46.102108
"263",46.32,46.630001,45.689999,46.509998,6317300,45.836018
"264",46.59,46.959999,45.049999,46.73,7894700,46.05283
"265",46.720001,47.689999,46.599998,47.639999,4730600,46.949646
"266",47.470001,47.82,46.830002,46.849998,5140900,46.171093
"267",46.970001,47.169998,45.630001,46.119999,5956200,45.451672
"268",46.419998,46.779999,45.799999,45.990002,5793600,45.323559
"269",46.200001,46.59,46.02,46.200001,4821100,45.530514
"270",45.799999,46.639999,45.73,45.98,4021200,45.313702
"271",44.599998,44.700001,43.880001,44.02,7271500,43.382103
"272",43.880001,44.189999,42.509998,42.849998,8731400,42.229057
"273",42.650002,43.5,42.349998,43.049999,4732500,42.426159
"274",42.630001,43.009998,41.849998,42.099998,4230600,41.489925
"275",41.610001,41.84,39.900002,40.330002,6924800,39.745579
"276",39.700001,41.59,39.549999,40.98,6434500,40.386158
"277",40.52,41.080002,39.950001,40.450001,5188500,39.863838
"278",40.669998,41.34,39.220001,39.25,8111800,38.681229
"279",39.27,39.73,38.099998,39.279999,7204400,38.710789
"280",39.599998,41.470001,39.59,40.599998,8377900,40.011662
"281",40.290001,40.98,40.110001,40.41,4266000,39.824417
"282",40.169998,41.59,39.990002,41.34,4471700,40.74094
"283",41.869999,41.950001,40.880001,41.650002,3216900,41.046448
"284",41.75,42.459999,41.709999,42.139999,3417200,41.529346
"285",42.119999,42.16,40.82,41.34,5560900,40.74094
"286",41.380001,42.029999,40.91,41.209999,3447500,40.61282
"287",41.490002,42.040001,41.060001,41.279999,3582000,40.681808
"288",41.689999,42,41.16,41.450001,3371200,40.849346
"289",41.57,41.889999,40.91,41.779999,3217500,41.174561
"290",41.75,41.959999,40.869999,41.110001,4335500,40.514271
"291",41.43,41.43,40.299999,40.32,5143700,39.735718
"292",41.599998,43.040001,40.66,40.689999,10688100,40.100357
"293",40.349998,41.200001,39.549999,40.970001,7072400,40.376301
"294",40.549999,41.779999,40.169998,41.540001,4599900,40.938042
"295",43.09,44.18,42.5,43.23,8017400,42.60355
"296",42.939999,43.209999,42.310001,42.490002,5815000,41.874279
"297",42.540001,42.880001,41.779999,42.009998,4317900,41.40123
"298",42.43,42.560001,41.799999,42.509998,5582400,41.893986
"299",42.759998,43.080002,42.369999,42.779999,5910000,42.160069
"300",43.040001,43.32,42.209999,42.349998,3463000,41.736301
"301",42.52,42.689999,41.57,42.02,3158000,41.411087
"302",42.18,42.32,41.59,41.669998,2484700,41.066154
"303",41.790001,42.400002,41.650002,41.73,7309000,41.125286
"304",41.549999,41.700001,40.380001,40.799999,4479400,40.208767
"305",40.82,41.080002,40.02,40.41,3174200,39.824417
"306",40.419998,41.48,40.139999,41.16,3190800,40.563549
"307",40.619999,41,39.790001,39.869999,3961500,39.29224
"308",39.919998,40.040001,38.799999,38.869999,3522700,38.306728
"309",39.52,39.959999,38.580002,39.860001,4109900,39.282387
"310",40.130001,40.25,39.360001,39.529999,3593800,38.957169
"311",40.009998,40.709999,39.759998,40.5,5646700,39.913113
"312",40.580002,41.450001,40.27,41.169998,4118100,40.573399
"313",40.860001,40.869999,39.150002,39.540001,4484300,38.967022
"314",39.93,40.610001,39.389999,40.389999,2685000,39.804707
"315",39.91,40.950001,39.700001,40.799999,3007400,40.208767
"316",40.93,40.990002,40.259998,40.450001,2267800,39.863838
"317",40.279999,40.610001,39.07,39.52,3107500,38.947311
"318",39.790001,40.68,39.349998,39.849998,4637200,39.27253
"319",40.419998,41.939999,40.400002,41.52,5769900,40.918331
"320",41.130001,41.880001,39.470001,40.389999,6875400,39.804707
"321",40.790001,41.560001,40.549999,41.259998,4450500,40.662098
"322",41,41.009998,39.740002,40.619999,4683300,40.031372
"323",41.02,41.360001,40.41,40.720001,2099100,40.129929
"324",40.91,41.07,40.669998,40.98,2280600,40.386158
"325",41.110001,41.23,40.41,40.740002,2461200,40.149639
"326",40.82,41.240002,40.34,40.810001,2736300,40.21862
"327",40.720001,40.990002,40.43,40.720001,3430300,40.129929
"328",40.790001,40.990002,40.5,40.779999,2930500,40.189056
"329",40.900002,41.200001,39.849998,40.25,4932800,39.666737
"330",40.080002,40.150002,38.439999,38.939999,6332800,38.375717
"331",39.099998,39.639999,38.57,39.5,3230300,38.927601
"332",39.459999,39.91,39.209999,39.34,2982500,38.76992
"333",39.470001,39.790001,38.75,38.759998,3564200,38.198326
"334",38.560001,39.09,38.369999,38.779999,4197500,38.218037
"335",38.630001,38.650002,36.669998,36.77,8679700,36.237164
"336",36.779999,37.25,34.950001,36.049999,9445300,35.527596
"337",35.380001,36.07,35.380001,35.98,4371000,35.458611
"338",36.099998,36.470001,35.759998,36.110001,3960400,35.586727
"339",36,36.16,35.119999,35.369999,5100200,34.857449
"340",35.610001,37.18,35.400002,36.720001,6111600,36.187889
"341",36.689999,38.240002,36.540001,37.900002,4443600,37.350792
"342",37.889999,38.580002,37.599998,38.41,4469000,37.853397
"343",38.32,38.880001,38,38.259998,3232600,37.70557
"344",38.09,38.700001,37.91,38.5,3328800,37.942097
"345",38.459999,39.240002,38.299999,39.18,3943900,38.61224
"346",39.200001,40.459999,39.029999,40.080002,6222200,39.499199
"347",40.259998,40.259998,39.549999,39.66,4590500,39.085285
"348",39.82,40.130001,39.34,39.549999,2594500,38.976879
"349",39.740002,40.07,39.130001,39.209999,2819900,38.641808
"350",38.970001,39.709999,38.84,39.630001,3892500,39.055721
"351",39.619999,39.889999,38.939999,39.330002,3329900,38.760071
"352",39.369999,39.889999,39.189999,39.380001,2235300,38.809341
"353",38.950001,39.200001,38.389999,38.68,3913800,38.119488
"354",38.93,39.700001,38.73,39.48,2392200,38.90789
"355",39.290001,39.389999,38.290001,38.459999,7378700,37.902676
"356",38.82,39.810001,38.509998,38.84,4987900,38.277168
"357",39.049999,39.189999,38.299999,38.5,4958700,37.942097
"358",40.5,41.599998,39.950001,39.98,12468200,39.400646
"359",40.009998,40.75,39.349998,40.48,6429200,39.893402
"360",40.580002,41.279999,40.540001,41.009998,6865500,40.415718
"361",41.009998,41.529999,40.880001,41.360001,4245400,40.760651
"362",41.349998,42.299999,41.299999,41.77,3339200,41.164711
"363",41.77,42.07,41.610001,41.860001,2655300,41.253407
"364",42.040001,42.5,41.639999,41.669998,4841300,41.066154
"365",40.869999,40.990002,38.799999,39.509998,13978400,38.937458
"366",39.700001,39.860001,38.740002,39,7885300,38.434849
"367",38.68,38.919998,37.959999,38.580002,5207700,38.020939
"368",38.049999,38.779999,37.93,38.73,3030100,38.168758
"369",38.82,39.119999,38.560001,38.869999,3196300,38.306728
"370",38.93,39.02,38.330002,38.630001,2094600,38.07021
"371",38.950001,38.990002,38.099998,38.310001,4842100,37.754848
"372",38.290001,38.439999,37.419998,38.110001,3271600,37.557747
"373",38.060001,38.75,37.950001,38.290001,3153000,37.735138
"374",38.18,38.490002,37.380001,37.450001,4337100,36.90731
"375",37.27,37.27,35.889999,36.330002,6176200,35.803543
"376",36.5,36.759998,36.09,36.139999,3526600,35.616291
"377",36.029999,36.75,35.560001,36.630001,4579400,36.099194
"378",36.709999,36.970001,35.84,35.959999,1817200,35.4389
"379",36.139999,36.610001,35.810001,36.279999,3764700,35.754265
"380",36.48,36.919998,36.119999,36.630001,2355600,36.099194
"381",36.790001,37.400002,36.75,37.110001,2667300,36.572239
"382",37.209999,37.27,36.52,36.669998,2728500,36.138611
"383",36.529999,36.529999,36.02,36.150002,2319000,35.626148
"384",36.41,36.52,36.07,36.220001,2324400,35.695133
"385",36.169998,36.740002,36.119999,36.580002,2381700,36.049919
"386",36.540001,36.540001,36.240002,36.400002,1749400,35.872528
"387",36.110001,36.580002,36.02,36.369999,2392700,35.84296
"388",36.369999,36.369999,35.82,35.919998,4063500,35.399479
"389",35.810001,35.919998,35.209999,35.639999,3065700,35.123539
"390",35.610001,36.02,35.400002,35.529999,3152300,35.015129
"391",35.41,35.869999,35.32,35.68,2438500,35.16296
"392",35.709999,36.470001,35.650002,36.290001,4233600,35.764122
"393",36.34,36.709999,36.110001,36.580002,2622600,36.049919
"394",36.709999,36.900002,36.009998,36.099998,3190000,35.57687
"395",36.200001,36.560001,35.950001,36.220001,2561800,35.695133
"396",36.189999,36.790001,36.099998,36.66,3237800,36.128757
"397",36.759998,37.84,36.5,37.310001,5987900,36.769341
"398",37.23,37.950001,36.98,37.5,4318000,36.956585
"399",37.09,37.200001,36.330002,36.52,4068900,35.990788
"400",36.689999,38.790001,36.529999,38.450001,6194700,37.892818
"401",38.439999,38.490002,37.349998,37.73,4614600,37.18325
"402",37.779999,38.939999,37.740002,38.540001,5160600,37.981518
"403",36.5,39.57,35.049999,39.23,23559200,38.661518
"404",38.560001,38.73,36.470001,36.610001,12875200,36.079483
"405",36.509998,37.509998,36.360001,37.209999,5647300,36.670788
"406",37.84,39.52,37.240002,37.540001,8555500,36.996006
"407",37.59,38.84,37.43,38.52,5101400,37.961807
"408",38.189999,38.459999,37.720001,37.82,4397600,37.27195
"409",37.84,38.09,37.310001,37.849998,9088900,37.30151
"410",37.700001,38.400002,37.619999,38.150002,3276100,37.597168
"411",38.16,38.799999,38.16,38.41,2767700,37.853397
"412",38.34,38.98,38.060001,38.75,3215700,38.188469
"413",38.650002,38.849998,38.419998,38.57,2462200,38.011078
"414",38.389999,38.52,37.709999,37.860001,2572200,37.311371
"415",38.799999,38.849998,38.290001,38.689999,4527500,38.129337
"416",38.790001,39.09,38.66,38.880001,3015800,38.316589
"417",38.799999,39.330002,38.529999,39.189999,2934200,38.622097
"418",38.990002,39.400002,38.700001,39.27,1745900,38.700939
"419",39.119999,39.549999,39.07,39.330002,2493800,38.760071
"420",39.200001,39.48,38.860001,39.130001,2167400,38.562969
"421",39.02,39.259998,38.75,39.16,2039100,38.592529
"422",39.119999,39.490002,38.75,39.48,3066400,38.90789
"423",39.34,39.48,38.779999,38.93,2787800,38.36586
"424",38.720001,38.720001,37.98,38.240002,2404700,37.685863
"425",38.419998,38.610001,37.860001,37.990002,1838600,37.439487
"426",37.860001,37.970001,37.290001,37.639999,1754000,37.094559
"427",37.720001,37.950001,37.41,37.709999,3689500,37.16354
"428",37.880001,38.34,37.630001,38.040001,3691600,37.488762
"429",37.919998,37.970001,37.27,37.48,2432000,36.936874
"430",37.650002,37.950001,37.080002,37.209999,3185900,36.670788
"431",37.189999,38.060001,37.099998,37.810001,4107700,37.262093
"432",37.990002,38.919998,37.939999,38.240002,4104200,37.685863
"433",38.360001,38.889999,38.209999,38.73,3252000,38.168758
"434",39.200001,39.59,38.59,38.990002,5187300,38.424995
"435",38.700001,39.119999,37.779999,38.189999,2549100,37.636585
"436",38.189999,38.41,37.580002,37.619999,2673200,37.074848
"437",37.549999,37.959999,37.02,37.110001,4731800,36.572239
"438",37.009998,37.599998,36.91,37.07,2631500,36.532818
"439",37.060001,37.25,36.259998,36.599998,6681800,36.069626
"440",36.830002,37.25,36.380001,36.48,4783000,35.951366
"441",36.41,37.610001,36.299999,37.139999,6162000,36.601799
"442",37.330002,37.439999,36.57,36.599998,4110400,36.069626
"443",36.419998,36.68,35.529999,36.029999,4583200,35.507885
"444",35.580002,35.880001,34.77,35.290001,7284500,34.77861
"445",35.150002,35.580002,34.98,35.310001,3916700,34.798321
"446",34.5,35.18,33.09,34.610001,14016100,34.108467
"447",34.5,35.240002,34.330002,34.580002,6017300,34.078899
"448",34.48,34.48,32.259998,32.599998,7471000,32.12759
"449",33.07,33.23,31.540001,32.110001,8076100,31.644693
"450",32.110001,32.810001,31.879999,32.369999,4692000,31.900923
"451",32.66,33.25,32.41,33.110001,3836100,32.630199
"452",32.810001,33.299999,32.560001,33.02,3310000,32.541508
"453",33,33.150002,32.189999,32.419998,4501800,31.950199
