"","FRC.Open","FRC.High","FRC.Low","FRC.Close","FRC.Volume","FRC.Adjusted"
"116",101.510002,101.989998,100.900002,101.449997,498700,98.445946
"117",101.139999,101.889999,100.82,100.82,687400,97.834595
"118",100.610001,101.139999,99.629997,99.839996,567700,96.883614
"119",99.730003,99.989998,99.07,99.870003,511300,96.912735
"120",100.160004,100.699997,98.459999,99.099998,1159300,96.165543
"121",99.360001,100.25,98.690002,99.519997,423800,96.573097
"122",99.949997,100.160004,98.860001,98.900002,606400,95.971458
"123",99.830002,101.540001,99.160004,100.709999,919800,97.727837
"124",102.43,103.690002,99.290001,100.559998,968900,97.582298
"125",100.940002,101,99.389999,100.099998,825400,97.13591
"126",100.75,102.940002,100.32,102.730003,555500,99.688057
"127",102.739998,103.209999,101.459999,102.540001,706000,99.503685
"128",102.459999,103.160004,101.849998,102,869900,98.97966
"129",102.720001,103.809998,102.379997,103.269997,952300,100.212059
"130",103.160004,104.169998,102.879997,103.43,890000,100.367325
"131",103.419998,103.599998,101.919998,102.029999,733100,99.008774
"132",101.68,102.620003,101.330002,102.169998,783500,99.14463
"133",102.489998,103,101.129997,101.349998,1032500,98.348907
"134",98.489998,101.230003,96.660004,101.209999,1611000,98.213074
"135",100.860001,101.139999,99.879997,100.760002,933000,97.776405
"136",100.169998,100.93,99.949997,100.370003,1018100,97.397919
"137",100.440002,100.800003,99.550003,99.989998,811800,97.029167
"138",99.949997,100.470001,99.230003,100.370003,766800,97.397919
"139",100.050003,100.760002,99.660004,99.82,433500,96.864197
"140",99.779999,100.830002,99.379997,100.370003,478000,97.397919
"141",101.470001,102.610001,100.489998,102.139999,778500,99.283669
"142",102.599998,102.599998,100.07,100.290001,538700,97.485413
"143",100.550003,101.080002,99.650002,100.190002,409900,97.388206
"144",100.050003,100.050003,98.639999,99.800003,668600,97.009125
"145",100.169998,100.730003,99.650002,100.330002,653100,97.524277
"146",101.080002,101.800003,100.849998,101.639999,583600,98.797661
"147",101.879997,102.209999,101.089996,101.540001,605400,98.700462
"148",101.129997,101.75,100.5,100.860001,378400,98.039474
"149",101.389999,102.220001,101.209999,101.57,449000,98.729622
"150",101.849998,102.269997,101.290001,101.699997,382200,98.855972
"151",101.5,102.5,101.300003,101.599998,438800,98.758766
"152",100.879997,100.989998,99.599998,100.349998,654500,97.543732
"153",99.809998,99.879997,97.769997,97.82,435000,95.084503
"154",97.760002,98.349998,96.919998,97.370003,493200,94.647079
"155",98.370003,99.349998,97.730003,98.650002,606400,95.891273
"156",99.519997,99.870003,98.68,98.75,431400,95.988464
"157",98.989998,99.309998,98.169998,98.269997,461200,95.521896
"158",98.279999,98.669998,95.889999,96.07,603000,93.383415
"159",95.449997,97.019997,95.230003,96.309998,485600,93.616707
"160",96.209999,96.360001,95.410004,96.239998,364400,93.548645
"161",96.589996,97.099998,96.379997,97.010002,332100,94.29715
"162",96.25,97.580002,96.25,96.949997,278100,94.238808
"163",97.349998,97.559998,96.830002,97.529999,325200,94.802597
"164",97.82,98.550003,97.639999,98.150002,511000,95.405251
"165",98.239998,98.389999,97.68,97.830002,309200,95.094193
"166",97.160004,97.410004,96.449997,96.519997,582600,93.820839
"167",96.720001,97.330002,96.449997,97.059998,358400,94.345726
"168",97.370003,97.510002,96.860001,97.050003,606900,94.336014
"169",97.25,97.910004,97.160004,97.379997,405400,94.656776
"170",96.559998,96.599998,93.970001,94.209999,643400,91.575432
"171",94.830002,95.080002,93.559998,94.459999,533400,91.818436
"172",94.529999,94.809998,91.980003,92.489998,887500,89.903526
"173",92.410004,94.459999,92.400002,93.900002,696000,91.274109
"174",95.279999,96.400002,94.669998,96.029999,843500,93.344551
"175",96.43,98.440002,96.300003,98.080002,733000,95.337204
"176",97.830002,98.290001,97.220001,97.809998,839200,95.07476
"177",97.910004,98.220001,95.580002,95.739998,699100,93.062637
"178",95.519997,96.540001,95.349998,96.5,1304400,93.801392
"179",96.75,97.839996,96.68,97.550003,854500,94.822037
"180",97.529999,98.010002,97.279999,97.830002,827700,95.094193
"181",97.720001,99.769997,97.160004,99.629997,817900,96.843857
"182",99.989998,101.809998,99.68,100.800003,866000,97.981148
"183",100.5,101.309998,100.150002,100.940002,738500,98.117233
"184",100.419998,101.459999,99.860001,100.309998,417300,97.50486
"185",100.599998,101.480003,100.050003,100.949997,496100,98.126953
"186",101.790001,103.18,101.589996,102.690002,617500,99.818298
"187",102.82,103.970001,102.260002,103.639999,625300,100.74173
"188",103.629997,104.989998,103.379997,104.459999,795100,101.53878
"189",104.739998,105.339996,104.239998,105.010002,511300,102.073418
"190",105.089996,105.519997,104.379997,105.169998,438900,102.228943
"191",104.910004,105.309998,104.290001,104.510002,498600,101.587402
"192",104.690002,104.809998,103.839996,104.529999,737400,101.606842
"193",104.849998,105.449997,104.540001,104.989998,557100,102.05397
"194",105.089996,105.330002,104.43,104.660004,385500,101.7332
"195",104.400002,104.5,103.370003,104.129997,1084800,101.218025
"196",103.75,104.330002,103.059998,103.410004,1153800,100.518158
"197",103.489998,103.830002,101.910004,102.169998,1019400,99.31282
"198",95.779999,98.5,94.68,94.970001,3752000,92.314178
"199",94.660004,97.040001,94.43,96.660004,2960800,93.956917
"200",97.099998,97.5,95.830002,96.459999,1620100,93.762497
"201",96.599998,97.269997,96.489998,96.769997,1377300,94.063843
"202",96.18,97.650002,95.959999,97.449997,726100,94.724831
"203",98.760002,100.360001,98.120003,100.290001,1504200,97.485413
"204",100.089996,100.800003,99.150002,99.260002,1068200,96.484222
"205",98.400002,100.300003,98.400002,99.650002,2664600,96.863297
"206",99.650002,100.059998,98.419998,99.57,1986000,96.950935
"207",99.900002,100.949997,99.550003,99.57,1196200,96.950935
"208",99.389999,99.709999,98.559998,99.300003,919500,96.688057
"209",98.82,98.889999,97.209999,97.480003,760000,94.915916
"210",97.669998,98.059998,97.040001,97.400002,984800,94.837997
"211",97.889999,98.300003,96.690002,96.860001,1342500,94.31221
"212",96.839996,96.870003,93.620003,93.889999,2581800,91.420349
"213",93.889999,94.839996,93.120003,94.449997,2328100,91.965607
"214",94.400002,94.629997,94,94.43,1241300,91.946136
"215",94.309998,95.010002,93.25,93.699997,1700600,91.235329
"216",93.230003,93.449997,91.839996,91.970001,1154700,89.55085
"217",91.550003,92.5,90.040001,90.989998,1790200,88.596611
"218",91.209999,91.769997,90.160004,90.220001,1305000,87.846878
"219",89.870003,91.800003,89.339996,91.589996,1271400,89.18084
"220",91.040001,92.129997,90.870003,92.040001,826700,89.619011
"221",91.209999,92.739998,90.400002,92.029999,803100,89.609253
"222",92.43,92.68,91.5,91.5,757300,89.093208
"223",91.129997,92.650002,91.050003,92.309998,1786100,89.881912
"224",92.540001,93.120003,92.25,93.050003,958300,90.602448
"225",93.370003,93.709999,92.690002,92.790001,788000,90.349274
"226",92.849998,93.330002,92.620003,92.980003,899700,90.534264
"227",93.860001,93.900002,92.870003,92.940002,276100,90.495331
"228",92.82,93.599998,92.239998,92.269997,1006200,89.842964
"229",92.470001,94.910004,91.919998,94.730003,1431700,92.238258
"230",95.949997,96.989998,95.160004,96.480003,1010300,93.9422
"231",97.419998,97.870003,95.489998,95.540001,1323400,93.026947
"232",95.68,96.169998,93,95.68,1653500,93.163254
"233",97.32,98.029999,95.290001,95.809998,1562800,93.289833
"234",95.470001,96.68,93.5,93.800003,893300,91.332726
"235",93.5,93.5,91.300003,92.910004,1501100,90.466125
"236",92.800003,93.419998,92.169998,92.790001,1460400,90.349274
"237",93.419998,93.419998,92.110001,92.790001,1070400,90.349274
"238",92.709999,92.790001,91.230003,91.690002,1590000,89.278214
"239",91.910004,92.32,91.309998,91.580002,1776000,89.171097
"240",91.360001,91.459999,88.669998,88.809998,3093600,86.473969
"241",89.190002,90.040001,88,88.540001,2419400,86.211075
"242",87.959999,88.790001,86.730003,87.57,3613100,85.266586
"243",88.300003,89.029999,87.870003,88.809998,2050300,86.473969
"244",89.209999,89.480003,87.639999,88.400002,1837300,86.074753
"245",88.970001,89.480003,87.410004,88.010002,1122700,85.695015
"246",88.330002,88.779999,87.790001,87.889999,1184000,85.578156
"247",87.75,87.800003,86.529999,87.199997,1019700,84.906303
"248",87.25,87.519997,86.620003,86.830002,625700,84.546051
"249",86.809998,87.139999,86.309998,86.620003,781000,84.341576
"250",86.629997,87.169998,86.260002,87.160004,745500,84.867378
"251",87.309998,87.540001,86.360001,86.639999,685600,84.361061
"252",86.980003,87.400002,84.559998,84.959999,2057000,82.725227
"253",84.959999,88.110001,84.650002,87.809998,2167700,85.500267
"254",88.190002,89.57,88.190002,88.470001,2805500,86.142929
"255",88.559998,88.800003,87.300003,88.139999,960500,85.821602
"256",87.830002,88.68,87.5,88.330002,1149100,86.006599
"257",88.709999,89.349998,88.150002,88.199997,1457800,85.880005
"258",88.610001,91.199997,88.610001,89.989998,1639600,87.622925
"259",90.290001,92.339996,90.190002,92.309998,1660700,89.881912
"260",92.739998,93,90.779999,91.059998,1726700,88.664772
"261",90.5,91.550003,87.18,87.300003,3708900,85.0037
"262",87.330002,88.849998,86.290001,88.400002,1945600,86.074753
"263",88.139999,88.639999,85.800003,85.970001,1709500,83.708672
"264",85.940002,90.010002,85.760002,89.93,2465400,87.564499
"265",89.830002,90.18,89.150002,89.879997,1988800,87.515816
"266",89.230003,91.699997,89.230003,90.970001,2582000,88.577141
"267",90.900002,91.080002,90.160004,90.43,1958900,88.216202
"268",90.830002,91.110001,89.989998,90.510002,1627900,88.29425
"269",90.589996,90.93,89.410004,90.830002,1135600,88.606407
"270",90.660004,91.290001,90.339996,90.589996,1161000,88.372292
"271",90,90.970001,89.879997,90.25,1664000,88.040604
"272",90.790001,91.440002,89.120003,89.550003,1435500,87.35775
"273",89.839996,90.559998,89.010002,90.550003,1135400,88.333275
"274",90.550003,91.480003,90,90.269997,1237000,88.06012
"275",89.5,89.849998,87.519997,88.199997,2385800,86.040802
"276",86.389999,89.959999,85.93,89.599998,3958400,87.406517
"277",89.449997,91.050003,89.309998,90.160004,1803400,87.95282
"278",90.010002,90.57,88.769997,88.769997,2213600,86.596825
"279",89.360001,89.849998,87.699997,89.580002,3266900,87.387001
"280",90,90.940002,89.910004,90.57,1653600,88.352768
"281",89.949997,91.209999,89.809998,91.169998,1394800,88.938095
"282",91.120003,95.199997,90.870003,95.150002,2332600,92.820656
"283",95.339996,95.639999,94,95.050003,2053800,92.723106
"284",94.610001,95.919998,94.610001,95.519997,1330300,93.181595
"285",95.139999,96.059998,95.019997,95.290001,1776100,92.957222
"286",95.300003,96.790001,95.300003,95.610001,1167000,93.269402
"287",95.919998,96.400002,93.239998,93.629997,1206200,91.337868
"288",93.699997,95.32,93.580002,95.279999,748000,92.947472
"289",95.989998,95.989998,94.529999,95.559998,886400,93.220619
"290",95.769997,96.519997,94.57,94.57,627200,92.254845
"291",95.120003,95.410004,92.800003,92.800003,1236900,90.528198
"292",92.43,93.540001,91.870003,92.889999,1039800,90.615982
"293",92.139999,94.220001,91.540001,94.120003,1042700,91.815865
"294",93.18,94.610001,92.239998,94.160004,1240500,91.854897
"295",96.360001,98.870003,96,97.440002,3041500,95.054596
"296",96.440002,98.580002,96.349998,98.370003,1551800,95.96183
"297",98.639999,98.860001,97.610001,98.029999,927700,95.630157
"298",99.029999,99.040001,97.760002,98.779999,1039100,96.361778
"299",99.059998,99.169998,98.059998,98.25,614900,95.844757
"300",98.550003,98.550003,96.440002,97.040001,973900,94.664383
"301",97.080002,97.209999,95.309998,95.809998,802400,93.464485
"302",96,96.480003,95.190002,95.589996,724000,93.249878
"303",96,97.059998,95.709999,96.639999,1429400,94.2742
"304",96.620003,96.919998,96.019997,96.769997,1219600,94.400986
"305",96.709999,97.43,95.510002,95.790001,1277500,93.444992
"306",95.989998,97.260002,95.010002,96.900002,1508700,94.527802
"307",96.120003,96.199997,92.07,92.110001,3460000,89.85508
"308",92.150002,92.529999,89.949997,90.139999,2117900,87.933311
"309",91.730003,92.059998,90.309998,91.839996,1026900,89.591682
"310",91.900002,92.32,89.540001,90.400002,1110600,88.186958
"311",90.550003,91.870003,89.709999,91.510002,975500,89.269768
"312",91.970001,92.669998,91.389999,92.610001,867900,90.342834
"313",92.129997,92.419998,90,90.730003,947900,88.508865
"314",91.089996,91.730003,90.25,91.089996,918600,88.860062
"315",90,91.800003,89.669998,91.57,1128200,89.328293
"316",91.669998,92.160004,91.160004,91.809998,1163800,89.562416
"317",91.440002,91.639999,89.230003,89.830002,1362700,87.63089
"318",90.099998,91.400002,89.599998,89.660004,993800,87.465057
"319",90.93,91.32,89.739998,90.629997,1443000,88.411301
"320",90.120003,90.300003,89.110001,89.510002,979600,87.31871
"321",90.32,90.839996,89.110001,90.239998,1918900,88.030869
"322",95.739998,96,90.18,91.400002,3191600,89.162468
"323",91.550003,92.089996,89.830002,91.169998,1383500,88.938095
"324",92,92.050003,89.400002,89.830002,1144400,87.63089
"325",89.970001,91.269997,89.849998,90.800003,1390100,88.577148
"326",91,92.839996,91,92.470001,1054200,90.206284
"327",92.839996,93.300003,92.120003,92.989998,837200,90.713547
"328",93.220001,94.220001,93.050003,93.800003,895700,91.5037
"329",94.099998,95.07,93.32,94.199997,755300,91.893913
"330",93.800003,94.519997,93.43,93.610001,813500,91.493187
"331",93.489998,93.82,92.699997,93.379997,719000,91.268372
"332",93.580002,94.010002,93.089996,93.940002,694800,91.81572
"333",94.25,94.5,92.870003,92.870003,644400,90.769928
"334",92.669998,93.620003,91.93,93.480003,736600,91.366104
"335",93.279999,94.690002,92.900002,93.800003,1034000,91.678879
"336",93.110001,94.629997,92.279999,94.169998,1018000,92.040504
"337",93.540001,95.779999,92.720001,94.889999,699400,92.74424
"338",95.010002,96.120003,94.25,95.910004,910400,93.74118
"339",95.75,97.709999,95.540001,96.599998,831000,94.415565
"340",96.860001,97.769997,96.150002,97.129997,515100,94.933578
"341",97.059998,97.839996,95.870003,97.550003,984500,95.344086
"342",97.699997,98.410004,97.309998,97.419998,1013900,95.21701
"343",97.470001,97.620003,96.82,97.330002,508100,95.129059
"344",96.980003,99.150002,96.980003,97.959999,1251800,95.744804
"345",97.639999,99.290001,97.580002,99.120003,876200,96.878578
"346",99.07,99.599998,98.75,99.040001,817500,96.8004
"347",98.68,98.849998,97.889999,98.029999,638800,95.813248
"348",98.120003,100.120003,98.120003,99.75,1180200,97.494331
"349",99.75,101.32,99.75,100.349998,1430900,98.08078
"350",100.099998,100.620003,99.269997,99.800003,877300,97.543236
"351",99.870003,100.760002,98.839996,100.620003,1144600,98.344666
"352",100.260002,100.660004,99.599998,99.910004,761500,97.650734
"353",99.110001,99.25,97.529999,98.099998,877800,95.881645
"354",99.080002,101.230003,98.949997,100.379997,1223800,98.110092
"355",100.290001,100.760002,99.279999,99.599998,755400,97.347717
"356",100.82,102.349998,99.980003,101.559998,1123900,99.263405
"357",101.730003,102.209999,101.330002,101.730003,978800,99.429565
"358",101.379997,101.559998,99.949997,100.5,1233200,98.227364
"359",100.809998,102.32,100.739998,102.32,852000,100.006226
"360",102.370003,103.230003,101.57,102.260002,1230800,99.947578
"361",102.260002,103.699997,101.690002,103.379997,1026800,101.042252
"362",103.019997,103.629997,101.459999,101.699997,813900,99.400238
"363",102.349998,103.239998,101.029999,101.330002,1289400,99.038612
"364",101.760002,101.82,99.949997,100.019997,1123500,97.758224
"365",100.129997,100.620003,99.230003,100.059998,746900,97.797318
"366",99.589996,100.089996,98.25,99.589996,1386100,97.337959
"367",99.080002,100.25,98.5,99.75,635200,97.494331
"368",99.199997,101.059998,99.029999,100.669998,846800,98.393524
"369",101.480003,101.809998,100.610001,100.830002,579400,98.549919
"370",100.739998,102.029999,100.160004,100.940002,903100,98.65744
"371",101.730003,102.029999,100.059998,100.279999,1929500,98.01236
"372",100.279999,100.279999,98.970001,99.239998,786200,96.995872
"373",99.209999,99.769997,97.400002,98.139999,1560800,95.920746
"374",98.010002,98.239998,96.400002,96.449997,889900,94.268959
"375",96.660004,98.080002,96.110001,97.629997,1055400,95.422272
"376",98.330002,98.93,96.769997,96.790001,1564700,94.601273
"377",96.330002,98.209999,96.059998,98.120003,671100,95.901207
"378",98.470001,99.220001,97.970001,98.230003,380800,96.008713
"379",99,99.059998,98.059998,98.720001,660800,96.487633
"380",98.610001,99.919998,98.400002,99.529999,381300,97.279305
"381",100.010002,101.57,99.900002,101.379997,1035200,99.087479
"382",101.339996,101.480003,98.730003,99.290001,968100,97.044746
"383",98.800003,100.120003,98.75,99.07,734100,96.829727
"384",99.669998,99.779999,97.129997,98.360001,1063200,96.13575
"385",98.849998,102,97.529999,97.739998,1509500,95.529793
"386",97.860001,98.040001,96.5,97.089996,806200,94.894493
"387",97.300003,98.5,97.110001,97.410004,919400,95.207253
"388",97.370003,98.269997,97.370003,98,853100,95.78392
"389",97.910004,98.779999,97.599998,98.559998,728500,96.331245
"390",98.900002,99.309998,98.25,99.059998,498300,96.819939
"391",98.980003,100.559998,98.980003,100.190002,614800,97.924393
"392",99.970001,100.449997,99,99.230003,599900,96.986115
"393",99.279999,99.279999,98.059998,99.089996,543600,97.025269
"394",99.300003,101.010002,99.230003,99.800003,858500,97.720459
"395",99.889999,100.669998,99.07,99.5,544900,97.426712
"396",99.849998,100.489998,98.150002,98.739998,754900,96.682564
"397",98.82,99.209999,97.800003,98.860001,817600,96.800056
"398",99.279999,100.800003,98.760002,100.050003,807600,97.965263
"399",99.860001,102.309998,99.639999,101.949997,751100,99.825661
"400",101.529999,102.019997,101.220001,101.889999,542800,99.766907
"401",101.910004,102.199997,100.839996,101.480003,803200,99.365479
"402",101.639999,102.010002,100.93,101.18,774300,99.071724
"403",101.010002,101.68,100.790001,101.25,849500,99.140259
"404",101.110001,101.540001,100.860001,101.080002,481600,98.973793
"405",100.379997,101.139999,99.660004,100.660004,869300,98.562553
"406",100.690002,101.5,100.150002,100.849998,516200,98.748581
"407",100.989998,103,100.989998,102.830002,785100,100.687332
"408",102.349998,103.519997,101.690002,103,923700,100.85379
"409",103.269997,104.470001,103.230003,103.900002,786800,101.735031
"410",103.739998,104.730003,103.330002,104.5,454300,102.322517
"411",104.370003,105.279999,104.199997,105.059998,901300,102.870857
"412",105.160004,106.75,104.709999,106.199997,870700,103.987122
"413",106.019997,106.739998,105.870003,105.889999,868200,103.683571
"414",105.720001,105.900002,104.540001,104.919998,1552900,102.73378
"415",104.93,105.300003,104.099998,104.199997,986000,102.028778
"416",103.769997,104.169998,101.75,101.919998,1535400,99.79628
"417",102.080002,102.269997,101.059998,101.419998,969500,99.306702
"418",101.599998,101.620003,100.400002,100.900002,1087500,98.797546
"419",100.68,101.059998,100.239998,100.5,808400,98.405876
"420",100.230003,101.68,100.230003,101.589996,839400,99.473167
"421",101.309998,102.849998,101.309998,102.559998,857700,100.422951
"422",102.169998,102.709999,101.779999,102.18,749400,100.050873
"423",102.25,103.080002,102,102.800003,928600,100.657951
"424",103.07,103.099998,102.029999,103,714900,100.85379
"425",103.239998,104.010002,103.110001,103.389999,625200,101.235657
"426",103.360001,104.860001,102.889999,104.040001,1087400,101.872108
"427",102.919998,103.190002,101.43,101.559998,2725100,99.443794
"428",102,102.339996,99.75,99.760002,1240400,97.681305
"429",99.760002,100.940002,99.559998,100.279999,1179700,98.190468
"430",100.339996,100.690002,97.970001,98.550003,1302800,96.496521
"431",98.43,98.610001,97.709999,98.32,1028600,96.271317
"432",98.57,100.849998,98.290001,100.330002,806100,98.239426
"433",100.559998,101.779999,100.540001,100.790001,812000,98.689827
"434",100.699997,101.080002,100.139999,100.980003,1471800,98.875893
"435",100.5,101,99.720001,99.989998,1190400,97.906502
"436",100.089996,100.279999,99.599998,100.080002,747500,97.994637
"437",99.980003,100.480003,97.190002,97.360001,1166600,95.331314
"438",97.389999,97.629997,95.900002,95.970001,920200,93.970276
"439",95.660004,96.379997,95.379997,96,886000,93.999657
"440",96.57,96.839996,94.449997,94.769997,883400,92.795273
"441",94.480003,94.760002,93.269997,93.599998,921300,91.649658
"442",93.900002,96.459999,93.75,96.110001,1011100,94.107376
"443",96.059998,97.599998,95.150002,95.400002,1201700,93.412132
"444",95.959999,95.989998,93.540001,93.779999,1351300,91.825912
"445",93.620003,94.419998,92.849998,94.080002,1426500,92.119667
"446",93.839996,94.919998,93.050003,94.290001,1149400,92.325279
"447",94.230003,95.07,92.809998,92.879997,1423300,90.944649
"448",92.449997,93.720001,90.529999,90.839996,2305200,88.947159
"449",93.199997,93.730003,89.68,93.120003,3138100,91.179657
"450",92.769997,93.160004,90.529999,91.330002,1533200,89.426949
"451",91.5,91.919998,89.769997,90.75,3644400,88.859039
"452",91.019997,92.230003,89.550003,91.559998,1991300,89.652153
