"","DLTR.Open","DLTR.High","DLTR.Low","DLTR.Close","DLTR.Volume","DLTR.Adjusted"
"896",96.410004,97.25,95.339996,95.599998,1205300,95.599998
"897",95.980003,95.980003,94.089996,95.419998,1298200,95.419998
"898",95.309998,95.900002,94.540001,95.639999,1359300,95.639999
"899",95.870003,96.589996,94.75,95.019997,1559300,95.019997
"900",94.160004,95.110001,93.790001,93.949997,1682400,93.949997
"901",93.709999,93.709999,92.230003,93.349998,1805500,93.349998
"902",94.010002,94.629997,92.739998,94.510002,1516500,94.510002
"903",94.629997,96.239998,94.419998,95.900002,1976200,95.900002
"904",96.32,97.110001,95.440002,95.82,1010900,95.82
"905",95.75,95.949997,94.860001,95.599998,1080500,95.599998
"906",96.169998,97.029999,95.639999,96.489998,1345200,96.489998
"907",96.489998,97.93,96.25,97.739998,1797200,97.739998
"908",97.879997,98.519997,95.910004,96.489998,1345200,96.489998
"909",96.82,99.400002,95.870003,99.209999,2326400,99.209999
"910",98.57,98.839996,96.860001,97.269997,1908700,97.269997
"911",97.209999,99.639999,96.739998,98.839996,1863700,98.839996
"912",99.660004,101.879997,99.639999,100.870003,1709400,100.870003
"913",101.309998,101.489998,97.809998,99.239998,1627500,99.239998
"914",100.050003,100.519997,99.040001,99.75,1844800,99.75
"915",99.269997,99.639999,98.690002,98.910004,1212400,98.910004
"916",98.699997,100.489998,98.230003,100.300003,1481800,100.300003
"917",101.010002,102.559998,99.739998,102.290001,1923000,102.290001
"918",102.599998,102.849998,100.839996,102.639999,1779500,102.639999
"919",102.589996,104.639999,102.279999,104.239998,3093200,104.239998
"920",99.57,101.860001,96.540001,96.720001,8814500,96.720001
"921",97.220001,97.43,93.650002,94.730003,4675700,94.730003
"922",94.5,96.610001,93.919998,96.269997,2594400,96.269997
"923",96.220001,96.370003,93.519997,93.68,3014100,93.68
"924",94.059998,94.970001,93.760002,94.699997,1926300,94.699997
"925",94.959999,95.459999,92.43,92.919998,2215000,92.919998
"926",93.32,93.32,90.050003,91.230003,2561500,91.230003
"927",90.580002,90.949997,88.589996,89.830002,2926200,89.830002
"928",89.650002,92.519997,89.349998,91.809998,2383700,91.809998
"929",91.519997,91.980003,89.75,90.25,2054900,90.25
"930",90.489998,90.800003,89.849998,90.050003,1979900,90.050003
"931",90.830002,90.860001,87.889999,88.919998,2205300,88.919998
"932",88.989998,89.870003,88.290001,88.650002,1226700,88.650002
"933",89.099998,90.080002,88.309998,89.260002,2008900,89.260002
"934",88.080002,89.040001,87.730003,88.540001,1761000,88.540001
"935",89.150002,89.150002,87.489998,88.019997,2553900,88.019997
"936",87.449997,87.669998,84.410004,85.970001,1978600,85.970001
"937",86.220001,87.040001,85.709999,86.800003,1407600,86.800003
"938",86.860001,88.110001,86.57,86.720001,1933700,86.720001
"939",86.830002,89.07,86.669998,88.43,1915800,88.43
"940",87.489998,89.910004,87.139999,89.419998,2642200,89.419998
"941",90.25,91.379997,89.75,90.940002,1684600,90.940002
"942",90.919998,91.199997,89.809998,89.870003,1233800,89.870003
"943",90.279999,92.32,90.260002,91.339996,1915700,91.339996
"944",91.639999,93.379997,91.589996,91.870003,1700200,91.870003
"945",90.650002,91.919998,90.150002,90.760002,1792700,90.760002
"946",91.220001,91.690002,89.449997,89.980003,2215500,89.980003
"947",90.610001,92.449997,88.120003,88.68,1905100,88.68
"948",89.839996,90.93,89.449997,90.550003,1749000,90.550003
"949",91,91.809998,90.43,91.529999,1658800,91.529999
"950",92.07,94.730003,91.82,93.639999,2039000,93.639999
"951",94.279999,96.910004,93.769997,95.559998,2475300,95.559998
"952",95.480003,97.68,95.160004,96.629997,2053100,96.629997
"953",96.610001,97,94.480003,95.160004,1321100,95.160004
"954",94.559998,96.919998,94.010002,96.540001,1486500,96.540001
"955",96.410004,97.120003,95.150002,95.559998,1866900,95.559998
"956",96.059998,96.580002,94.75,95,1312600,95
"957",95.699997,96.889999,95.129997,95.410004,1755500,95.410004
"958",95.699997,95.93,94.639999,94.839996,1169200,94.839996
"959",94.699997,95.18,93.580002,93.839996,1632100,93.839996
"960",94.550003,96.050003,93.809998,95.470001,2030100,95.470001
"961",94.900002,94.910004,92.029999,92.529999,1567800,92.529999
"962",92.589996,94.050003,92.589996,92.82,1265500,92.82
"963",91.809998,92.879997,90.519997,90.580002,1598400,90.580002
"964",90.32,92.57,90.150002,91.910004,1525100,91.910004
"965",90.980003,91.510002,89.139999,90.32,1429300,90.32
"966",91.529999,91.57,89.790001,91.120003,1259800,91.120003
"967",92.099998,94.940002,91.75,93.650002,1894100,93.650002
"968",94.230003,96.790001,92.849998,95.25,1610900,95.25
"969",96.129997,96.339996,93.949997,95.099998,1453700,95.099998
"970",95.739998,95.989998,93.589996,95.529999,1538800,95.529999
"971",97.959999,101.25,95.860001,95.870003,2405300,95.870003
"972",94.739998,96.07,93.919998,94.970001,1780700,94.970001
"973",95.989998,96.129997,94.150002,94.32,1496000,94.32
"974",94.709999,94.709999,92.589996,93.190002,1869500,93.190002
"975",93.419998,95.050003,93.389999,94.949997,1449600,94.949997
"976",95.809998,95.980003,94.949997,95.610001,1707400,95.610001
"977",94.550003,95.150002,93.480003,93.82,1530300,93.82
"978",94.349998,95.559998,93.599998,93.650002,1873200,93.650002
"979",93.489998,94.800003,92.5,94.550003,1605100,94.550003
"980",94.290001,96.919998,94.019997,94.970001,1680800,94.970001
"981",95.720001,98.059998,95.230003,97.610001,2779400,97.610001
"982",107.379997,112.779999,104.980003,111.349998,9476600,111.349998
"983",111.059998,112.93,109.900002,111.730003,3665600,111.730003
"984",111.099998,111.410004,109.139999,109.900002,1379200,109.900002
"985",109.349998,109.919998,107.889999,109.239998,2186200,109.239998
"986",110.050003,112.419998,109.220001,112.389999,2039500,112.389999
"987",111.669998,112.650002,110.940002,111.629997,1502300,111.629997
"988",110.889999,114.32,110.699997,112.120003,2252900,112.120003
"989",111.57,113.480003,110.769997,112.510002,1955800,112.510002
"990",112.330002,112.650002,111.199997,111.949997,2024300,111.949997
"991",111.260002,111.889999,109.010002,109.459999,1973400,109.459999
"992",110.410004,111.889999,109.779999,110.860001,1898000,110.860001
"993",110.660004,110.75,107.790001,108.290001,2437800,108.290001
"994",107.93,108.209999,106.029999,106.550003,2065900,106.550003
"995",107.879997,108.25,106.269997,107.68,2760500,107.68
"996",108.309998,110.610001,107.919998,110.040001,2899400,110.040001
"997",109.389999,113.480003,109.389999,112.849998,3202200,112.849998
"998",113.269997,114.169998,112.309998,113.050003,2074500,113.050003
"999",113.110001,113.540001,111.529999,111.879997,3392400,111.879997
"1000",111.279999,112.529999,110.339996,111.519997,2369100,111.519997
"1001",111.370003,111.370003,108.129997,108.980003,1882100,108.980003
"1002",109.43,109.43,107.519997,107.620003,1535200,107.620003
"1003",107.879997,109.040001,107.489998,109.029999,651800,109.029999
"1004",109.510002,109.690002,107.639999,107.93,1299100,107.93
"1005",108.779999,109.620003,107.599998,109.099998,1681200,109.099998
"1006",109.150002,109.809998,107.470001,107.800003,1145900,107.800003
"1007",107.940002,108.300003,106.900002,108.040001,1121300,108.040001
