"Index" "CAOpen" "CAHigh" "CALow" "CAClose" "CAVolume" "CAAdjusted"
"2014-12-23" 28.747082 28.887159 28.669262 28.7393 3053546 23.85955
"2014-12-24" 28.723736 28.856031 28.653696 28.684826 1534419 23.814331
"2014-12-26" 28.747082 28.863813 28.638132 28.684826 1067064 23.814331
"2014-12-29" 28.607004 28.832685 28.583658 28.7393 1505121 23.85955
"2014-12-30" 28.747082 28.926069 28.63035 28.645914 1843847 23.782019
"2014-12-31" 28.762646 28.785992 28.202335 28.233463 2421711 23.439606
"2015-01-02" 28.186769 28.241245 27.867704 27.875486 5126379 23.142408
"2015-01-05" 27.789883 28.023346 27.564201 27.571983 5400213 22.890436
"2015-01-06" 27.680935 27.743191 27.167315 27.29961 5229051 22.66431
"2015-01-07" 27.43969 27.976654 27.431908 27.945524 3124092 23.200552
"2015-01-08" 28.093386 28.56031 28.054476 28.552528 4154019 23.704496
"2015-01-09" 28.552528 28.59144 28.10895 28.202335 2851544 23.413763
"2015-01-12" 27.945524 28.171206 27.712063 27.766537 2636049 23.051958
"2015-01-13" 27.914396 28.155642 27.657587 27.875486 3068837 23.142408
"2015-01-14" 27.688717 27.758755 27.424126 27.634241 3200164 22.942129
"2015-01-15" 27.704281 28.5214 27.673153 28.280155 7760243 23.478369
"2015-01-16" 28.233463 28.451363 28.038912 28.194553 3882113 23.407299
"2015-01-20" 28.233463 28.334629 27.937742 28.225681 3107002 23.433142
"2015-01-21" 28.178988 28.357977 27.992218 28.202335 3334061 23.413763
"2015-01-22" 28.303501 28.933851 28.186769 28.926069 3699130 24.014608
"2015-01-23" 28.77821 28.824903 28.575874 28.607004 2494571 23.749722
"2015-01-26" 28.575874 28.762646 28.435799 28.747082 3207746 23.866013
"2015-01-27" 28.459145 28.614786 28.350195 28.529182 2517701 23.685108
"2015-01-28" 28.451363 28.677044 28.319065 28.428017 5267215 23.763176
"2015-01-29" 28.342413 28.451363 28.085604 28.381323 3898176 23.724144
"2015-01-30" 28.163424 28.256809 27.525291 27.571983 4028603 23.047609
"2015-02-02" 27.564201 27.844358 27.214008 27.821012 3363873 23.255775
"2015-02-03" 27.898832 28.124514 27.750973 28 2592102 23.405394
"2015-02-04" 28 28.412451 27.961088 28.217899 3059842 23.58754
"2015-02-05" 28.217899 28.381323 28.038912 28.365759 2279976 23.711134
"2015-02-06" 28.326847 28.568092 28.10895 28.357977 1987638 23.704624
"2015-02-09" 28.202335 28.404669 28.085604 28.140078 1863122 23.522482
"2015-02-10" 28.210117 28.389105 28.023346 28.350195 2624484 23.69812
"2015-02-11" 28.389105 28.544746 27.914396 28.14786 2545457 23.528988
"2015-02-12" 28.023346 28.342413 27.984436 28.342413 2237956 23.691616
"2015-02-13" 27.517509 27.548637 26.894941 27.105059 8870098 22.657309
"2015-02-17" 26.941633 26.941633 26.178988 26.272373 9455930 21.961256
"2015-02-18" 26.186769 26.373541 26.031128 26.124514 8923811 21.837662
"2015-02-19" 26.202335 26.933851 26.163424 26.824903 6415363 22.423122
"2015-02-20" 26.801556 26.918287 26.5214 26.863813 3558551 22.455641
"2015-02-23" 26.894941 26.980545 26.754864 26.871595 2389715 22.462151
"2015-02-24" 26.770428 27.073931 26.684826 27.011673 3637835 22.579239
"2015-02-25" 27.035019 27.128405 26.879377 27.035019 2683209 22.598761
"2015-02-26" 27.073931 27.151751 26.957197 26.980545 2070135 22.553221
"2015-02-27" 26.996109 27.291828 26.972763 27.22179 3651199 22.754883
"2015-03-02" 27.22179 27.33852 27.035019 27.315174 2099176 22.832943
"2015-03-03" 27.252918 27.307392 26.980545 27.206226 2662520 22.741875
"2015-03-04" 27.105059 27.688717 26.70039 26.863813 5437221 22.455641
"2015-03-05" 26.964981 27.175097 26.7393 27.128405 2477095 22.676819
"2015-03-06" 26.941633 26.941633 26.513618 26.66148 3312987 22.286512
"2015-03-09" 26.715954 26.80934 26.583658 26.723736 1499852 22.338551
"2015-03-10" 26.669262 26.723736 26.389105 26.389105 2254918 22.058836
"2015-03-11" 26.350195 26.381323 26.031128 26.132296 2294625 21.844164
"2015-03-12" 26.210117 26.622568 26.186769 26.59144 2119608 22.227972
"2015-03-13" 26.505836 26.544746 26.186769 26.412451 2272651 22.078352
"2015-03-16" 26.513618 26.801556 26.466927 26.793774 2238085 22.3971
"2015-03-17" 26.692608 26.926069 26.59144 26.840467 2191311 22.436127
"2015-03-18" 26.770428 26.996109 26.350195 26.887159 3754898 22.475159
"2015-03-19" 26.856031 26.918287 26.692608 26.7393 1923773 22.351563
"2015-03-20" 26.863813 27.40856 26.824903 27.206226 4028218 22.741875
"2015-03-23" 27.175097 27.494164 27.143969 27.276264 1910795 22.800421
"2015-03-24" 27.330738 27.377432 26.933851 26.949415 1933539 22.527201
"2015-03-25" 27.175097 27.447472 27.058367 27.19066 5702188 22.728859
"2015-03-26" 27.649805 27.665371 26.396887 27.042803 6818853 22.605265
"2015-03-27" 27.120623 28.692608 27.050585 28.607004 8557072 23.91279
"2015-03-30" 28.59144 28.77821 28.256809 28.715954 5200267 24.00386
"2015-03-31" 28.677044 28.887159 28.412451 28.428017 5094768 23.763176
"2015-04-01" 28.412451 28.7393 27.968872 28.684826 5754487 23.977844
"2015-04-02" 28.785992 29.509727 28.63035 29.431908 6455069 24.602335
"2015-04-06" 29.276264 29.89105 29.206226 29.603113 5276596 24.745441
"2015-04-07" 29.618677 29.774319 29.470818 29.540855 4602228 24.693401
"2015-04-08" 29.416342 29.634241 29.361868 29.509727 2869662 24.667383
"2015-04-09" 29.509727 29.626459 29.252918 29.486382 4744220 24.647867
"2015-04-10" 29.525291 29.634241 29.400778 29.455254 2622557 24.621845
"2015-04-13" 29.361868 29.548637 29.237354 29.2607 2132972 24.459219
"2015-04-14" 29.29961 29.564201 29.214008 29.40856 2371853 24.582817
"2015-04-15" 29.431908 29.564201 29.167315 29.237354 2499454 24.439703
"2015-04-16" 29.29961 29.307392 29.073931 29.089495 2350137 24.316107
"2015-04-17" 28.972763 29.066149 28.762646 29.027237 2869662 24.264067
"2015-04-20" 29.089495 29.525291 29.027237 29.29961 3016024 24.491743
"2015-04-21" 29.29961 29.486382 29.182878 29.268482 2832526 24.465727
"2015-04-22" 29.245136 29.361868 29.003891 29.198444 3075905 24.407179
"2015-04-23" 29.105059 29.424126 29.105059 29.19066 2126547 24.400671
"2015-04-24" 29.22179 29.385214 29.089495 29.198444 2189512 24.407179
"2015-04-27" 29.19066 29.307392 28.949415 29.066149 2194909 24.296597
"2015-04-28" 28.677044 28.871595 28.583658 28.785992 1988794 24.224558
"2015-04-29" 28.747082 28.77821 28.264591 28.334629 2726899 23.844717
"2015-04-30" 28.295719 28.303501 28 28.132296 3066653 23.67444
"2015-05-01" 28.093386 28.466927 28.077822 28.451363 2243996 23.942951
"2015-05-04" 28.466927 28.980545 28.373541 28.887159 2845119 24.309692
"2015-05-05" 28.910505 28.933851 28.677044 28.801556 4622916 24.237652
"2015-05-06" 28.926069 28.964981 28.544746 28.949415 4345099 24.36208
"2015-05-07" 28.817122 29.229572 28.762646 29.073931 2930443 24.466867
"2015-05-08" 29.245136 29.540855 29.167315 29.19066 2377764 24.565096
"2015-05-11" 29.105059 29.2607 29.003891 29.081713 2336259 24.473415
"2015-05-12" 28.988327 29.36965 28.887159 29.322956 2343969 24.67643
"2015-05-13" 29.346304 29.509727 29.089495 29.151751 1796944 24.532356
"2015-05-14" 29.330738 29.525291 29.252918 29.517509 2189255 24.840155
"2015-05-15" 29.556419 29.976654 29.548637 29.953306 3474640 25.206892
"2015-05-18" 29.85214 30.171206 29.735409 29.976654 3743205 25.226543
"2015-05-19" 30.085604 30.085604 29.867704 29.984436 3132959 25.233093
"2015-05-20" 29.976654 30.303501 29.836576 30.272373 3991595 25.475401
"2015-05-21" 30.178988 30.334629 30.124514 30.256809 3939167 25.462307
"2015-05-22" 30.171206 30.334629 30.077822 30.233463 2898575 25.442663
"2015-05-26" 30.233463 30.381323 29.875486 29.914396 3295768 25.174154
"2015-05-27" 30.031128 30.14786 29.883268 30.116732 1750684 25.344425
"2015-05-28" 30.015564 30.163424 29.961088 30.116732 2521042 25.344425
"2015-05-29" 30.046694 30.186769 29.89105 30.046694 3275080 25.285482
"2015-06-01" 30.233463 30.256809 29.992218 30.249027 2834967 25.455755
"2015-06-02" 30.210117 30.264591 29.354086 29.696499 5075236 24.990776
"2015-06-03" 29.85214 30.077822 29.626459 29.828794 3859883 25.102118
"2015-06-04" 29.680935 29.758755 29.447472 29.501945 2169723 24.827061
"2015-06-05" 29.4786 29.494164 29.112841 29.120623 5509181 24.506157
"2015-06-08" 29.112841 29.455254 28.988327 29.330738 2958970 24.682981
"2015-06-09" 29.33852 29.704281 29.284046 29.540855 4307449 24.859797
"2015-06-10" 29.587549 29.766537 29.43969 29.595331 8200227 24.905647
"2015-06-11" 29.603113 30.054476 29.556419 29.727627 3364259 25.016977
"2015-06-12" 29.525291 29.704281 29.447472 29.657587 3186543 24.958038
"2015-06-15" 29.509727 29.704281 29.392996 29.603113 4378124 24.912195
"2015-06-16" 29.673153 30.202335 29.43969 30.054476 6604258 25.292032
"2015-06-17" 30.085604 30.287937 29.922178 30.194553 3882884 25.409916
"2015-06-18" 30.272373 30.638132 30.233463 30.443581 5283406 25.619484
"2015-06-19" 32.280155 33.945526 32.241245 33.750973 26135358 28.402782
"2015-06-22" 34.108948 34.116734 33.416344 33.509727 8876009 28.19976
"2015-06-23" 33.416344 33.852139 33.416344 33.766537 5759627 28.415876
"2015-06-24" 33.657589 34.365761 33.634239 34.132298 7001323 28.723686
"2015-06-25" 34.233463 34.295719 34.124516 34.124516 4162629 28.717134
"2015-06-26" 34.186771 34.272373 34.023346 34.241245 6661440 28.815367
"2015-06-29" 33.813229 34.163425 33.719845 33.797665 5528456 28.442074
"2015-06-30" 33.540855 34.482491 33.081711 34.023346 9382556 28.631996
"2015-07-01" 34.163425 34.7393 33.852139 34.708172 7057220 29.208305
"2015-07-02" 34.848248 35.035019 34.56031 34.677044 5379139 29.182114
"2015-07-06" 34.474709 34.980545 34.326847 34.723736 11868260 29.221403
"2015-07-07" 34.832684 35.40078 34.591438 35.40078 6565579 29.791161
"2015-07-08" 35.18288 35.291828 34.70039 34.747082 5814111 29.241049
"2015-07-09" 35.042801 35.268482 34.614784 34.645912 4025005 29.155903
"2015-07-10" 34.848248 35.105057 34.723736 34.887161 3624857 29.358929
"2015-07-13" 35.019455 35.159534 34.754864 34.801556 3613549 29.286882
"2015-07-14" 34.622566 34.85603 34.513618 34.801556 6618778 29.286882
"2015-07-15" 34.70039 34.832684 34.498055 34.575874 4467431 29.096973
"2015-07-16" 34.754864 34.964981 34.575874 34.723736 3039282 29.221403
"2015-07-17" 34.692608 34.731518 34.451363 34.583656 3048663 29.103518
"2015-07-20" 34.630348 34.630348 34.389107 34.466927 3527197 29.005287
"2015-07-21" 34.420235 34.56031 34.194553 34.256809 3869006 28.828463
"2015-07-22" 34.280155 34.56031 34.046692 34.365761 7454671 28.920149
"2015-07-23" 34.249027 34.529182 34.178989 34.241245 2198764 28.815367
"2015-07-24" 34.241245 34.334629 33.891052 33.984436 1924673 28.599253
"2015-07-27" 33.867702 33.968872 33.719845 33.875484 2851158 28.507563
"2015-07-28" 33.844357 34.233463 33.688717 34.194553 3012940 28.942295
"2015-07-29" 34.132298 34.443581 34.132298 34.342411 2191054 29.067444
"2015-07-30" 34.085602 34.63813 34.054474 34.583656 2706596 29.271631
"2015-07-31" 34.583656 34.630348 34.210117 34.287937 2795261 29.021343
"2015-08-03" 34.249027 34.389107 34.03891 34.295719 2588504 29.027922
"2015-08-04" 34.233463 34.568092 34.210117 34.373543 2778556 29.093792
"2015-08-05" 34.443581 35.019455 34.396889 34.824902 3578982 29.47583
"2015-08-06" 35.003891 35.042801 34.622566 34.996109 3775201 29.620731
"2015-08-07" 34.887161 35.136189 34.614784 35.136189 3440459 29.739298
"2015-08-10" 35.291828 35.392998 34.941635 35.011673 3785995 29.6339
"2015-08-11" 34.81712 35.050583 34.708172 34.996109 3309518 29.620731
"2015-08-12" 34.785992 34.824902 34.311283 34.77821 2329191 29.4363
"2015-08-13" 34.801556 34.902725 34.505836 34.583656 2628853 29.271631
"2015-08-14" 34.708172 35.291828 34.474709 35.214008 3362588 29.805162
"2015-08-17" 35.058365 35.214008 34.871593 35.120625 1439457 29.726126
"2015-08-18" 35.105057 35.214008 34.81712 34.894943 1844618 29.535114
"2015-08-19" 34.747082 34.902725 34.505836 34.653694 1881882 29.330914
"2015-08-20" 34.350197 34.591438 34.124516 34.202335 1971318 28.948881
"2015-08-21" 34.03891 34.108948 33.447472 33.455254 4506238 28.316553
"2015-08-24" 32.140079 32.342411 31.704281 32.287937 7429870 27.328533
"2015-08-25" 32.887161 32.887161 31.377432 31.392996 5870009 26.571058
"2015-08-26" 32.023346 32.607002 31.603113 32.5214 4671875 27.526146
"2015-08-27" 32.708172 32.832684 32.07782 32.607002 4428624 27.598589
"2015-08-28" 32.466927 32.77821 32.241245 32.474709 4781100 27.486618
"2015-08-31" 32.451363 32.677044 32.249027 32.435799 3976304 27.453684
"2015-09-01" 31.89105 32.202335 31.595331 31.805447 5179578 26.920153
"2015-09-02" 32.140079 32.163425 31.735409 31.984436 5205407 27.07165
"2015-09-03" 32.031128 32.7393 32.031128 32.466927 7786586 27.480032
"2015-09-04" 32.178989 32.264591 31.922178 32.085602 3410519 27.157278
"2015-09-08" 32.59922 32.645912 32.085602 32.482491 4247182 27.493206
"2015-09-09" 32.723736 32.81712 31.922178 32.007782 2927487 27.091406
"2015-09-10" 32.046692 32.357979 31.898832 32.023346 3112913 27.104584
"2015-09-11" 31.945524 32.443581 31.836576 32.428017 2673186 27.447098
"2015-09-14" 32.389107 32.420235 32.093384 32.171207 2752085 27.229731
"2015-09-15" 32.295719 32.614784 32.132298 32.575874 3538633 27.572245
"2015-09-16" 32.645912 33.14397 32.498055 33.058365 2946120 27.980619
"2015-09-17" 33.112839 33.665371 32.957199 33.268482 2552524 28.158472
"2015-09-18" 33.011673 33.377434 32.785992 32.85603 5986815 27.809364
"2015-09-21" 33.120625 33.22179 32.669262 32.996109 5043882 27.927931
"2015-09-22" 32.498055 32.498055 30.381323 30.66148 16734940 25.951902
"2015-09-23" 30.785992 30.988327 30.5214 30.7393 10087893 26.017771
"2015-09-24" 30.513618 32.07782 30.513618 31.961088 13868363 27.051891
"2015-09-25" 32.194553 32.964981 31.836576 32.319065 6783515 27.354883
"2015-09-28" 32.101166 32.225681 31.361868 31.455254 5016640 26.623753
"2015-09-29" 31.533073 31.540855 30.840467 31.175097 5980005 26.386623
"2015-09-30" 31.509727 31.712063 31.284046 31.525291 4392259 26.683029
"2015-10-01" 31.501945 32 31.330738 31.836576 5419231 26.946501
"2015-10-02" 31.579767 32.583656 31.377432 32.552528 4488891 27.552481
"2015-10-05" 32.677044 33.097275 32.59922 32.964981 9592011 27.901581
"2015-10-06" 32.933853 33.073929 32.334629 32.614784 4353323 27.605177
"2015-10-07" 32.622566 32.723736 31.634241 31.859922 5562765 26.966265
"2015-10-08" 31.85214 32.536964 31.618677 32.505836 3699901 27.512968
"2015-10-09" 32.513618 32.894943 32.420235 32.498055 3426581 27.506376
"2015-10-12" 32.513618 32.731518 32.256809 32.715954 2137983 27.690807
"2015-10-13" 32.583656 32.81712 32.287937 32.303501 3157502 27.341702
"2015-10-14" 32.342411 32.482491 31.618677 31.688717 2429036 26.821352
"2015-10-15" 31.89105 32.194553 31.789883 32.163425 3465131 27.223146
"2015-10-16" 32.303501 32.513618 32.178989 32.443581 3968851 27.460268
"2015-10-19" 32.474709 32.552528 32.272373 32.365761 2862723 27.394403
"2015-10-20" 32.396889 32.451363 31.906614 31.961088 2239884 27.051891
"2015-10-21" 32.054474 32.241245 31.859922 32.140079 2899603 27.203382
"2015-10-22" 32.280155 33.035019 32.280155 32.988327 4699631 27.92135
"2015-10-23" 33.136189 33.136189 32.031128 32.124516 5120597 27.190214
"2015-10-26" 32.140079 32.357979 31.992218 32.194553 5041698 27.249491
"2015-10-27" 31.953306 32.101166 31.2607 31.533073 3121265 26.689617
"2015-10-28" 31.400778 31.797665 31.159533 31.470818 3841250 26.802284
"2015-10-29" 31.354086 31.782101 31.284046 31.673153 1963223 26.974607
"2015-10-30" 31.595331 31.976654 31.455254 31.556419 2562290 26.875191
"2015-11-02" 31.984436 32.474709 31.649805 31.836576 4096194 27.113787
"2015-11-03" 31.85214 32.007782 31.525291 31.875486 3156346 27.146929
"2015-11-04" 31.945524 32.124516 31.844358 31.922178 3151591 27.186697
"2015-11-05" 31.953306 32.194553 31.813231 32.108948 2855399 27.345757
"2015-11-06" 31.914396 32.031128 31.206226 31.665371 2616260 26.967983
"2015-11-09" 31.525291 32.249027 31.525291 32.155643 5975122 27.385525
"2015-11-10" 32.116734 32.505836 31.945524 32.023346 3851530 27.272852
"2015-11-11" 32.101166 32.186771 31.789883 31.821012 1843975 27.100531
"2015-11-12" 31.525291 31.579767 30.498055 30.513618 6140887 25.987083
"2015-11-13" 30.474709 30.638132 30.015564 30.225681 5202837 25.741861
"2015-11-16" 30.249027 30.964981 30.101168 30.949415 3064854 26.358232
"2015-11-17" 31.042803 31.120623 30.544746 30.63035 2453708 26.086498
"2015-11-18" 31.050585 32.264591 31.042803 31.85214 8810731 27.127043
"2015-11-19" 32.015564 32.108948 31.727627 31.984436 3796018 27.239712
"2015-11-20" 32.155643 32.381325 31.727627 31.789883 2872746 27.07402
"2015-11-23" 31.828794 32.451363 31.828794 32.365761 3554439 27.564468
"2015-11-24" 32.093384 32.451363 31.836576 32.334629 3953431 27.537958
"2015-11-25" 32.350197 32.513618 32.241245 32.381325 2025545 27.577724
"2015-11-27" 32.404671 32.513618 32.256809 32.412453 1585947 27.604239
"2015-11-30" 32.295719 32.412453 31.844358 31.85214 4219169 27.127043
"2015-12-01" 32 32.420235 31.743191 31.821012 4110972 27.100531
"2015-12-02" 31.774319 31.992218 31.564201 31.758755 2773801 27.047508
"2015-12-03" 32.062256 32.264591 30.957197 31.128405 5277367 26.510672
"2015-12-04" 31.424126 32.03891 31.206226 32.023346 4000076 27.272852
"2015-12-07" 32.007782 32.186771 31.540855 31.727627 2807083 27.020998
"2015-12-08" 31.470818 31.587549 31.136187 31.564201 3680754 26.881821
"2015-12-09" 31.315174 31.797665 31.105059 31.43969 4432608 26.77578
"2015-12-10" 31.392996 31.680935 31.136187 31.377432 2067308 26.722754
"2015-12-11" 30.996109 31.089495 30.404669 30.59144 3572686 26.053362
"2015-12-14" 30.638132 30.926069 30.326847 30.575874 4944166 26.040104
"2015-12-15" 30.848249 31.066149 30.568092 30.824903 4329037 26.252193
"2015-12-16" 31.22179 31.976654 31.081713 31.750973 5350355 27.04088
"2015-12-17" 31.673153 31.992218 31.33852 31.618677 3115611 26.928211
"2015-12-18" 31.361868 31.961088 31.33852 31.587549 8156794 26.901707
"2015-12-21" 31.875486 32.147861 31.610895 31.898832 5799334 27.166807
"2015-12-22" 32.03891 32.56031 31.883268 32.241245 6855347 27.458427
"2015-12-23" 32.249027 33.198444 32.202335 33.011673 5259891 28.114565
"2015-12-24" 33.003891 33.058365 32.715954 32.785992 1932126 27.922367
"2015-12-28" 32.684826 32.988327 32.630348 32.972763 2662006 28.081427
"2015-12-29" 32.996109 33.377434 32.988327 33.229572 2230760 28.300144
"2015-12-30" 33.105057 33.392998 33.019455 33.14397 2596857 28.227236
"2015-12-31" 32.941635 33.159534 32.490273 32.809338 2515388 27.942242
"2016-01-04" 32.443581 32.630348 31.945524 32.326847 5454697 27.531332
"2016-01-05" 32.373543 32.568092 32.210117 32.350197 4269284 27.551212
"2016-01-06" 32.03891 32.754864 31.914396 32.5214 8197914 27.697031
"2016-01-07" 32.054474 32.381325 31.2607 31.40856 6702817 26.749264
"2016-01-08" 31.571983 31.774319 31.198444 31.564201 9954638 26.881821
"2016-01-11" 31.626459 31.774319 30.972763 31.276264 4402282 26.636597
"2016-01-12" 31.509727 31.735409 31.29961 31.665371 3469757 26.967983
"2016-01-13" 31.750973 31.836576 30.723736 30.762646 3029902 26.199171
"2016-01-14" 30.785992 31.330738 30.599222 31.151751 3868107 26.530548
"2016-01-15" 30.443581 30.638132 29.883268 30.381323 5267858 25.874413
"2016-01-19" 30.544746 30.669262 30.132296 30.249027 5831844 25.761745
"2016-01-20" 29.937742 30.280155 29.548637 30.116732 4771719 25.649078
"2016-01-21" 30.544746 30.677044 30.101168 30.544746 4850490 26.013596
"2016-01-22" 30.871595 31.385214 30.66148 31.322956 4186016 26.676365
"2016-01-25" 31.050585 31.128405 30.287937 30.412451 5308721 25.900921
"2016-01-26" 30.552528 30.996109 30.373541 30.7393 2710322 26.179291
"2016-01-27" 30.614786 31.167315 30.334629 30.614786 3136942 26.239311
"2016-01-28" 30.723736 31.533073 30.552528 31.214008 3524627 26.752892
"2016-01-29" 31.618677 32.536964 31.564201 32.404671 7057606 27.773394
"2016-02-01" 32.311283 32.793774 32.186771 32.669262 4766579 28.000164
"2016-02-02" 32.287937 32.381325 31.789883 31.836576 3682425 27.286486
"2016-02-03" 31.898832 32.085602 31.40856 32.007782 3740507 27.433222
"2016-02-04" 31.859922 31.961088 30.980545 31.151751 4619318 26.699539
"2016-02-05" 31.19066 31.517509 30.536964 30.653696 3926703 26.272661
"2016-02-08" 30.435799 30.599222 29.758755 30.451363 4846506 26.099247
"2016-02-09" 30.217899 31.128405 30.101168 30.894941 4952262 26.479429
"2016-02-10" 30.949415 31.618677 30.817122 31.315174 3667904 26.839605
"2016-02-11" 30.856031 31.517509 30.7393 31.330738 3697202 26.852947
"2016-02-12" 32.256809 32.466927 31.968872 32.373543 5035273 27.746706
"2016-02-16" 32.529182 32.669262 32.054474 32.505836 4137314 27.860094
"2016-02-17" 32.684826 32.793774 32.451363 32.451363 3380064 27.813408
"2016-02-18" 32.466927 32.684826 32.217899 32.498055 2183087 27.853428
"2016-02-19" 32.404671 32.614784 32.031128 32.56031 2837023 27.906784
"2016-02-22" 32.56031 32.801556 32.412453 32.614784 3118438 27.953476
"2016-02-23" 32.505836 32.754864 32.490273 32.622566 1976201 27.960146
"2016-02-24" 32.404671 32.70039 32.116734 32.669262 2195294 28.000164
"2016-02-25" 32.762646 33.073929 32.63813 33.058365 3502782 28.333651
"2016-02-26" 33.307392 33.486382 32.692608 32.747082 2192210 28.066858
"2016-02-29" 32.692608 33.035019 32.684826 32.731518 3751557 28.053522
"2016-03-01" 32.949417 33.175098 32.747082 33.081711 3001632 28.353664
"2016-03-02" 33.011673 33.322956 32.77821 33.276264 2535177 28.520409
"2016-03-03" 33.167316 33.548637 33.035019 33.533073 2811066 28.740522
"2016-03-04" 33.533073 33.844357 33.486382 33.696499 3031315 28.880598
"2016-03-07" 33.431908 33.595329 33.190662 33.33852 3504709 28.57378
"2016-03-08" 33.14397 33.509727 33.112839 33.291828 2447668 28.533747
"2016-03-09" 33.463036 33.688717 33.29961 33.657589 2434947 28.847235
"2016-03-10" 33.696499 33.976654 33.571983 33.774319 3162514 28.947283
"2016-03-11" 33.992218 34.155643 33.766537 34.132298 2682181 29.254108
"2016-03-14" 33.92218 34.171207 33.852139 34.062256 2352450 29.194073
"2016-03-15" 33.92218 34.451363 33.844357 34.311283 3603269 29.407509
"2016-03-16" 34.124516 34.249027 33.743191 34.171207 3402552 29.287453
"2016-03-17" 34.241245 34.350197 33.906616 33.984436 3365287 29.127377
"2016-03-18" 34.023346 34.062256 33.486382 33.665371 7519948 28.85391
"2016-03-21" 33.548637 33.852139 33.416344 33.571983 2646458 28.773878
"2016-03-22" 33.486382 33.564201 33.237354 33.416344 3685252 28.640471
"2016-03-23" 33.36187 33.727627 33.151752 33.704281 4455738 28.887257
"2016-03-24" 34.007782 34.513618 33.766537 34.295719 6158491 29.394171
"2016-03-28" 34.287937 34.575874 34.085602 34.459145 3666491 29.534237
"2016-03-29" 34.498055 34.754864 34.404671 34.583656 2936482 29.640945
"2016-03-30" 34.77821 35.18288 34.59922 34.980545 3488133 29.981121
"2016-03-31" 34.910507 35.042801 34.630348 34.723736 3976432 29.761011
"2016-04-01" 34.498055 35.673153 34.404671 35.610893 5049408 30.521378
"2016-04-04" 35.252918 35.369652 34.81712 35.33852 4221996 30.287928
"2016-04-05" 35.229572 35.385216 34.957199 35.089493 3246681 30.074495
"2016-04-06" 35.073929 35.40078 34.988327 35.354088 4194626 30.301279
"2016-04-07" 35.509727 36.295719 35.042801 35.867702 6278510 30.741476
"2016-04-08" 36.085602 36.155643 35.642021 35.906616 3838295 30.774843
"2016-04-11" 35.906616 36.046692 35.533073 35.556419 3138484 30.474689
"2016-04-12" 35.587547 36.140079 35.540855 36.03891 3986327 30.888231
"2016-04-13" 36.062256 36.186771 35.385216 35.571983 4352038 30.488028
"2016-04-14" 35.431908 35.766537 35.167316 35.198444 3832898 30.167875
"2016-04-15" 35.245136 35.634239 35.206226 35.517509 3997121 30.441328
"2016-04-18" 35.486382 35.603111 35.29961 35.525291 3241284 30.448008
"2016-04-19" 35.657589 35.657589 35.22179 35.245136 4224952 30.207899
"2016-04-20" 35.198444 35.533073 34.902725 35.322956 4765423 30.274591
"2016-04-21" 35.268482 35.322956 34.466927 34.591438 4668791 29.647619
"2016-04-22" 34.607002 34.762646 34.225681 34.692608 2708266 29.734331
"2016-04-25" 34.536964 34.824902 34.420235 34.669262 2557150 29.714319
"2016-04-26" 34.684826 35.066147 34.614784 34.708172 3301936 29.747673
"2016-04-27" 34.544746 35.035019 34.459145 34.926071 2837537 30.103178
"2016-04-28" 34.653694 34.988327 34.614784 34.77821 2733709 29.975725
"2016-04-29" 34.645912 34.887161 34.428017 34.677044 2381876 29.888533
"2016-05-02" 34.723736 35.245136 34.692608 34.941635 2686678 30.116579
"2016-05-03" 34.754864 34.832684 34.365761 34.498055 2603153 29.734257
"2016-05-04" 34.373543 35.019455 34.311283 34.848248 2455635 30.036093
"2016-05-05" 34.793774 35.097275 34.63813 34.926071 2159314 30.103178
"2016-05-06" 34.926071 35.066147 34.295719 35.011673 2009483 30.176954
"2016-05-09" 35.081711 35.665371 35.035019 35.548637 2967194 30.639763
"2016-05-10" 35.673153 36.070038 35.486382 36.062256 3307205 31.082462
"2016-05-11" 36.023346 36.194553 35.571983 35.665371 2257488 30.740385
"2016-05-12" 35.828793 36.295719 35.813229 36.132298 2561648 31.142834
"2016-05-13" 36.07782 36.171207 35.455254 35.704281 2333560 30.77392
"2016-05-16" 35.704281 35.750973 35.470818 35.564201 2695416 30.653177
"2016-05-17" 35.40078 35.533073 34.56031 34.762646 3538376 29.962318
"2016-05-18" 34.645912 34.972763 34.202335 34.801556 3204919 29.995852
"2016-05-19" 34.715954 34.848248 34.412453 34.801556 1940992 29.995852
"2016-05-20" 34.863811 34.957199 34.396889 34.536964 2916179 29.767797
"2016-05-23" 34.474709 34.7393 34.381325 34.505836 3054702 29.740971
"2016-05-24" 34.56031 34.770428 34.428017 34.70039 3674715 29.908655
"2016-05-25" 34.669262 34.902725 34.63813 34.801556 1953328 29.995852
"2016-05-26" 34.887161 35.408562 34.81712 35.369652 2693103 30.485504
"2016-05-27" 35.369652 35.525291 35.105057 35.245136 1677054 30.378183
"2016-05-31" 35.696499 36.031128 35.4786 35.564201 6052864 30.653177
"2016-06-01" 35.540855 35.727627 35.2607 35.564201 3341514 30.653177
"2016-06-02" 35.509727 35.96109 35.43969 35.937744 3112270 30.975142
"2016-06-03" 35.875484 36.404671 35.805447 36.194553 3505609 31.196493
"2016-06-06" 36.140079 36.303501 35.891052 36.031128 2528752 31.05563
"2016-06-07" 36.085602 36.420235 36.023346 36.311283 3138998 31.297104
"2016-06-08" 36.287937 36.5214 36.194553 36.373543 2563061 31.350758
