"Index" "AIOpen" "AIHigh" "AILow" "AIClose" "AIVolume" "AIAdjusted"
"2014-12-26" 5.044617 5.085944 5.008622 5.068614 3450490 3.108117
"2014-12-29" 5.056615 5.111274 5.04995 5.084611 4482636 3.117926
"2014-12-30" 5.07128 5.101942 5.04995 5.059282 3267464 3.102395
"2014-12-31" 5.076612 5.100609 4.940632 4.95263 6654195 3.036995
"2015-01-02" 4.976627 5.059282 4.964628 5.051283 4528393 3.09749
"2015-01-05" 5.035285 5.11394 5.013955 5.095276 5570291 3.124467
"2015-01-06" 5.103275 5.179265 5.099276 5.136604 15789742 3.149809
"2015-01-07" 5.125939 5.209927 5.105942 5.188597 8889512 3.181691
"2015-01-08" 5.196595 5.244589 5.157934 5.244589 10240454 3.216026
"2015-01-09" 5.253921 5.30458 5.223258 5.272585 8821252 3.233193
"2015-01-12" 5.332576 5.383236 5.315245 5.373904 6712703 3.295324
"2015-01-13" 5.1646 5.233923 5.152602 5.180598 59112143 3.176787
"2015-01-14" 5.155268 5.264586 5.121939 5.253921 17490233 3.221748
"2015-01-15" 5.271251 5.297914 5.247255 5.259253 12421764 3.225019
"2015-01-16" 5.264586 5.368571 5.259253 5.363238 9700377 3.288783
"2015-01-20" 5.400566 5.400566 5.276584 5.287249 9668873 3.242186
"2015-01-21" 5.27925 5.336576 5.248588 5.317912 8417695 3.260988
"2015-01-22" 5.347241 5.399233 5.311246 5.399233 9347077 3.310854
"2015-01-23" 5.405899 5.437894 5.363238 5.405899 11603397 3.314943
"2015-01-26" 5.403233 5.465891 5.385902 5.452559 15596214 3.343556
"2015-01-27" 5.41923 5.496553 5.41923 5.476556 11698661 3.358271
"2015-01-28" 5.505885 5.539213 5.452559 5.452559 10477488 3.343556
"2015-01-29" 5.441894 5.483221 5.405899 5.437894 6958738 3.334563
"2015-01-30" 5.413898 5.41923 5.30858 5.313912 12551532 3.258535
"2015-02-02" 5.312579 5.32591 5.168599 5.315245 11388867 3.259353
"2015-02-03" 5.317912 5.344574 5.228591 5.340575 9490347 3.274885
"2015-02-04" 5.317912 5.369904 5.277917 5.348574 8834004 3.279791
"2015-02-05" 5.365905 5.412565 5.335242 5.403233 12015956 3.313308
"2015-02-06" 5.364572 5.375237 5.183264 5.205927 17830032 3.192318
"2015-02-09" 5.205927 5.229924 5.115274 5.129938 10565250 3.145721
"2015-02-10" 5.109941 5.121939 5.028619 5.109941 13549174 3.133458
"2015-02-11" 5.080612 5.103275 5.032619 5.068614 12962590 3.130989
"2015-02-12" 5.076612 5.208594 5.069947 5.205927 10394976 3.21581
"2015-02-13" 5.208594 5.208594 5.104608 5.13927 10343969 3.174634
"2015-02-17" 5.13927 5.193929 5.103275 5.107275 7405801 3.15487
"2015-02-18" 5.097943 5.181931 5.068614 5.171266 8731990 3.194398
"2015-02-19" 5.157934 5.157934 5.017954 5.031286 6003102 3.107931
"2015-02-20" 5.033952 5.111274 5.021954 5.097943 10908049 3.149106
"2015-02-23" 5.120606 5.183264 5.105942 5.181931 6867975 3.200987
"2015-02-24" 5.161934 5.165933 4.984626 5.025953 14131256 3.104635
"2015-02-25" 5.039284 5.068614 4.980626 4.995291 9149049 3.085695
"2015-02-26" 4.992624 4.992624 4.909969 4.945964 7744100 3.055225
"2015-02-27" 4.945964 5.033952 4.916635 5.023287 11387367 3.10299
"2015-03-02" 5.017954 5.119273 5.012622 5.057948 7254280 3.1244
"2015-03-03" 5.033952 5.04595 4.975294 5.02462 5870333 3.103813
"2015-03-04" 5.012622 5.033952 4.964628 4.985959 6301645 3.079931
"2015-03-05" 5.007289 5.069947 5.007289 5.032619 5558289 3.108754
"2015-03-06" 4.948631 4.948631 4.877974 4.913969 9800892 3.035461
"2015-03-09" 4.941965 4.963295 4.919301 4.936632 5931092 3.04946
"2015-03-10" 4.925967 5.032619 4.909969 5.016621 12097718 3.098871
"2015-03-11" 5.016621 5.091277 4.991291 5.06728 13471163 3.130164
"2015-03-12" 5.09261 5.149935 5.09261 5.132605 7662338 3.170517
"2015-03-13" 5.136604 5.157934 5.101942 5.116607 4753425 3.160635
"2015-03-16" 5.147269 5.227258 5.147269 5.220592 7426054 3.224868
"2015-03-17" 5.212593 5.235257 5.18593 5.200595 4714419 3.212516
"2015-03-18" 5.200595 5.339242 5.163267 5.337909 8611223 3.297338
"2015-03-19" 5.312579 5.365905 5.296581 5.339242 6589686 3.298162
"2015-03-20" 5.345908 5.49522 5.32991 5.49122 13747952 3.392042
"2015-03-23" 5.49122 5.509884 5.437894 5.445893 9616365 3.364042
"2015-03-24" 5.429896 5.463224 5.37657 5.37657 4796181 3.32122
"2015-03-25" 5.381902 5.395234 5.251254 5.259253 6259639 3.248751
"2015-03-26" 5.240589 5.271251 5.215259 5.23659 5173485 3.234751
"2015-03-27" 5.233923 5.281917 5.228591 5.249921 6643693 3.242985
"2015-03-30" 5.272585 5.319245 5.23259 5.315245 4706918 3.283338
"2015-03-31" 5.301914 5.327244 5.235257 5.247255 7370546 3.241338
"2015-04-01" 5.245922 5.256587 5.169933 5.191263 8350936 3.206752
"2015-04-02" 5.192596 5.225925 5.171266 5.193929 18565886 3.208398
"2015-04-06" 5.203261 5.239256 5.187263 5.235257 13614433 3.233928
"2015-04-07" 5.223258 5.231257 5.161934 5.169933 6178627 3.193576
"2015-04-08" 5.184597 5.204594 5.131271 5.180598 7089257 3.200164
"2015-04-09" 5.160601 5.172599 5.021954 5.048616 6024105 3.118635
"2015-04-10" 5.07128 5.104608 5.027286 5.043284 7110260 3.115342
"2015-04-13" 5.047283 5.079279 5.02062 5.031286 4840437 3.107931
"2015-04-14" 5.031286 5.103275 5.031286 5.072613 5679806 3.133459
"2015-04-15" 5.081945 5.089944 4.97796 4.981959 4972456 3.077459
"2015-04-16" 4.961962 5.039284 4.943298 5.019287 5052717 3.100518
"2015-04-17" 4.997957 5.031286 4.955296 4.993958 6237886 3.084872
"2015-04-20" 5.005956 5.036618 4.972627 5.012622 4918448 3.096401
"2015-04-21" 5.036618 5.06728 5.011288 5.056615 8369688 3.123577
"2015-04-22" 5.055282 5.157934 5.041951 5.149935 12164477 3.181222
"2015-04-23" 5.144603 5.167266 5.111274 5.151269 5703810 3.182047
"2015-04-24" 5.156601 5.201928 5.133938 5.156601 6250637 3.18534
"2015-04-27" 5.168599 5.244589 5.168599 5.228591 15055388 3.22981
"2015-04-28" 5.219259 5.227258 5.153935 5.195262 7514567 3.209223
"2015-04-29" 5.13927 5.187263 5.099276 5.108608 10651512 3.155694
"2015-04-30" 5.095276 5.136604 4.995291 5.029952 9110043 3.107107
"2015-05-01" 5.069947 5.192596 5.060615 5.101942 12706054 3.151576
"2015-05-04" 5.131271 5.191263 5.123272 5.152602 10052177 3.18287
"2015-05-05" 5.131271 5.151269 4.969961 4.989958 9908907 3.082401
"2015-05-06" 4.989958 5.060615 4.987292 5.039284 11905690 3.112872
"2015-05-07" 5.047283 5.149935 5.037951 5.119273 8293928 3.162282
"2015-05-08" 5.195262 5.287249 5.193929 5.212593 8179911 3.219928
"2015-05-11" 5.18993 5.208594 5.068614 5.079279 10160943 3.137576
"2015-05-12" 5.032619 5.097943 5.000623 5.080612 6726205 3.1384
"2015-05-13" 5.075279 5.112607 4.960629 4.969961 8100400 3.094408
"2015-05-14" 4.996624 5.06728 4.991291 5.052616 9519602 3.14587
"2015-05-15" 5.06728 5.127272 5.063281 5.112607 24089670 3.183222
"2015-05-18" 5.09261 5.103275 5.035285 5.040618 10295962 3.1384
"2015-05-19" 5.012622 5.083278 5.008622 5.051283 4956704 3.14504
"2015-05-20" 5.052616 5.09661 5.035285 5.060615 5978349 3.15085
"2015-05-21" 5.06728 5.077946 5.02462 5.036618 6487671 3.13591
"2015-05-22" 5.029952 5.076612 4.993958 5.060615 6065361 3.15085
"2015-05-26" 5.063281 5.063281 5.004623 5.015288 6480920 3.122629
"2015-05-27" 5.02462 5.097943 5.001956 5.087278 6382656 3.167452
"2015-05-28" 5.079279 5.108608 5.063281 5.097943 8867009 3.174092
"2015-05-29" 5.089944 5.111274 5.037951 5.056615 20888966 3.14836
"2015-06-01" 5.065947 5.153935 5.016621 5.147269 10397976 3.204803
"2015-06-02" 5.127272 5.128605 5.056615 5.073946 10880295 3.159151
"2015-06-03" 5.07128 5.104608 4.961962 4.963295 11117328 3.090256
"2015-06-04" 4.956629 4.980626 4.935299 4.959296 5994851 3.087767
"2015-06-05" 4.895305 4.983292 4.868642 4.943298 6800466 3.077807
"2015-06-08" 4.953963 4.975294 4.924634 4.935299 4390373 3.072826
"2015-06-09" 4.933966 4.963295 4.896638 4.90597 6717204 3.054565
"2015-06-10" 4.900637 4.985959 4.876641 4.924634 7437306 3.066186
"2015-06-11" 4.963295 5.02062 4.915302 4.99929 16134041 3.112668
"2015-06-12" 4.991291 5.009955 4.95263 4.956629 6210132 3.086106
"2015-06-15" 4.95263 4.957963 4.912636 4.921968 4424128 3.064525
"2015-06-16" 4.925967 5.011288 4.912636 5.009955 8149157 3.119308
"2015-06-17" 5.009955 5.057948 4.959296 5.051283 5676056 3.14504
"2015-06-18" 5.056615 5.165933 5.052616 5.128605 7797357 3.193182
"2015-06-19" 5.116607 5.128605 5.073946 5.085944 9379332 3.166622
"2015-06-22" 5.099276 5.133938 5.065947 5.072613 12955839 3.158321
"2015-06-23" 5.055282 5.063281 4.980626 4.983292 7413303 3.102707
"2015-06-24" 4.985959 5.019287 4.951297 4.956629 5344509 3.086106
"2015-06-25" 4.956629 4.991291 4.932633 4.949964 4844938 3.081957
"2015-06-26" 4.943298 4.996624 4.916635 4.972627 15029884 3.096067
"2015-06-29" 4.971294 5.008622 4.917968 4.923301 8997527 3.065356
"2015-06-30" 4.961962 4.980626 4.915302 4.923301 8286427 3.065356
"2015-07-01" 4.937965 5.041951 4.904637 5.039284 9143048 3.13757
"2015-07-02" 5.087278 5.144603 5.047283 5.069947 7012746 3.156661
"2015-07-06" 5.04595 5.121939 5.035285 5.109941 9206057 3.181562
"2015-07-07" 5.14327 5.212593 5.112607 5.209927 9739383 3.243816
"2015-07-08" 5.183264 5.205927 5.149935 5.152602 8149157 3.208124
"2015-07-09" 5.177931 5.227258 5.128605 5.149935 7402801 3.206463
"2015-07-10" 5.159267 5.215259 5.144603 5.168599 6357153 3.218083
"2015-07-13" 5.213926 5.248588 5.131271 5.153935 6565682 3.208954
"2015-07-14" 5.161934 5.195262 5.111274 5.187263 3951561 3.229705
"2015-07-15" 5.177931 5.213926 5.149935 5.209927 6495922 3.243816
"2015-07-16" 5.225925 5.293915 5.205927 5.253921 6661696 3.271208
"2015-07-17" 5.252587 5.272585 5.229924 5.259253 7432055 3.274527
"2015-07-20" 5.241922 5.297914 5.235257 5.291249 5727063 3.294448
"2015-07-21" 5.280583 5.337909 5.280583 5.30858 11581644 3.305239
"2015-07-22" 5.30458 5.348574 5.284583 5.331243 7263281 3.31935
"2015-07-23" 5.316578 5.347241 5.275251 5.30458 10214200 3.302749
"2015-07-24" 5.293915 5.359239 5.271251 5.333909 9669623 3.32101
"2015-07-27" 5.32991 5.389901 5.300581 5.331243 13903974 3.31935
"2015-07-28" 5.336576 5.344574 5.300581 5.320578 19707548 3.31271
"2015-07-29" 5.319245 5.320578 5.256587 5.28325 13312890 3.289468
"2015-07-30" 5.267252 5.289915 5.244589 5.255254 10346969 3.272037
"2015-07-31" 5.30858 5.348574 5.204594 5.209927 15158902 3.243816
"2015-08-03" 5.233923 5.256587 5.207261 5.256587 7771853 3.272868
"2015-08-04" 5.25792 5.305913 5.23659 5.248588 7527319 3.267887
"2015-08-05" 5.252587 5.255254 5.175265 5.200595 9563858 3.238005
"2015-08-06" 5.197929 5.223258 5.125939 5.217926 7225776 3.248796
"2015-08-07" 5.217926 5.247255 5.155268 5.243255 6587435 3.264566
"2015-08-10" 5.253921 5.264586 5.201928 5.228591 7393800 3.255436
"2015-08-11" 5.220592 5.328577 5.21126 5.323244 11403119 3.314369
"2015-08-12" 5.272585 5.331243 5.255254 5.32991 12505776 3.343642
"2015-08-13" 5.305913 5.32991 5.249921 5.280583 11602647 3.312697
"2015-08-14" 5.276584 5.312579 5.243255 5.311246 5167484 3.331932
"2015-08-17" 5.313912 5.353906 5.261919 5.352573 4696417 3.357858
"2015-08-18" 5.344574 5.380569 5.339242 5.377903 3456491 3.373748
"2015-08-19" 5.347241 5.367238 5.313912 5.32991 5293502 3.343642
"2015-08-20" 5.296581 5.30458 5.247255 5.25792 5393266 3.298479
"2015-08-21" 5.229924 5.23659 5.131271 5.132605 10997311 3.219864
"2015-08-24" 4.981959 5.132605 4.840646 4.853977 15363681 3.045072
"2015-08-25" 4.933966 4.933966 4.735328 4.737994 15268418 2.97231
"2015-08-26" 4.839313 4.871308 4.755325 4.85931 13255882 3.048418
"2015-08-27" 4.9273 4.983292 4.825981 4.953963 12541031 3.107795
"2015-08-28" 4.951297 5.000623 4.904637 4.988625 11950697 3.129541
"2015-08-31" 4.985959 4.985959 4.796652 4.803318 20966977 3.013291
"2015-09-01" 4.709998 4.793986 4.691334 4.723329 10995061 2.963111
"2015-09-02" 4.775322 4.796652 4.696666 4.760657 10168444 2.986528
"2015-09-03" 4.776655 4.792653 4.707332 4.752658 8132655 2.98151
"2015-09-04" 4.713997 4.725996 4.627343 4.646007 6718704 2.914604
"2015-09-08" 4.704665 4.727329 4.646007 4.692667 9530103 2.943876
"2015-09-09" 4.76599 4.788653 4.656672 4.664671 10211950 2.926313
"2015-09-10" 4.640674 4.763324 4.640674 4.698 10121187 2.947221
"2015-09-11" 4.678002 4.817983 4.664671 4.817983 9638118 3.022491
"2015-09-14" 4.829981 4.829981 4.768656 4.799318 5807325 3.010782
"2015-09-15" 4.716664 4.800652 4.642008 4.779321 24299700 2.998238
"2015-09-16" 4.780654 4.836647 4.76599 4.809984 14410296 3.017473
"2015-09-17" 4.813983 4.937965 4.784654 4.853977 13003096 3.045072
"2015-09-18" 4.801985 4.912636 4.785987 4.83398 15180655 3.032526
"2015-09-21" 4.831314 4.895305 4.760657 4.875308 11519386 3.058453
"2015-09-22" 4.855311 4.881973 4.817983 4.840646 8254922 3.036708
"2015-09-23" 4.864643 4.885973 4.816649 4.877974 9296820 3.060126
"2015-09-24" 4.868642 4.88464 4.781988 4.823315 7530319 3.025836
"2015-09-25" 4.836647 4.904637 4.803318 4.867309 6717954 3.053435
"2015-09-28" 4.845979 4.875308 4.745993 4.783321 8027640 3.000746
"2015-09-29" 4.79132 4.904637 4.773989 4.885973 10795533 3.065143
"2015-09-30" 4.925967 4.944631 4.896638 4.935299 12757811 3.096088
"2015-10-01" 4.960629 5.012622 4.9273 5.004623 9122045 3.139577
"2015-10-02" 4.845979 5.052616 4.845979 5.051283 7999886 3.168848
"2015-10-05" 5.065947 5.115274 5.029952 5.109941 9054536 3.205647
"2015-10-06" 5.11794 5.1646 5.07128 5.076612 14059996 3.184738
"2015-10-07" 5.080612 5.153935 5.056615 5.153935 13771205 3.233246
"2015-10-08" 5.148602 5.209927 5.115274 5.199262 8069646 3.26168
"2015-10-09" 5.18993 5.23659 5.168599 5.235257 6405159 3.284262
"2015-10-12" 5.241922 5.281917 5.208594 5.267252 6714953 3.304333
"2015-10-13" 5.240589 5.267252 5.197929 5.223258 4367870 3.276734
"2015-10-14" 5.228591 5.233923 5.145936 5.157934 7159016 3.235754
"2015-10-15" 5.173932 5.252587 5.151269 5.252587 4930450 3.295133
"2015-10-16" 5.272585 5.297914 5.252587 5.276584 5621298 3.310188
"2015-10-19" 5.265919 5.37657 5.251254 5.375237 6340650 3.372076
"2015-10-20" 5.424563 5.428562 5.367238 5.400566 7398300 3.387966
"2015-10-21" 5.413898 5.432562 5.359239 5.359239 7520568 3.36204
"2015-10-22" 5.37257 5.413898 5.345908 5.363238 11530637 3.364549
"2015-10-23" 5.357906 5.443227 5.285916 5.331243 7035249 3.344477
"2015-10-26" 5.343241 5.367238 5.299248 5.32991 8720738 3.343642
"2015-10-27" 5.327244 5.373904 5.30858 5.363238 9239812 3.364549
"2015-10-28" 5.360572 5.3979 5.228591 5.307246 7950379 3.329422
"2015-10-29" 5.272585 5.347241 5.252587 5.327244 8677232 3.341967
"2015-10-30" 5.336576 5.35524 5.220592 5.224591 13232629 3.27757
"2015-11-02" 5.221925 5.336576 5.199262 5.333909 11397868 3.346149
"2015-11-03" 5.305913 5.332576 5.224591 5.288582 8277425 3.317714
"2015-11-04" 5.183264 5.239256 5.029952 5.100609 22734978 3.199792
"2015-11-05" 5.09261 5.125939 5.065947 5.101942 11553140 3.200629
"2015-11-06" 5.047283 5.052616 4.899304 4.944631 10647762 3.101943
"2015-11-09" 4.877974 4.932633 4.785987 4.828648 12552282 3.029182
"2015-11-10" 4.828648 4.908636 4.827315 4.861976 13683443 3.050089
"2015-11-11" 4.867309 4.947297 4.856644 4.911303 4955204 3.081034
"2015-11-12" 4.901971 4.928633 4.869975 4.873975 6987242 3.057616
"2015-11-13" 4.853977 4.911303 4.813983 4.845979 11063321 3.040054
"2015-11-16" 4.820649 4.871308 4.783321 4.869975 8176911 3.080531
"2015-11-17" 4.852644 4.940632 4.835313 4.895305 8131154 3.096554
"2015-11-18" 4.913969 4.928633 4.844645 4.908636 6390157 3.104987
"2015-11-19" 4.923301 4.972627 4.904637 4.929967 7312038 3.118479
"2015-11-20" 4.963295 5.019287 4.956629 5.007289 9453592 3.16739
"2015-11-23" 4.99929 5.060615 4.996624 5.02062 4444381 3.175822
"2015-11-24" 4.996624 5.016621 4.939299 4.981959 7253530 3.151366
"2015-11-25" 4.991291 5.055282 4.97796 5.04595 5588293 3.191845
"2015-11-27" 5.041951 5.132605 5.041951 5.121939 4301861 3.239912
"2015-11-30" 5.127272 5.169933 5.072613 5.080612 11447375 3.213771
"2015-12-01" 5.103275 5.171266 5.088611 5.168599 6408910 3.269428
"2015-12-02" 5.152602 5.18593 5.065947 5.080612 8120653 3.213771
"2015-12-03" 5.057948 5.083278 4.991291 4.997957 12212484 3.161487
"2015-12-04" 5.016621 5.173932 4.989958 5.163267 9461843 3.266054
"2015-12-07" 5.140603 5.168599 5.104608 5.116607 7829612 3.236539
"2015-12-08" 5.091277 5.13927 5.073946 5.125939 8119903 3.242442
"2015-12-09" 5.09261 5.149935 5.055282 5.101942 8341934 3.227263
"2015-12-10" 5.099276 5.119273 5.015288 5.015288 7390049 3.172449
"2015-12-11" 4.980626 5.056615 4.955296 5.015288 11102326 3.172449
"2015-12-14" 5.001956 5.052616 4.97796 5.04595 7756851 3.191845
"2015-12-15" 5.125939 5.197929 5.097943 5.131271 11679908 3.245816
"2015-12-16" 5.192596 5.324577 5.179265 5.303247 10878795 3.3546
"2015-12-17" 5.301914 5.317912 5.243255 5.269918 11043818 3.333518
"2015-12-18" 5.261919 5.315245 5.248588 5.251254 19893574 3.321711
"2015-12-21" 5.284583 5.30858 5.223258 5.268585 9025281 3.332675
"2015-12-22" 5.273918 5.323244 5.261919 5.268585 8234669 3.332675
"2015-12-23" 5.275251 5.299248 5.264586 5.292582 6088614 3.347854
"2015-12-24" 5.293915 5.299248 5.25792 5.281917 2068794 3.341108
"2015-12-28" 5.281917 5.315245 5.261919 5.30858 7679590 3.357973
"2015-12-29" 5.332576 5.380569 5.311246 5.380569 6327148 3.40351
"2015-12-30" 5.375237 5.42323 5.352573 5.380569 5320505 3.40351
"2015-12-31" 5.388568 5.3979 5.333909 5.336576 6423912 3.375682
"2016-01-04" 5.261919 5.287249 5.221925 5.285916 8551214 3.343637
"2016-01-05" 5.303247 5.44456 5.27925 5.420564 12694802 3.428809
"2016-01-06" 5.381902 5.424563 5.333909 5.359239 7567824 3.390018
"2016-01-07" 5.300581 5.345908 5.288582 5.328577 11853183 3.370622
"2016-01-08" 5.335242 5.35524 5.215259 5.227258 6373655 3.306533
"2016-01-11" 5.237923 5.292582 5.175265 5.260586 8757493 3.327613
"2016-01-12" 5.288582 5.295248 5.180598 5.223258 9651620 3.304002
"2016-01-13" 5.225925 5.264586 5.119273 5.124606 12700803 3.2416
"2016-01-14" 5.140603 5.172599 5.033952 5.040618 13943730 3.188472
"2016-01-15" 4.961962 5.057948 4.933966 5.040618 13354146 3.188472
"2016-01-19" 5.087278 5.364572 5.063281 5.097943 13541673 3.224733
"2016-01-20" 5.068614 5.128605 4.881973 4.9273 17122681 3.116792
"2016-01-21" 4.953963 4.995291 4.867309 4.925967 12028708 3.115949
"2016-01-22" 4.969961 5.060615 4.925967 5.033952 6629441 3.184255
"2016-01-25" 5.028619 5.097943 4.997957 5.021954 9082290 3.176666
"2016-01-26" 5.036618 5.163267 5.032619 5.163267 7877618 3.266054
"2016-01-27" 5.157934 5.157934 5.064614 5.097943 10292961 3.224733
"2016-01-28" 5.079279 5.180598 5.005956 5.080612 14553566 3.213771
"2016-01-29" 5.135271 5.229924 5.099276 5.219259 15050137 3.301473
"2016-02-01" 5.181931 5.339242 5.156601 5.280583 12448767 3.340264
"2016-02-02" 5.276584 5.291249 5.196595 5.217926 11545639 3.30063
"2016-02-03" 5.240589 5.285916 5.180598 5.281917 11556891 3.341108
"2016-02-04" 5.248588 5.328577 5.203261 5.289915 10787282 3.346167
"2016-02-05" 5.157934 5.247255 4.909969 4.933966 25499870 3.121009
"2016-02-08" 4.925967 4.944631 4.662005 4.745993 21854353 3.002105
"2016-02-09" 4.698 4.775322 4.666004 4.725996 15877504 2.989457
"2016-02-10" 4.756658 4.928633 4.747326 4.841979 12358005 3.062822
"2016-02-11" 4.733994 4.804651 4.728662 4.768656 10931302 3.01644
"2016-02-12" 4.800652 4.815316 4.723329 4.805984 12571785 3.040053
"2016-02-16" 4.847312 4.885973 4.776655 4.881973 11421122 3.08812
"2016-02-17" 4.868642 4.903304 4.803318 4.832647 15375683 3.084717
"2016-02-18" 4.829981 4.865976 4.799318 4.845979 11449626 3.093227
"2016-02-19" 4.836647 4.864643 4.796652 4.823315 15984019 3.078761
"2016-02-22" 4.855311 4.916635 4.83798 4.860643 12741309 3.102587
"2016-02-23" 4.835313 4.928633 4.803318 4.821982 12024207 3.077909
"2016-02-24" 4.815316 4.856644 4.727329 4.804651 13639937 3.066847
"2016-02-25" 4.832647 4.901971 4.832647 4.881973 10785781 3.116202
"2016-02-26" 4.885973 4.903304 4.851311 4.861976 8275175 3.103438
"2016-02-29" 4.852644 4.95263 4.849978 4.88064 11941695 3.115351
"2016-03-01" 4.920635 5.051283 4.897971 5.048616 8560965 3.222571
"2016-03-02" 5.025953 5.109941 4.957963 5.108608 7090757 3.260865
"2016-03-03" 5.119273 5.144603 5.059282 5.14327 5319005 3.28299
"2016-03-04" 5.137937 5.148602 5.088611 5.137937 4988208 3.279587
"2016-03-07" 5.101942 5.149935 5.093943 5.144603 5669305 3.28384
"2016-03-08" 5.147269 5.191263 5.099276 5.107275 6448666 3.260014
"2016-03-09" 5.11394 5.181931 5.072613 5.131271 4994959 3.275331
"2016-03-10" 5.167266 5.187263 5.072613 5.128605 5050467 3.273629
"2016-03-11" 5.188597 5.239256 5.145936 5.235257 5885336 3.341707
"2016-03-14" 5.221925 5.273918 5.183264 5.217926 4063327 3.330644
"2016-03-15" 5.192596 5.241922 5.187263 5.235257 3578758 3.341707
"2016-03-16" 5.212593 5.293915 5.184597 5.287249 4065577 3.374893
"2016-03-17" 5.305913 5.42323 5.272585 5.403233 5620548 3.448927
"2016-03-18" 5.405899 5.447226 5.364572 5.367238 12145724 3.425951
"2016-03-21" 5.357906 5.403233 5.347241 5.367238 7507816 3.425951
"2016-03-22" 5.349907 5.420564 5.327244 5.393901 9740883 3.44297
"2016-03-23" 5.383236 5.427229 5.367238 5.379236 6714953 3.433609
"2016-03-24" 5.367238 5.391234 5.324577 5.381902 6373655 3.435311
"2016-03-28" 5.395234 5.425896 5.359239 5.41923 4944702 3.459137
"2016-03-29" 5.42323 5.543213 5.42323 5.523216 9008779 3.525512
"2016-03-30" 5.539213 5.587207 5.509884 5.555211 7956380 3.545935
"2016-03-31" 5.555211 5.592539 5.528548 5.575208 9521102 3.558699
"2016-04-01" 5.552545 5.617869 5.548545 5.603204 6316647 3.57657
"2016-04-04" 5.601871 5.624535 5.577875 5.616536 7932376 3.58508
"2016-04-05" 5.579208 5.620535 5.545879 5.564543 7526569 3.551892
"2016-04-06" 5.555211 5.605871 5.549879 5.601871 7612081 3.575719
"2016-04-07" 5.580541 5.616536 5.536547 5.581874 6761460 3.562954
"2016-04-08" 5.60987 5.65653 5.589873 5.624535 7413303 3.590186
"2016-04-11" 5.607204 5.632534 5.501885 5.509884 9329825 3.517003
"2016-04-12" 5.521883 5.576541 5.501885 5.545879 7427555 3.539979
"2016-04-13" 5.519216 5.532548 5.3979 5.415231 10740025 3.456585
"2016-04-14" 5.403233 5.404566 5.259253 5.27925 13326392 3.369787
"2016-04-15" 5.280583 5.413898 5.264586 5.396567 9851899 3.444671
"2016-04-18" 5.389901 5.452559 5.363238 5.44856 15570711 3.47786
"2016-04-19" 5.441894 5.473889 5.41923 5.452559 5120977 3.480412
"2016-04-20" 5.453892 5.453892 5.335242 5.337909 5090223 3.407229
"2016-04-21" 5.335242 5.360572 5.259253 5.275251 6285142 3.367234
"2016-04-22" 5.307246 5.373904 5.268585 5.35124 6547680 3.415739
"2016-04-25" 5.336576 5.425896 5.323244 5.425896 5763068 3.463392
"2016-04-26" 5.443227 5.475223 5.381902 5.412565 7765853 3.454884
"2016-04-27" 5.379236 5.388568 5.291249 5.363238 10207449 3.423397
"2016-04-28" 5.317912 5.412565 5.317912 5.340575 7250529 3.408932
"2016-04-29" 5.309913 5.377903 5.253921 5.340575 11677658 3.408932
"2016-05-02" 5.35524 5.493887 5.347241 5.480555 9201556 3.498281
"2016-05-03" 5.481888 5.545879 5.464557 5.539213 8554965 3.535724
"2016-05-04" 5.483221 5.632534 5.404566 5.621868 7271532 3.588483
"2016-05-05" 5.615203 5.685859 5.589873 5.640532 8203165 3.600396
"2016-05-06" 5.641866 5.732519 5.601871 5.708523 6849222 3.643795
"2016-05-09" 5.720521 5.745851 5.687192 5.736519 6144122 3.661665
"2016-05-10" 5.759182 5.815174 5.70719 5.745851 7922625 3.667622
"2016-05-11" 5.752516 5.752516 5.607204 5.655197 7084006 3.609757
"2016-05-12" 5.657863 5.667195 5.585873 5.665862 8834754 3.616565
"2016-05-13" 5.65653 5.673861 5.617869 5.633867 3873550 3.596142
"2016-05-16" 5.648531 5.727187 5.615203 5.688526 3802290 3.631032
"2016-05-17" 5.673861 5.673861 5.567209 5.600538 5823077 3.574868
"2016-05-18" 5.556544 5.599205 5.480555 5.549879 7305287 3.57058
"2016-05-19" 5.49122 5.521883 5.46989 5.489887 5110476 3.531984
"2016-05-20" 5.517883 5.552545 5.480555 5.536547 6292643 3.562003
"2016-05-23" 5.551212 5.564543 5.511217 5.544546 3508248 3.567149
"2016-05-24" 5.560544 5.623202 5.49122 5.612536 8207665 3.610891
"2016-05-25" 5.633867 5.672528 5.583207 5.645865 8230169 3.632334
"2016-05-26" 5.628534 5.691192 5.601871 5.684526 9320073 3.657206
"2016-05-27" 5.687192 5.729853 5.653864 5.70319 6120869 3.669214
"2016-05-31" 5.715188 5.72852 5.649864 5.685859 9107793 3.658064
"2016-06-01" 5.632534 5.679194 5.559211 5.583207 13461411 3.592022
"2016-06-02" 5.552545 5.579208 5.473889 5.549879 15858002 3.57058
"2016-06-03" 5.573875 5.601871 5.425896 5.451226 10408478 3.50711
"2016-06-06" 5.441894 5.455225 5.296581 5.307246 13977485 3.414479
"2016-06-07" 5.30858 5.361905 5.297914 5.341908 7872368 3.436779
"2016-06-08" 5.327244 5.392568 5.291249 5.383236 7339792 3.463368
"2016-06-09" 5.379236 5.460558 5.347241 5.455225 10665764 3.509684
"2016-06-10" 5.420564 5.44856 5.217926 5.443227 7261031 3.501964
