"Index" "SJOpen" "SJHigh" "SJLow" "SJClose" "SJVolume" "SJAdjusted"
"2015-02-05" 112.019997 113.410004 111.68 113.330002 1535900 93.732147
"2015-02-06" 113.330002 113.470001 112.510002 113 843700 93.459221
"2015-02-09" 112.68 113.309998 112.459999 112.910004 640300 93.384789
"2015-02-10" 113.339996 113.550003 112.309998 113.150002 574800 93.583275
"2015-02-11" 112.440002 113.080002 110.889999 111.260002 1051600 92.543533
"2015-02-12" 110.940002 112.470001 110.519997 112.389999 892600 93.483459
"2015-02-13" 111.139999 114.910004 109.57 113.889999 1743600 94.731117
"2015-02-17" 113.279999 113.82 112.639999 113.209999 1174200 94.165512
"2015-02-18" 112.690002 114.389999 112.690002 114.300003 506200 95.072174
"2015-02-19" 113.959999 114.43 112.849998 113.879997 661500 94.722816
"2015-02-20" 113.32 114 112.239998 113.440002 1466700 94.356842
"2015-02-23" 113.059998 113.639999 112.730003 113.25 944500 94.198776
"2015-02-24" 112.910004 113.809998 112.040001 113.470001 776600 94.381798
"2015-02-25" 113.599998 113.839996 112.919998 113.110001 567300 94.082344
"2015-02-26" 113.980003 115.400002 112.910004 115.209999 1039600 95.829079
"2015-02-27" 115.389999 115.839996 114.669998 115.349998 754300 95.945518
"2015-03-02" 115.349998 115.660004 114.5 114.959999 570200 95.621124
"2015-03-03" 114.919998 114.949997 113.019997 114.120003 673700 94.922432
"2015-03-04" 114.07 114.269997 113.379997 114.239998 485100 95.022263
"2015-03-05" 114.760002 114.760002 113.699997 114.230003 580300 95.013931
"2015-03-06" 114.029999 114.190002 112.230003 112.769997 601600 93.799553
"2015-03-09" 112.5 113.309998 112.18 113.050003 526800 94.032425
"2015-03-10" 112.25 112.529999 110.730003 110.730003 719800 92.102722
"2015-03-11" 110.739998 111.25 110.059998 111.120003 650000 92.427101
"2015-03-12" 111.339996 112.790001 110.989998 112.440002 637100 93.525047
"2015-03-13" 112.089996 112.389999 110.559998 111.019997 782100 92.343941
"2015-03-16" 111.660004 112.629997 111.169998 111.779999 635900 92.976089
"2015-03-17" 111.010002 111.559998 110.110001 110.589996 438200 91.986267
"2015-03-18" 110.449997 112.940002 109.269997 112.610001 910400 93.666451
"2015-03-19" 112.080002 112.360001 111.360001 112 489400 93.159081
"2015-03-20" 112.800003 114.129997 112.57 113.709999 894400 94.581429
"2015-03-23" 113.900002 114.25 113.260002 113.389999 441500 94.315231
"2015-03-24" 113.970001 114.949997 112.5 112.620003 562700 93.674782
"2015-03-25" 113.57 115.959999 112.639999 114.639999 1153300 95.354958
"2015-03-26" 114.699997 115.32 113.830002 114.480003 670900 95.221886
"2015-03-27" 114.370003 116.260002 114.230003 116.010002 729200 96.494492
"2015-03-30" 116.449997 117.220001 115.029999 117.129997 875900 97.426079
"2015-03-31" 116.889999 117.650002 115.629997 115.730003 705400 96.261581
"2015-04-01" 115.650002 115.68 113.93 115.480003 856400 96.05368
"2015-04-02" 115.32 116.550003 114.889999 116.010002 1213000 96.494492
"2015-04-06" 115.949997 117.660004 115.480003 117.239998 649100 97.517593
"2015-04-07" 117.220001 117.489998 115.730003 115.870003 500500 96.378052
"2015-04-08" 115.790001 116.400002 114.910004 115.550003 637800 96.111885
"2015-04-09" 115.690002 116.260002 115.040001 116.139999 472400 96.602615
"2015-04-10" 116.160004 116.93 116.019997 116.75 440200 97.110008
"2015-04-13" 117.400002 117.400002 116.5 116.900002 567200 97.234779
"2015-04-14" 116.650002 118.080002 116.290001 117.790001 474100 97.975044
"2015-04-15" 118 118.639999 117.410004 118.080002 584500 98.216286
"2015-04-16" 117.919998 118.330002 117.459999 117.980003 387200 98.133095
"2015-04-17" 117.82 118 116.489998 117.419998 721200 97.66732
"2015-04-20" 117.660004 118.290001 116.730003 117.080002 694600 97.384491
"2015-04-21" 117.080002 117.910004 116.839996 117.440002 573400 97.683945
"2015-04-22" 117.43 118.110001 116.75 117.940002 446400 98.099831
"2015-04-23" 117.400002 117.690002 116.730003 116.970001 362700 97.293007
"2015-04-24" 117.279999 117.599998 116.040001 116.309998 587000 96.744034
"2015-04-27" 116.82 118.32 115.860001 118.199997 1426200 98.316086
"2015-04-28" 117.870003 118.110001 116.029999 116.190002 1103200 96.644218
"2015-04-29" 116.169998 116.809998 115.620003 116.019997 534200 96.502815
"2015-04-30" 116 117 115.220001 115.919998 871100 96.419624
"2015-05-01" 116.199997 117.209999 116.129997 116.860001 374000 97.201515
"2015-05-04" 117.279999 118.830002 117.279999 118.370003 579100 98.457497
"2015-05-05" 117.690002 118.129997 115.489998 116.279999 799800 96.71907
"2015-05-06" 116.650002 116.940002 115.239998 116.25 431100 96.694107
"2015-05-07" 116.129997 116.339996 115.470001 115.769997 530300 96.294868
"2015-05-08" 116.599998 117.410004 115.919998 115.989998 685200 96.477875
"2015-05-11" 115.830002 116.959999 115.610001 116.269997 427800 96.710754
"2015-05-12" 115.790001 116.839996 115.739998 116.459999 522000 96.868797
"2015-05-13" 115.970001 117.150002 115.970001 116.580002 326800 97.50444
"2015-05-14" 117.169998 118.400002 117.019997 118.360001 335000 98.993187
"2015-05-15" 118.349998 118.589996 117.839996 118.5 454200 99.110291
"2015-05-18" 118.169998 119.129997 118.110001 118.669998 341200 99.252457
"2015-05-19" 118.760002 119.349998 118.480003 119.269997 553700 99.75428
"2015-05-20" 119.129997 120.410004 119.040001 119.879997 401200 100.264458
"2015-05-21" 119.690002 119.879997 119.18 119.279999 507500 99.76265
"2015-05-22" 119.300003 120.650002 119.190002 120.389999 483000 100.69104
"2015-05-26" 120.400002 120.580002 119.339996 119.470001 518600 99.92157
"2015-05-27" 120 120.519997 119.32 119.900002 432000 100.281204
"2015-05-28" 120.269997 120.300003 119.139999 119.5 356300 99.946648
"2015-05-29" 119.580002 119.860001 118.480003 118.550003 538000 99.1521
"2015-06-01" 118.68 118.93 118.040001 118.419998 472900 99.043358
"2015-06-02" 118.419998 118.919998 117.459999 118.550003 589600 99.1521
"2015-06-03" 118.730003 118.730003 117.790001 118.190002 637900 98.850998
"2015-06-04" 115.68 116.559998 113.07 113.75 3078900 95.137505
"2015-06-05" 113.510002 113.730003 110.870003 111.32 2032000 93.10511
"2015-06-08" 110.940002 111.980003 110.260002 110.480003 1497700 92.402573
"2015-06-09" 110.510002 111.879997 110.050003 111.599998 1020700 93.339287
"2015-06-10" 111.699997 112.260002 110.889999 111.57 796600 93.314224
"2015-06-11" 111.629997 112.339996 111.360001 111.75 579200 93.464745
"2015-06-12" 111.279999 111.75 111.07 111.290001 426600 93.080017
"2015-06-15" 110.860001 111.389999 110.339996 110.989998 885500 92.829102
"2015-06-16" 111.389999 112.529999 110.919998 112.349998 493200 93.966576
"2015-06-17" 112.18 112.980003 111.68 112.720001 516300 94.276047
"2015-06-18" 112.959999 114.089996 112.239998 113.32 624700 94.777855
"2015-06-19" 113.150002 114.470001 113.150002 113.480003 1569200 94.911705
"2015-06-22" 113.760002 114.309998 113.470001 113.68 404000 95.078957
"2015-06-23" 113.669998 113.669998 112.709999 112.809998 823500 94.351303
"2015-06-24" 112.860001 113.260002 111.099998 111.699997 823800 93.422928
"2015-06-25" 111.68 111.940002 110.849998 110.93 681200 92.778908
"2015-06-26" 111.370003 111.650002 110.510002 110.620003 1604000 92.519646
"2015-06-29" 110.190002 110.360001 108.290001 108.379997 1133200 90.646172
"2015-06-30" 109.089996 109.370003 108.260002 108.410004 1024500 90.67128
"2015-07-01" 108.82 109.43 108.410004 109.209999 760300 91.340363
"2015-07-02" 109.519997 109.839996 108.489998 108.75 857800 90.955627
"2015-07-06" 108.019997 108.68 107.379997 108.029999 1377100 90.353416
"2015-07-07" 108.290001 110.18 107.639999 109.809998 911300 91.842201
"2015-07-08" 109.379997 109.720001 108.440002 108.459999 763400 90.713081
"2015-07-09" 109.690002 109.93 108.269997 108.300003 534000 90.579262
"2015-07-10" 106.400002 108.540001 106.260002 107.589996 2894400 89.985451
"2015-07-13" 108.419998 109.339996 108.139999 108.699997 901200 90.913803
"2015-07-14" 108.760002 108.790001 107.720001 108.540001 789400 90.779991
"2015-07-15" 108.629997 109.040001 107.099998 108.110001 1100900 90.420349
"2015-07-16" 108.459999 109 108.25 108.610001 395300 90.838539
"2015-07-17" 108.940002 108.940002 107.559998 108.459999 431100 90.713081
"2015-07-20" 108.379997 108.379997 107.650002 108.07 424800 90.386894
"2015-07-21" 108.150002 108.400002 107.269997 107.379997 595900 89.809807
"2015-07-22" 107.440002 108.360001 107.169998 107.43 479400 89.851631
"2015-07-23" 107.339996 107.860001 106.660004 106.93 421200 89.433418
"2015-07-24" 106.790001 106.959999 105.290001 105.589996 598200 88.312698
"2015-07-27" 105.190002 106.010002 104.809998 105.980003 609400 88.638885
"2015-07-28" 106.330002 108.709999 105.760002 108.709999 937600 90.922188
"2015-07-29" 108.949997 110.529999 108.389999 109.769997 919300 91.808731
"2015-07-30" 109.300003 110.900002 108.739998 110.760002 848600 92.636742
"2015-07-31" 111.059998 112.080002 110.550003 111.690002 1219400 93.414589
"2015-08-03" 111.43 111.959999 111.18 111.900002 442200 93.590202
"2015-08-04" 111.790001 112.580002 111.540001 112.099998 705200 93.757477
"2015-08-05" 112.360001 113.580002 111.769997 113.489998 626700 94.920029
"2015-08-06" 113.360001 113.669998 111.120003 111.760002 1393500 93.473122
"2015-08-07" 111.050003 111.589996 109.779999 110.040001 712500 92.034554
"2015-08-10" 110.419998 110.989998 109.620003 110.510002 596300 92.427658
"2015-08-11" 109.720001 110 108.690002 108.900002 1038500 91.081085
"2015-08-12" 107.75 109.360001 106.5 109.349998 643200 92.023651
"2015-08-13" 109.550003 109.550003 108.599998 108.629997 363600 91.417709
"2015-08-14" 108.93 109.739998 108.43 109.379997 383400 92.048859
"2015-08-17" 109.110001 109.309998 107.169998 109.010002 464500 91.737495
"2015-08-18" 109.019997 110.129997 108.629997 108.970001 650600 91.703827
"2015-08-19" 110.629997 112.910004 110.32 111.879997 1469400 94.152756
"2015-08-20" 111.400002 112.940002 111.010002 111.760002 925700 94.05175
"2015-08-21" 111.040001 111.459999 109.75 109.900002 961700 92.486473
"2015-08-24" 106.190002 110.790001 104.300003 108.120003 2081400 90.988525
"2015-08-25" 110.019997 110.919998 106.75 106.849998 1420700 89.919769
"2015-08-26" 108.910004 109.510002 107.029999 109.150002 1512600 91.855316
"2015-08-27" 113.690002 117.260002 113.400002 116.290001 2180000 97.863998
"2015-08-28" 116.230003 117.650002 115.559998 117.589996 1222100 98.957993
"2015-08-31" 117.339996 118.5 116.650002 117.720001 1257700 99.067398
"2015-09-01" 116.639999 117.589996 113.330002 114.019997 967300 95.953682
"2015-09-02" 114.830002 115.639999 114.290001 115.639999 803700 97.317009
"2015-09-03" 116.18 117.309998 115.919998 116.879997 853300 98.360497
"2015-09-04" 115.529999 116.239998 114.559998 115.610001 766200 97.291718
"2015-09-08" 117.019997 117.269997 115.660004 116.349998 909000 97.914497
"2015-09-09" 117.419998 117.419998 114.32 114.599998 949400 96.441765
"2015-09-10" 114.620003 115.610001 113.610001 114.57 685900 96.416527
"2015-09-11" 114.330002 116.160004 113.790001 116.110001 812700 97.712517
"2015-09-14" 116.120003 116.720001 115.190002 115.629997 870700 97.308563
"2015-09-15" 116.089996 116.470001 114.779999 116.220001 654100 97.805084
"2015-09-16" 116.699997 118.050003 116.699997 117.529999 860100 98.907509
"2015-09-17" 117.220001 118.089996 116.129997 116.779999 1005100 98.276344
"2015-09-18" 115.989998 117.010002 115.870003 116.57 1546000 98.09964
"2015-09-21" 117.32 117.93 116.82 117.050003 689100 98.503555
"2015-09-22" 113.370003 114.089996 112.120003 113.220001 4857000 95.280434
"2015-09-23" 113.489998 114.089996 112.75 113.550003 992700 95.558159
"2015-09-24" 113.099998 113.839996 112.529999 113.43 1452100 95.457161
"2015-09-25" 113.519997 115.080002 113.519997 114.360001 1577100 96.239792
"2015-09-28" 114.230003 115.730003 112.269997 113.010002 1907800 95.103706
"2015-09-29" 112.779999 113.349998 112.010002 112.540001 1538100 94.708183
"2015-09-30" 113.730003 114.940002 113.010002 114.089996 1398400 96.012581
"2015-10-01" 114.110001 114.660004 112.400002 113.610001 1147200 95.608643
"2015-10-02" 108.059998 115.830002 106.870003 115.650002 3328200 97.325394
"2015-10-05" 116.629997 117 115.919998 116.730003 1472400 98.234291
"2015-10-06" 116.980003 117.010002 114.660004 114.82 738300 96.626938
"2015-10-07" 115.120003 116.290001 115.050003 115.989998 716500 97.611534
"2015-10-08" 115.779999 117.400002 115.160004 116.959999 730100 98.427849
"2015-10-09" 116.879997 118.650002 116.650002 118.089996 867000 99.378777
"2015-10-12" 118.160004 119.080002 117.959999 118.419998 516600 99.656494
"2015-10-13" 118.019997 119.57 118.010002 118.809998 1131000 99.984703
"2015-10-14" 118.650002 119.970001 118.529999 119.300003 1056900 100.397079
"2015-10-15" 120.050003 120.440002 118.629997 119.620003 1048300 100.666374
"2015-10-16" 120 120.160004 118.5 119.099998 895500 100.228752
"2015-10-19" 119.129997 120.07 118.580002 118.769997 710500 99.951042
"2015-10-20" 117.459999 117.93 112.849998 114.910004 2893600 96.702652
"2015-10-21" 115.239998 116.900002 114.949997 115.620003 1131100 97.300156
"2015-10-22" 116.480003 118.529999 116.480003 118.269997 951000 99.530281
"2015-10-23" 118.589996 119.190002 117.550003 118.269997 441400 99.530281
"2015-10-26" 118.099998 118.410004 117.010002 117.32 561000 98.730797
"2015-10-27" 116.230003 117.559998 115.809998 117.099998 800700 98.545647
"2015-10-28" 117.18 117.669998 115.75 116.349998 945300 97.914497
"2015-10-29" 116.160004 116.959999 115.330002 116.690002 563800 98.200623
"2015-10-30" 116.410004 118.18 115.93 117.389999 882900 98.789688
"2015-11-02" 117.300003 117.800003 115.970001 117.419998 697800 98.814964
"2015-11-03" 116.760002 117.620003 115.510002 117.209999 940500 98.638222
"2015-11-04" 117.410004 117.769997 116.889999 117.620003 515000 98.983253
"2015-11-05" 117.790001 118.029999 116.730003 117.970001 513000 99.277817
"2015-11-06" 118.010002 118.010002 113.860001 115 1207800 96.778404
"2015-11-09" 114.82 115.029999 113.610001 114.910004 812700 96.702652
"2015-11-10" 114.260002 115.629997 113.410004 114.720001 768300 97.108955
"2015-11-11" 114.919998 115.760002 114.650002 115.239998 392100 97.549141
"2015-11-12" 114.75 115.470001 113.25 113.330002 602600 95.932358
"2015-11-13" 113.019997 113.199997 111.010002 111.739998 1073400 94.586418
"2015-11-16" 111.440002 113.339996 111.440002 113.330002 523600 95.932358
"2015-11-17" 113.300003 114.410004 111.629997 112.110001 765200 94.899628
"2015-11-18" 112.139999 114.389999 112.120003 113.379997 1426300 95.974678
"2015-11-19" 118.07 123.980003 116.419998 121.279999 3654400 102.661903
"2015-11-20" 122.150002 123.160004 121.629997 122.389999 1196600 103.601501
"2015-11-23" 122.970001 124.769997 122.519997 122.540001 1488700 103.728508
"2015-11-24" 120.620003 122.309998 119.5 122.139999 2772300 103.389885
"2015-11-25" 122.879997 123.459999 122.510002 122.940002 1061300 104.067093
"2015-11-27" 123.089996 123.970001 122.629997 123.260002 293900 104.337975
"2015-11-30" 123.660004 123.910004 121.150002 121.190002 921500 102.585747
"2015-12-01" 121.779999 122.489998 120.650002 120.809998 1189600 102.264076
"2015-12-02" 120.800003 121.93 120.440002 120.620003 948000 102.103241
"2015-12-03" 121.040001 121.199997 118.989998 120.300003 899000 101.832375
"2015-12-04" 120.690002 123.290001 120.690002 123.139999 669000 104.236382
"2015-12-07" 123.040001 124 122.970001 123.669998 735500 104.68502
"2015-12-08" 123.040001 124.260002 122.610001 123.480003 969900 104.524178
"2015-12-09" 123.040001 124.440002 121.699997 122.589996 557000 103.770813
"2015-12-10" 122.669998 123.5 121.730003 122.010002 636400 103.279869
"2015-12-11" 120.760002 122.07 120.260002 120.580002 576200 102.069382
"2015-12-14" 120.650002 121.25 118.970001 120.169998 1275700 101.722321
"2015-12-15" 120.629997 122.260002 120.559998 122.040001 768400 103.305252
"2015-12-16" 123.019997 124.269997 121.43 124.07 1513700 105.023613
"2015-12-17" 124.07 124.949997 122.610001 123.639999 1010600 104.65963
"2015-12-18" 122.82 122.910004 121.220001 121.550003 1480000 102.890472
"2015-12-21" 122.150002 123.190002 122.029999 123 804500 104.117874
"2015-12-22" 122.279999 123.269997 121.410004 122.970001 1126300 104.092476
"2015-12-23" 123.889999 125 123.279999 124.860001 655400 105.692337
"2015-12-24" 124.449997 125.010002 124.330002 124.779999 206100 105.624611
"2015-12-28" 124.690002 124.730003 123.610001 124.230003 561900 105.159073
"2015-12-29" 124.889999 125.330002 124.519997 124.800003 436200 105.641563
"2015-12-30" 124.959999 124.959999 123.919998 123.949997 404500 104.922035
"2015-12-31" 123.709999 124.080002 122.18 123.339996 413300 104.40567
"2016-01-04" 121.599998 122.57 121.25 122.379997 1183000 103.593048
"2016-01-05" 122.169998 123.690002 121.870003 123.300003 1242600 104.371826
"2016-01-06" 121.75 123.379997 121.629997 122.400002 1050800 103.609978
"2016-01-07" 121.230003 121.660004 119.93 120.309998 1020700 101.84082
"2016-01-08" 120.639999 121.139999 119.919998 120.040001 1316600 101.612282
"2016-01-11" 120.599998 121.260002 119.599998 120.739998 822100 102.204811
"2016-01-12" 121.599998 122.160004 120.25 121.669998 883600 102.99205
"2016-01-13" 122 122.18 119.059998 119.160004 926100 100.867355
"2016-01-14" 119.220001 120.900002 118.800003 120.300003 700100 101.832375
"2016-01-15" 118.980003 118.980003 117.610001 118.260002 1107900 100.105545
"2016-01-19" 119.510002 120.349998 118.529999 119.730003 947200 101.349869
"2016-01-20" 118.480003 120.190002 117.360001 119.379997 1149900 101.053596
"2016-01-21" 119.379997 119.870003 117.919998 119.260002 994300 100.952011
"2016-01-22" 120.379997 122.970001 119.959999 122.889999 1182400 104.024742
"2016-01-25" 122.43 123.620003 121.68 121.849998 733600 103.144417
"2016-01-26" 122.019997 123.470001 121.949997 122.93 480300 104.058624
"2016-01-27" 123.07 125.389999 123.07 124.440002 1173200 105.33683
"2016-01-28" 125.099998 127.620003 124.910004 126.290001 1044100 106.902809
"2016-01-29" 127.059998 128.429993 126.330002 128.320007 1024000 108.621178
"2016-02-01" 127.889999 129.690002 127.480003 129.130005 824000 109.306847
"2016-02-02" 127.849998 129.449997 127.32 128.330002 785700 108.629654
"2016-02-03" 128.740005 130 127.5 129.369995 996100 109.509987
"2016-02-04" 128.610001 129.350006 125.099998 125.93 1041000 106.598091
"2016-02-05" 126.160004 126.730003 125.040001 125.470001 588800 106.208717
"2016-02-08" 124.790001 126.080002 123.18 125.690002 1059100 106.39492
"2016-02-09" 125.389999 128.119995 124.940002 127.349998 956700 107.800102
"2016-02-10" 127.349998 128.929993 126.730003 127.82 688700 108.77018
"2016-02-11" 126.25 127.239998 125.059998 126.150002 1017200 107.349068
"2016-02-12" 127.510002 127.57 125.760002 126.919998 799700 108.004318
"2016-02-16" 128.539993 128.710007 125.739998 127.699997 836200 108.66806
"2016-02-17" 128.380005 129.720001 126.080002 127.43 1511500 108.438309
"2016-02-18" 127.5 128.339996 125.779999 127.529999 1531200 108.523407
"2016-02-19" 126.57 127.839996 125.510002 127.75 982200 108.710632
"2016-02-22" 128.669998 129 126.519997 126.860001 1274000 107.953278
"2016-02-23" 123.5 125.519997 121.790001 123.849998 2690000 105.391861
"2016-02-24" 123.580002 127.949997 123.220001 127.760002 1457000 108.719131
"2016-02-25" 128.5 129.830002 128.240005 129.570007 859500 110.259384
"2016-02-26" 129.820007 130 126.940002 127.669998 762300 108.642548
"2016-02-29" 127.389999 128.550003 126.849998 127.57 1003500 108.557449
"2016-03-01" 128.419998 129.479996 127.949997 128.229996 743600 109.119095
"2016-03-02" 127.730003 128.220001 125.459999 127.809998 766000 108.761665
"2016-03-03" 127.5 128.509995 126.599998 128.309998 507200 109.187149
"2016-03-04" 127.790001 128.220001 126.830002 127.540001 801100 108.531937
"2016-03-07" 127.230003 127.57 126.32 126.800003 885500 107.902191
"2016-03-08" 126.239998 127.209999 125.660004 126.209999 1520300 107.400139
"2016-03-09" 126.900002 127.68 126.010002 127.07 1046700 108.131966
"2016-03-10" 127.589996 128.770004 127.25 128.490005 845700 109.340355
"2016-03-11" 128.910004 129.919998 128.520004 129.520004 777200 110.21682
"2016-03-14" 129.139999 129.529999 128.470001 129.259995 530600 109.995567
"2016-03-15" 128.470001 129.740005 128.210007 128.460007 873700 109.314819
"2016-03-16" 128.059998 129.509995 127.510002 129.139999 583700 109.89344
"2016-03-17" 129.029999 130.490005 128.880005 129.910004 845000 110.548698
"2016-03-18" 129.970001 129.970001 128.440002 128.850006 1421700 109.64669
"2016-03-21" 128.190002 129.410004 128.009995 128.339996 580800 109.212677
"2016-03-22" 127.980003 128.580002 127.160004 127.699997 661200 108.66806
"2016-03-23" 127.699997 129.130005 126.839996 128.770004 644500 109.578598
"2016-03-24" 128.479996 129.119995 127.949997 128.710007 563600 109.527565
"2016-03-28" 128.770004 130.610001 128.770004 129.600006 560800 110.284897
"2016-03-29" 129.759995 130.559998 129.509995 129.979996 612800 110.608261
"2016-03-30" 130.470001 130.539993 128.699997 130.179993 776200 110.778458
"2016-03-31" 130.059998 130.360001 129.649994 129.839996 1050700 110.48912
"2016-04-01" 129.119995 132.639999 129.119995 132.520004 949300 112.76973
"2016-04-04" 130.059998 130.809998 126.93 127.57 1970900 108.557449
"2016-04-05" 127.43 127.639999 125.139999 126.010002 1997400 107.229942
"2016-04-06" 125.949997 127.559998 125.739998 127.540001 1226200 108.531937
"2016-04-07" 126.720001 128.110001 126.720001 127.720001 927900 108.685097
"2016-04-08" 127.910004 128.279999 127.510002 127.900002 509000 108.838257
"2016-04-11" 128.300003 128.910004 127.75 127.779999 655000 108.736153
"2016-04-12" 127.709999 128.270004 127.410004 127.970001 367700 108.897842
"2016-04-13" 128.160004 128.300003 126.620003 128.220001 919400 109.11058
"2016-04-14" 128.179993 128.550003 127.25 127.400002 1240100 108.412781
"2016-04-15" 127.550003 128.5 126.970001 128.399994 717500 109.263748
"2016-04-18" 128.5 129.550003 128.009995 129.380005 718100 110.09771
"2016-04-19" 129.710007 130.479996 129.220001 129.529999 886800 110.225342
"2016-04-20" 129.210007 129.740005 128.509995 128.539993 488300 109.382874
"2016-04-21" 128.199997 128.199997 124.269997 124.580002 1416200 106.013062
"2016-04-22" 124.720001 126.239998 124.32 126.150002 933600 107.349068
"2016-04-25" 125.599998 127.919998 125.139999 127.43 687800 108.438309
"2016-04-26" 127.82 128.889999 127.18 127.309998 757700 108.336182
"2016-04-27" 127.580002 128.449997 126.830002 127.940002 467900 108.872307
"2016-04-28" 127.330002 128.440002 127.089996 127.779999 421200 108.736153
"2016-04-29" 127.309998 128.240005 125.790001 126.980003 684400 108.055374
"2016-05-02" 127.239998 128.259995 127 127.68 921200 108.651062
"2016-05-03" 127.360001 127.959999 126.419998 126.82 566100 107.919235
"2016-05-04" 126.699997 128.419998 126.059998 128.149994 749900 109.050987
"2016-05-05" 128.440002 129.460007 128.029999 128.380005 534900 109.246727
"2016-05-06" 128.369995 129.529999 127.339996 129.270004 746200 110.004089
"2016-05-09" 129.350006 130.139999 128.740005 129.419998 458600 110.131729
"2016-05-10" 129.889999 131.320007 129.740005 131.270004 792900 111.706001
"2016-05-11" 130.669998 131.179993 129.979996 130.460007 846600 111.586266
"2016-05-12" 130.960007 131.789993 130.059998 131.509995 761000 112.484352
"2016-05-13" 130.949997 131.75 130.100006 130.570007 452200 111.680382
"2016-05-16" 130.179993 131.220001 130.169998 130.830002 373900 111.902733
"2016-05-17" 130.339996 130.610001 127.269997 127.739998 831200 109.259773
"2016-05-18" 127.360001 127.980003 125.839996 126.720001 767900 108.387352
"2016-05-19" 126.279999 127.139999 125.669998 127.080002 564900 108.695259
"2016-05-20" 127.739998 127.940002 126.32 126.599998 517700 108.284714
"2016-05-23" 126.910004 127.349998 126.230003 126.940002 370100 108.575516
"2016-05-24" 127.239998 128.320007 126.099998 127.93 503000 109.422287
"2016-05-25" 129.110001 129.740005 128 128.789993 565200 110.157883
"2016-05-26" 128.639999 129.770004 128.5 129.470001 526400 110.739494
"2016-05-27" 129.300003 129.839996 128.759995 129.220001 341400 110.525658
"2016-05-31" 129.220001 130 128.300003 129.149994 770700 110.465782
"2016-06-01" 129.020004 129.970001 128.460007 129.720001 453100 110.953316
"2016-06-02" 129.149994 130.399994 128.979996 130.399994 659700 111.53495
"2016-06-03" 130.509995 131.929993 130.190002 131.720001 448500 112.663986
"2016-06-06" 131.720001 132.320007 131.169998 131.929993 566900 112.84359
"2016-06-07" 131.869995 133.210007 131.710007 132.529999 674500 113.356804
"2016-06-08" 132.529999 133.259995 131.649994 132.710007 1453500 113.51078
"2016-06-09" 139 143.820007 139 143.229996 3681500 122.50882
"2016-06-10" 142.360001 145.699997 142.360001 144.240005 2745400 123.372719
"2016-06-13" 144 145.600006 143.25 144.220001 1352800 123.355629
"2016-06-14" 144.729996 145.5 143.020004 144.080002 1510800 123.23587
"2016-06-15" 144.539993 145.139999 143.179993 143.520004 1207200 122.756851
"2016-06-16" 143.5 145.830002 143.050003 145.399994 1044700 124.364891
"2016-06-17" 145.509995 145.589996 143.720001 144.720001 1009200 123.783272
"2016-06-20" 144.979996 146.220001 144.979996 145.160004 994700 124.159576
"2016-06-21" 145.470001 146.610001 144.550003 146 1204600 124.878098
"2016-06-22" 146.979996 147.190002 145.940002 147.089996 1157400 125.810356
"2016-06-23" 146.800003 147.410004 145.539993 146.559998 1190900 125.357086
"2016-06-24" 144.009995 146.509995 143.779999 145.330002 1474900 124.305031
"2016-06-27" 144.979996 146.910004 144.529999 146.75 1163000 125.519592
"2016-06-28" 147.330002 147.429993 145.509995 146.979996 993200 125.716324
"2016-06-29" 147.75 149.259995 147.289993 149.110001 1118100 127.538162
"2016-06-30" 148.789993 152.600006 148.740005 152.410004 1626700 130.360748
"2016-07-01" 152.740005 153.410004 151.389999 151.639999 951900 129.702118
"2016-07-05" 151.639999 153.539993 151.639999 152.130005 969100 130.121262
"2016-07-06" 152.149994 153.360001 152.080002 153.050003 1408600 130.908173
"2016-07-07" 153.869995 154.710007 152.660004 153.210007 738600 131.045013
"2016-07-08" 153.539993 154.479996 152.839996 154.080002 883700 131.789139
"2016-07-11" 153.910004 154 152.940002 153.25 1240700 131.079239
"2016-07-12" 153.169998 153.309998 151.630005 151.860001 1031200 129.89035
"2016-07-13" 152.25 152.800003 151.940002 152.679993 673600 130.59169
"2016-07-14" 152.600006 153.300003 150.880005 151.5 1443200 129.582397
"2016-07-15" 151.979996 153.479996 151.369995 152.759995 1182400 130.660126
"2016-07-18" 152.929993 153.25 151.639999 152.740005 746800 130.643036
"2016-07-19" 152.25 153 151.559998 152.830002 461100 130.720001
"2016-07-20" 153.009995 153.009995 152.050003 152.389999 561200 130.343674
"2016-07-21" 152.589996 152.789993 151.880005 152.740005 490400 130.643036
"2016-07-22" 152.669998 153.350006 152.509995 152.970001 588500 130.839691
"2016-07-25" 153.149994 154.720001 153.149994 154.720001 980100 132.336563
"2016-07-26" 154.940002 154.970001 152.559998 152.720001 908700 130.625916
"2016-07-27" 152.610001 153.190002 150.25 151.740005 902700 129.787674
"2016-07-28" 151.369995 152.75 150.889999 152.350006 1052100 130.309448
"2016-07-29" 152.309998 154.490005 152.309998 154.160004 997600 131.857544
"2016-08-01" 154.160004 154.619995 153.039993 154.279999 650000 131.96022
"2016-08-02" 153.699997 154.600006 152.660004 154.580002 856300 132.216812
"2016-08-03" 154.699997 154.75 151.990005 152.770004 918100 130.668655
"2016-08-04" 153.389999 156.330002 153.389999 156.199997 1137900 133.602463
"2016-08-05" 156.639999 157.309998 154.399994 155.229996 962300 132.772797
"2016-08-08" 155.270004 155.360001 153.690002 154.470001 873100 132.122711
