"Index" "TGNOpen" "TGNHigh" "TGNLow" "TGNClose" "TGNVolume" "TGNAdjusted"
"2014-12-19" 16.379389 16.818823 16.259068 16.735121 4898917 14.471766
"2014-12-22" 16.724657 16.77174 16.473553 16.525866 2207074 14.290813
"2014-12-23" 16.609568 16.855442 16.593874 16.677576 1575499 14.422006
"2014-12-24" 16.625261 16.667112 16.473553 16.572948 973934 14.331531
"2014-12-26" 16.661882 16.740353 16.567717 16.614799 1192042 14.36772
"2014-12-29" 16.635725 17.007151 16.588642 17.001921 2354264 14.702482
"2014-12-30" 16.96007 16.9653 16.792665 16.92345 1800870 14.634625
"2014-12-31" 16.949606 16.980995 16.682808 16.703732 2039431 14.444624
"2015-01-02" 16.740353 16.818823 15.908566 16.039351 4467098 13.870097
"2015-01-05" 15.866715 15.882409 15.573759 15.756856 4182086 13.625811
"2015-01-06" 15.77255 15.783013 15.327885 15.495288 5104791 13.399616
"2015-01-07" 15.667923 15.720237 15.38543 15.626072 3744151 13.512715
"2015-01-08" 15.803939 16.07597 15.762088 15.950417 6416496 13.793189
"2015-01-09" 16.007961 16.211985 15.960879 16.055044 3053508 13.883672
"2015-01-12" 16.023657 16.055044 15.725468 15.777782 2856427 13.643905
"2015-01-13" 15.966111 16.374157 15.966111 16.353231 5513098 14.141526
"2015-01-14" 16.128283 16.248604 15.877178 16.175365 2987942 13.987715
"2015-01-15" 16.191059 16.196291 15.69408 15.751625 2222367 13.621285
"2015-01-16" 15.735931 16.133514 15.735931 16.117821 1840248 13.937953
"2015-01-20" 16.091663 16.23291 15.950417 16.227678 2725104 14.032955
"2015-01-21" 16.138746 16.442163 15.976573 16.405544 3537895 14.186766
"2015-01-22" 16.92345 17.043772 16.478785 16.77174 4571660 14.50343
"2015-01-23" 16.719427 16.776972 16.541559 16.620031 2276081 14.372244
"2015-01-26" 16.620031 16.949606 16.499708 16.92345 2610793 14.634625
"2015-01-27" 16.677576 17.069927 16.630493 16.897293 2433784 14.612005
"2015-01-28" 17.017614 17.064695 16.531097 16.536329 2501835 14.299864
"2015-01-29" 16.57818 16.646189 16.175365 16.614799 2468192 14.36772
"2015-01-30" 16.468321 16.557255 16.185827 16.222446 2623601 14.02843
"2015-02-02" 16.274761 16.499708 16.023657 16.484015 3981947 14.254623
"2015-02-03" 16.729889 17.504131 16.588642 17.430893 5169401 15.073439
"2015-02-04" 17.352421 17.530287 17.096085 17.279182 4020943 14.942249
"2015-02-05" 17.321033 17.378578 17.185019 17.268719 2364012 14.933198
"2015-02-06" 17.258257 17.650608 17.242563 17.57737 3599255 15.200108
"2015-02-09" 17.446587 17.770929 17.368114 17.671534 5230380 15.281537
"2015-02-10" 17.786625 17.906944 17.483206 17.870325 2622072 15.453436
"2015-02-11" 17.838938 18.016804 17.765699 17.974953 2311827 15.54392
"2015-02-12" 17.917408 18.367306 17.917408 18.226057 4971174 15.761062
"2015-02-13" 18.288836 18.34638 18.100506 18.18944 2599706 15.729397
"2015-02-17" 18.116199 18.299297 18.042961 18.205133 2299784 15.742969
"2015-02-18" 18.158051 18.205133 18.069117 18.100506 2159094 15.652493
"2015-02-19" 18.069117 18.137125 17.927872 18.022036 1863951 15.584636
"2015-02-20" 17.969723 18.147589 17.723848 18.131893 2392877 15.679631
"2015-02-23" 18.131893 18.294065 18.053423 18.283604 2184136 15.810825
"2015-02-24" 18.246984 18.414387 18.231291 18.398693 2688211 15.910353
"2015-02-25" 18.388229 18.545172 18.35161 18.440544 2919891 15.946539
"2015-02-26" 18.440544 18.832895 18.403925 18.665491 5203236 16.141068
"2015-02-27" 18.691648 18.764889 18.513783 18.519014 4443013 16.014393
"2015-03-02" 18.560865 18.822433 18.529476 18.749193 3007057 16.213448
"2015-03-03" 18.675955 18.764889 18.529476 18.587023 2518466 16.07321
"2015-03-04" 18.393461 18.456238 18.07958 18.18944 3222871 15.818437
"2015-03-05" 18.215595 18.314991 18.048191 18.210363 2511202 15.836636
"2015-03-06" 18.063887 18.236521 17.995878 18.084812 2304563 15.727454
"2015-03-09" 18.084812 18.252214 18.011572 18.236521 2264612 15.859379
"2015-03-10" 18.042961 18.048191 17.84417 17.870325 3064786 15.540921
"2015-03-11" 17.896482 18.325455 17.786625 18.220827 2880131 15.845738
"2015-03-12" 18.372536 18.874746 18.362074 18.864285 2842855 16.405313
"2015-03-13" 18.738731 18.785814 18.362074 18.602716 4179601 16.177843
"2015-03-16" 18.665491 19.005531 18.545172 18.995068 3005911 16.519053
"2015-03-17" 18.869516 19.115389 18.801508 19.068308 3321125 16.582747
"2015-03-18" 19.015993 19.282793 18.906136 19.125853 2822402 16.632793
"2015-03-19" 19.026457 19.068308 18.775351 18.96368 2489983 16.49176
"2015-03-20" 19.07877 19.162472 18.989838 19.036919 5021639 16.555447
"2015-03-23" 19.026457 19.193859 18.953217 18.953217 2323679 16.482658
"2015-03-24" 18.916597 19.036919 18.80674 18.916597 2274552 16.450809
"2015-03-25" 18.958448 19.115389 18.775351 18.775351 3355533 16.32798
"2015-03-26" 18.712576 18.96891 18.675955 18.864285 2397465 16.405313
"2015-03-27" 18.832895 19.031689 18.775351 18.989838 2065237 16.514503
"2015-03-30" 19.094463 19.225248 19.015993 19.167704 2757409 16.669191
"2015-03-31" 19.031689 19.507742 18.88521 19.397882 5137287 16.869362
"2015-04-01" 19.376957 19.439734 19.089233 19.256636 2894658 16.746525
"2015-04-02" 19.209555 19.753614 19.110159 19.560055 3481886 17.010401
"2015-04-06" 19.272329 19.366495 18.46147 18.587023 8535257 16.164196
"2015-04-07" 18.534708 19.04215 18.482395 18.691648 6449757 16.255192
"2015-04-08" 18.686419 18.937523 18.681187 18.848591 3200506 16.391672
"2015-04-09" 18.775351 18.817202 18.555634 18.791044 3123662 16.341623
"2015-04-10" 18.853821 19.089233 18.775351 18.984606 1930664 16.509956
"2015-04-13" 18.942755 19.015993 18.832895 18.879978 2064664 16.41897
"2015-04-14" 18.859053 18.942755 18.7335 18.796276 2595119 16.346178
"2015-04-15" 18.864285 18.921829 18.634104 18.681187 4595746 16.24609
"2015-04-16" 18.681187 18.864285 18.545172 18.80674 2575430 16.355274
"2015-04-17" 18.660261 18.702112 18.205133 18.283604 3243707 15.900331
"2015-04-20" 18.341148 18.440544 18.283604 18.382999 3634045 15.986767
"2015-04-21" 18.754425 18.895672 18.283604 18.832895 4854187 16.378019
"2015-04-22" 18.832895 18.832895 18.178976 18.398693 5050312 16.000416
"2015-04-23" 18.325455 18.712576 18.325455 18.566097 3575743 16.145998
"2015-04-24" 18.571327 18.69688 18.362074 18.691648 3358782 16.255192
"2015-04-27" 18.785814 18.796276 18.215595 18.241753 2723575 15.863934
"2015-04-28" 18.18944 18.42485 18.110968 18.419619 2766585 16.018614
"2015-04-29" 18.356842 18.362074 17.943565 17.995878 4073893 15.650106
"2015-04-30" 17.980185 18.252214 17.927872 17.954027 4622125 15.613716
"2015-05-01" 18.037729 18.241753 17.828476 18.18944 3380192 15.818437
"2015-05-04" 18.278372 18.42485 18.220827 18.325455 2132524 15.936727
"2015-05-05" 18.236521 18.393461 18.027267 18.042961 3158643 15.691058
"2015-05-06" 18.069117 18.137125 17.865093 17.927872 3116016 15.590964
"2015-05-07" 17.938334 18.090042 17.906944 18.027267 3328006 15.677403
"2015-05-08" 18.241753 18.393461 18.178976 18.278372 2374717 15.89578
"2015-05-11" 18.231291 18.571327 18.231291 18.382999 4567837 15.986767
"2015-05-12" 18.309759 18.409157 18.147589 18.163282 2947799 15.795693
"2015-05-13" 18.178976 18.403925 18.126661 18.226057 3669600 15.850282
"2015-05-14" 18.335917 18.639336 18.325455 18.61841 2949138 16.191496
"2015-05-15" 18.660261 18.764889 18.466702 18.691648 2819917 16.255192
"2015-05-18" 18.655029 18.754425 18.519014 18.723038 2845149 16.28248
"2015-05-19" 18.738731 18.88521 18.639336 18.848591 2571224 16.391672
"2015-05-20" 18.859053 19.193859 18.723038 19.162472 4097023 16.66464
"2015-05-21" 19.04215 19.167704 18.702112 18.827665 4168897 16.373472
"2015-05-22" 18.811972 18.942755 18.69688 18.796276 2037138 16.346178
"2015-05-26" 18.796276 18.88521 18.69688 18.811972 4502653 16.359823
"2015-05-27" 18.817202 19.089233 18.791044 19.068308 2729692 16.582747
"2015-05-28" 18.995068 19.125853 18.649797 18.848591 3037642 16.391672
"2015-05-29" 18.832895 18.953217 18.660261 18.723038 14964560 16.28248
"2015-06-01" 18.785814 19.084002 18.655029 18.974142 4446454 16.500854
"2015-06-02" 18.942755 19.104927 18.827665 19.021225 2760276 16.541798
"2015-06-03" 18.947987 19.282793 18.843359 19.214785 3708978 16.802551
"2015-06-04" 19.131084 19.230478 18.874746 18.88521 4012914 16.514357
"2015-06-05" 18.895672 18.96368 18.655029 18.879978 2944550 16.509783
"2015-06-08" 18.848591 18.859053 18.644567 18.670725 2908995 16.326801
"2015-06-09" 18.681187 18.72827 18.283604 18.471931 2873440 16.152964
"2015-06-10" 18.534708 18.7335 18.456238 18.670725 2122393 16.326801
"2015-06-11" 18.675955 18.754425 18.545172 18.723038 2918935 16.37254
"2015-06-12" 18.660261 18.974142 18.529476 18.932293 4122064 16.555523
"2015-06-15" 18.7335 18.937523 18.524246 18.937523 4518328 16.560099
"2015-06-16" 18.911366 19.172934 18.859053 19.15724 3306406 16.752232
"2015-06-17" 19.240942 19.356031 19.199091 19.31418 2759512 16.889475
"2015-06-18" 19.356031 19.607138 19.356031 19.512974 3505781 17.063303
"2015-06-19" 19.476353 19.743153 19.439734 19.675144 6299891 17.205124
"2015-06-22" 19.811159 20.046572 19.706533 19.884399 4781739 17.388107
"2015-06-23" 19.931482 20.130274 19.743153 19.858244 5096571 17.365234
"2015-06-24" 19.785004 19.868706 19.282793 19.361263 5291741 16.930639
"2015-06-25" 19.450195 19.492046 19.303719 19.303719 4840806 16.880322
"2015-06-26" 19.403114 19.528667 19.240942 19.439734 5472955 16.999262
"2015-06-29" 19.8016 20.448 18.816 20.2432 6331094 17.70186
"2015-06-30" 20.441601 20.524799 19.948799 20.524799 6308906 17.948109
"2015-07-01" 20.639999 21.318399 20.6208 21.1008 4527031 18.451797
"2015-07-02" 21.184 21.375999 20.2624 20.32 4643281 17.769022
"2015-07-06" 19.9744 20.339199 19.4112 19.590401 6039375 17.131016
"2015-07-07" 19.615999 20.1856 19.225599 20.1728 5417344 17.640301
"2015-07-08" 19.8976 20.0256 19.315201 19.398399 4677969 16.963121
"2015-07-09" 19.4048 19.9424 19.4048 19.903999 4333281 17.405245
"2015-07-10" 20.16 20.2048 20 20.076799 2418906 17.556347
"2015-07-13" 20.2624 20.569599 20.2624 20.448 2687188 17.880951
"2015-07-14" 20.499201 20.6208 20.441601 20.5504 3980781 17.970495
"2015-07-15" 20.5184 20.959999 20.396799 20.7936 4537656 18.183167
"2015-07-16" 20.729601 20.9408 20.729601 20.8384 2935156 18.222336
"2015-07-17" 20.768 20.864 20.384001 20.601601 2107344 18.015268
"2015-07-20" 20.556801 20.6528 20.448 20.601601 2931875 18.015268
"2015-07-21" 20.768 21.075199 19.2192 19.232 6145156 16.817606
"2015-07-22" 19.142401 19.3536 18.9312 19.0784 7406719 16.683289
"2015-07-23" 19.155199 19.232 18.8032 18.835199 4152031 16.470627
"2015-07-24" 18.8864 19.0784 18.816 18.9056 3054219 16.532187
"2015-07-27" 18.809601 18.809601 18.361601 18.3936 2441875 16.084461
"2015-07-28" 18.431999 18.636801 18.233601 18.3424 2488281 16.03969
"2015-07-29" 18.3808 18.8032 18.3808 18.694401 3722500 16.3475
"2015-07-30" 18.591999 18.6688 18.4576 18.528 1650156 16.201988
"2015-07-31" 18.636801 18.835199 18.534401 18.6432 2262344 16.302727
"2015-08-03" 18.816 18.8608 18.534401 18.5728 2533594 16.241161
"2015-08-04" 18.2208 18.361601 17.8624 17.881599 3412500 15.636734
"2015-08-05" 18.559999 18.636801 17.523199 17.568001 4338906 15.362503
"2015-08-06" 17.6576 17.6576 16.742399 16.8832 6993281 14.763679
"2015-08-07" 16.768 17.203199 16.768 17.0112 2809375 14.87561
"2015-08-10" 17.152 17.510401 17.024 17.305599 3237188 15.133044
"2015-08-11" 17.203199 17.292801 16.6208 16.6528 3147969 14.562202
"2015-08-12" 16.544001 16.889601 16.1152 16.697599 5238906 14.601377
"2015-08-13" 16.6656 17.049601 16.339199 16.384001 2640781 14.327148
"2015-08-14" 16.313601 16.441601 15.9488 16.281601 3835000 14.237601
"2015-08-17" 16.121599 16.5184 16.032 16.499201 3468281 14.427885
"2015-08-18" 15.9232 16.326401 15.8592 16.2432 3733438 14.204025
"2015-08-19" 16.1024 16.16 15.8016 15.9936 3125313 13.985758
"2015-08-20" 15.776 15.8528 15.4432 15.68 4077969 13.711525
"2015-08-21" 15.5072 15.8336 15.3024 15.3216 4959219 13.398123
"2015-08-24" 14.1184 16.249599 14.1184 14.944 6693594 13.067924
"2015-08-25" 15.1104 15.1104 14.3488 14.3488 5664531 12.547447
"2015-08-26" 14.4192 14.9568 14.2272 14.8672 4934375 13.000767
"2015-08-27" 14.9888 15.2256 14.72 15.0016 4935313 13.118296
"2015-08-28" 14.9888 15.5584 14.9888 15.4624 4266719 13.521247
"2015-08-31" 15.3728 15.6544 15.1872 15.2256 3972188 13.314175
"2015-09-01" 14.7072 15.0592 14.6816 14.8608 4542969 12.995173
"2015-09-02" 14.9632 15.1168 14.592 14.7904 3603281 13.012063
"2015-09-03" 14.8096 15.2 14.8096 14.9824 2678438 13.180975
"2015-09-04" 14.7584 14.8352 14.56 14.6752 3345000 12.910713
"2015-09-08" 15.2 15.3088 14.976 15.0784 5368438 13.265433
"2015-09-09" 15.2384 15.3408 14.8224 14.8608 2651719 13.073997
"2015-09-10" 14.8608 15.0592 14.592 14.848 2300469 13.062734
"2015-09-11" 14.6752 14.848 14.5792 14.8288 1585469 13.045846
"2015-09-14" 14.816 14.8416 14.5536 14.7008 2667344 12.933237
"2015-09-15" 14.7584 15.1168 14.7008 15.04 2504688 13.23165
"2015-09-16" 14.9632 15.3024 14.8992 15.2448 1722031 13.411827
"2015-09-17" 15.2512 15.5904 15.2128 15.3088 1713281 13.468129
"2015-09-18" 15.1232 15.2832 14.7648 14.8608 5496875 13.073997
"2015-09-21" 14.944 15.2448 14.8416 15.0912 2655156 13.276696
"2015-09-22" 14.8928 14.9312 14.5984 14.8736 3216719 13.085257
"2015-09-23" 14.8672 14.944 14.5152 14.656 1659219 12.893822
"2015-09-24" 14.5536 14.6752 14.368 14.624 1600156 12.865669
"2015-09-25" 14.752 14.8736 14.5024 14.592 1652188 12.837519
"2015-09-28" 14.5472 14.5728 14.2336 14.2336 2632031 12.522208
"2015-09-29" 14.272 14.304 13.8432 13.984 2935938 12.302619
"2015-09-30" 14.144 14.4896 14.1056 14.3296 3226875 12.606668
"2015-10-01" 14.3744 14.5152 14.1824 14.4704 1981875 12.730536
"2015-10-02" 14.0288 14.7904 13.632 14.7776 1881875 13.000799
"2015-10-05" 14.9312 15.3728 14.9312 15.3024 2879688 13.462501
"2015-10-06" 15.232 15.5136 15.1424 15.296 2337813 13.456871
"2015-10-07" 15.3728 16.384001 15.328 16.3776 4551094 14.408423
"2015-10-08" 16.3776 17.1264 16.2624 16.915199 5178594 14.881385
"2015-10-09" 16.915199 16.972799 16.576 16.768 2996875 14.751882
"2015-10-12" 16.755199 16.8256 16.32 16.339199 2637188 14.374641
"2015-10-13" 16.2432 16.441601 16.0896 16.224001 1264844 14.273293
"2015-10-14" 16.236799 16.364799 15.9488 16.019199 2648281 14.093115
"2015-10-15" 16.096001 16.364799 15.9552 16.3584 3257188 14.391531
"2015-10-16" 16.416 16.511999 16.121599 16.288 1779531 14.329596
"2015-10-19" 16.2048 16.3328 16 16 3662656 14.076224
"2015-10-20" 16.1408 16.236799 15.4304 16.0256 3371875 14.098745
"2015-10-21" 16.121599 16.281601 15.8912 15.9936 3723438 14.070595
"2015-10-22" 16.121599 16.524799 16.019199 16.486401 2995938 14.504141
"2015-10-23" 16.614401 16.7808 16.5312 16.7488 2015781 14.734995
"2015-10-26" 16.7616 16.8512 16.614401 16.812799 2900469 14.791297
"2015-10-27" 16.7232 16.7232 16.448 16.716801 2291406 14.706838
"2015-10-28" 16.7616 17.2288 16.659201 17.177601 2643594 15.112237
"2015-10-29" 17.1968 17.3248 17.152 17.2288 2449375 15.157278
"2015-10-30" 17.2096 17.363199 17.030399 17.305599 1795781 15.22484
"2015-11-02" 17.312 17.740801 17.203199 17.7024 2194844 15.573936
"2015-11-03" 17.651199 17.888 17.651199 17.8176 1550000 15.67528
"2015-11-04" 17.823999 17.868799 17.433599 17.792 2348906 15.652761
"2015-11-05" 17.7472 17.8304 17.4016 17.4016 2406094 15.309301
"2015-11-06" 17.337601 17.433599 17.1008 17.305599 2127969 15.22484
"2015-11-09" 17.2672 17.382401 16.896 17.3248 1401719 15.241739
"2015-11-10" 17.2864 17.625601 17.049601 17.5872 1726250 15.472586
"2015-11-11" 17.6448 17.7216 17.1264 17.478399 1210938 15.376869
"2015-11-12" 17.017599 17.580799 17.017599 17.247999 1203906 15.17417
"2015-11-13" 17.087999 17.1712 16.627199 16.6464 2359375 14.644901
"2015-11-16" 16.601601 17.056 16.524799 17.0112 2365313 14.965841
"2015-11-17" 17.107201 17.312 16.902399 17.132799 2533750 15.072819
"2015-11-18" 17.1968 17.8496 17.1968 17.7728 2138281 15.635869
"2015-11-19" 17.7472 17.792 17.5872 17.728001 1339688 15.596456
"2015-11-20" 17.7152 18.0224 17.708799 18.003201 1757969 15.838569
"2015-11-23" 17.939199 18.131201 17.913601 18.041599 1196719 15.872352
"2015-11-24" 17.92 18.073601 17.8304 17.983999 1766563 15.821678
"2015-11-25" 17.9648 18.2528 17.958401 18.028799 1537813 15.861087
"2015-11-27" 18.0224 18.118401 17.8048 17.996799 631563 15.832934
"2015-11-30" 18.028799 18.2656 17.888 18.08 2304688 15.906135
"2015-12-01" 18.1248 18.528 18.1248 18.3552 1962969 16.148239
"2015-12-02" 18.2208 18.2976 17.7728 17.8176 2026875 15.752172
"2015-12-03" 17.823999 18.118401 17.510401 17.632 1948750 15.588095
"2015-12-04" 17.625601 18.156799 17.625601 18.0352 1756719 15.944557
"2015-12-07" 17.945601 18.0224 17.695999 17.888 1600156 15.814415
"2015-12-08" 17.6896 17.7216 17.2736 17.280001 2066719 15.276896
"2015-12-09" 17.2544 17.4464 16.870399 16.9856 2693125 15.016625
"2015-12-10" 17.030399 17.4144 16.889601 17.0368 2321094 15.061888
"2015-12-11" 16.7808 16.947201 16.249599 16.288 2534844 14.399888
"2015-12-14" 16.307199 16.544001 16.0576 16.2432 1949688 14.360284
"2015-12-15" 16.3328 16.556801 16.1984 16.448 2686250 14.541339
"2015-12-16" 16.556801 17.292801 16.556801 17.0112 3657813 15.039255
"2015-12-17" 17.017599 17.222401 16.627199 16.639999 1698594 14.711086
"2015-12-18" 16.5184 16.627199 16.1728 16.236799 4356094 14.354626
"2015-12-21" 16.351999 16.608 16.134399 16.544001 4130313 14.626215
"2015-12-22" 16.627199 16.736 16.268801 16.5632 2776250 14.643188
"2015-12-23" 16.729601 16.7616 16.3328 16.659201 3166719 14.728059
"2015-12-24" 16.627199 16.7616 16.5312 16.5952 1783281 14.671474
"2015-12-28" 16.556801 16.704 16.1856 16.659201 2226875 14.728059
"2015-12-29" 16.799999 16.889601 16.5184 16.787201 1636250 14.841221
"2015-12-30" 16.729601 16.812799 16.4224 16.448 1591563 14.541339
"2015-12-31" 16.339199 16.5056 16.2048 16.3328 1559219 14.439499
"2016-01-04" 16.0128 16.038401 15.712 15.904 2695313 14.060402
"2016-01-05" 15.9168 16.038401 15.7184 15.7824 2527969 13.952897
"2016-01-06" 15.5072 15.8656 15.4624 15.712 3320781 13.890658
"2016-01-07" 15.36 15.5072 15.1616 15.232 2143594 13.466301
"2016-01-08" 15.3792 15.4304 15.008 15.04 2076719 13.296557
"2016-01-11" 15.1104 15.1296 14.5664 14.7776 2930781 13.064575
"2016-01-12" 14.9312 15.3216 14.9056 15.1296 3224375 13.37577
"2016-01-13" 15.1872 15.232 14.432 14.6368 5192500 12.940097
"2016-01-14" 14.688 15.7632 14.432 15.5456 6849063 13.743548
"2016-01-15" 15.0784 15.4816 15.0784 15.3728 5505313 13.590778
"2016-01-19" 15.6032 15.6032 14.7008 14.848 3712188 13.126813
"2016-01-20" 14.6176 14.752 13.9392 14.6112 3865156 12.917465
"2016-01-21" 14.6816 14.8544 14.432 14.592 3255313 12.900491
"2016-01-22" 14.912 15.0656 14.8032 14.9888 2333438 13.251293
"2016-01-25" 15.008 15.0912 14.8608 14.8928 2764063 13.166422
"2016-01-26" 14.912 15.0528 14.816 15.0272 3917031 13.285242
"2016-01-27" 15.0144 15.36 14.9248 15.0592 3690781 13.31353
"2016-01-28" 15.1232 15.136 14.5152 14.752 4122344 13.041943
"2016-01-29" 14.8288 15.3664 14.8288 15.3664 2732500 13.58512
"2016-02-01" 15.2896 15.616 15.1104 15.5136 4285156 13.715258
"2016-02-02" 15.8528 15.9104 14.88 14.9376 2723438 13.206028
"2016-02-03" 15.0592 15.2 14.6368 15.0592 2778750 13.31353
"2016-02-04" 15.3344 15.3792 14.9248 15.0336 2214844 13.290899
"2016-02-05" 14.9312 15.008 14.6688 14.7328 3022188 13.024968
"2016-02-08" 14.5216 14.5408 13.7536 14.0224 4169688 12.396919
"2016-02-09" 13.664 13.9648 13.5232 13.6768 2928750 12.091378
"2016-02-10" 13.76 14.1568 13.5616 13.888 2738594 12.278098
"2016-02-11" 13.6128 13.9712 13.5104 13.8752 2969219 12.266781
"2016-02-12" 14.048 14.24 13.8688 14.1888 4150781 12.544028
"2016-02-16" 14.4704 14.9632 14.2848 14.8544 5211406 13.132471
"2016-02-17" 15.0848 15.8208 15.0592 15.5136 3520313 13.715258
"2016-02-18" 15.4752 15.6032 15.1552 15.1552 3394688 13.398404
"2016-02-19" 15.1232 15.36 14.9248 15.3024 2232188 13.528539
"2016-02-22" 15.5008 15.84 15.5008 15.8208 1843750 13.986847
"2016-02-23" 15.7888 15.7888 15.5456 15.5968 1554375 13.788812
"2016-02-24" 15.392 15.4816 15.0336 15.456 2614063 13.664334
"2016-02-25" 15.52 15.5392 15.1552 15.4432 1443594 13.653018
"2016-02-26" 15.552 15.68 15.4176 15.5392 1517656 13.737891
"2016-02-29" 15.5776 16.038401 15.5264 15.7696 3824844 13.941583
"2016-03-01" 15.84 15.9872 15.5264 15.8336 3985938 13.998162
"2016-03-02" 15.712 15.9872 15.6032 15.744 2193750 13.998164
"2016-03-03" 15.7248 16.191999 15.6736 16.051201 2188594 14.271297
"2016-03-04" 16.153601 16.2432 15.8016 15.9168 2546406 14.151802
"2016-03-07" 15.8272 15.9616 15.712 15.8784 2143438 14.11766
"2016-03-08" 15.6992 15.7568 15.168 15.36 2214063 13.656744
"2016-03-09" 15.5008 15.8528 15.4944 15.7248 1765156 13.981091
"2016-03-10" 15.7568 15.8528 15.4304 15.7312 1999844 13.986784
"2016-03-11" 15.84 15.9616 15.7312 15.8144 2910313 14.060756
"2016-03-14" 15.7568 15.8848 14.9824 15.5136 4410313 13.793312
"2016-03-15" 15.328 15.392 14.8608 14.9056 2504844 13.252732
"2016-03-16" 14.8544 15.2768 14.7904 15.2512 1980781 13.560008
"2016-03-17" 15.264 15.456 15.1552 15.3664 1998125 13.662435
"2016-03-18" 15.4112 15.6672 15.3536 15.4496 3390313 13.736405
"2016-03-21" 15.4496 15.5264 15.2128 15.3472 2075000 13.645364
"2016-03-22" 15.2256 15.5328 15.1872 15.456 1808906 13.7421
"2016-03-23" 15.456 15.5008 15.2064 15.2256 2169375 13.537251
"2016-03-24" 15.072 15.072 14.8352 14.9568 2150469 13.298255
"2016-03-28" 15.04 15.1296 14.8736 15.04 1714219 13.372228
"2016-03-29" 15.0336 15.3728 14.8608 15.3472 1805625 13.645364
"2016-03-30" 15.4432 15.4432 15.1168 15.168 1395156 13.486036
"2016-03-31" 15.1168 15.1936 14.976 15.0144 3409375 13.349467
"2016-04-01" 14.4064 14.6688 13.7344 14.5984 5563125 12.979598
"2016-04-04" 14.6496 15.072 14.2784 14.3232 4070781 12.734916
"2016-04-05" 14.176 14.3488 14.0928 14.24 3012813 12.66094
"2016-04-06" 14.2592 14.7264 14.2336 14.6944 2307031 13.06495
"2016-04-07" 14.6112 14.7392 14.272 14.3808 4268125 12.786126
"2016-04-08" 14.5472 14.7328 14.4512 14.5152 1715000 12.905626
"2016-04-11" 14.5984 14.7648 14.5472 14.5472 1954688 12.934076
"2016-04-12" 14.592 14.7008 14.496 14.5216 2129844 12.911313
"2016-04-13" 14.6496 15.296 14.6496 15.2256 3316250 13.537251
"2016-04-14" 15.1872 15.2064 14.9184 15.0464 1708750 13.377919
"2016-04-15" 15.0272 15.1808 14.9376 15.1168 1899844 13.440515
"2016-04-18" 15.0464 15.328 15.0208 15.3088 2304688 13.61122
"2016-04-19" 15.3536 15.9104 15.3344 15.552 3050469 13.827455
"2016-04-20" 15.5328 15.5456 15.328 15.488 2382031 13.77055
"2016-04-21" 15.4944 15.5968 15.1296 15.1808 3201875 13.497416
"2016-04-22" 15.1808 15.4432 15.136 15.2576 2665156 13.565698
"2016-04-25" 15.1936 15.3856 15.1296 15.36 3173594 13.656744
"2016-04-26" 15.4048 15.5456 15.2704 15.3728 3386094 13.668124
"2016-04-27" 15.4048 15.4048 14.5472 14.944 6830938 13.286874
"2016-04-28" 14.8032 15.36 14.7456 15.0592 5994375 13.389298
"2016-04-29" 15.0528 15.0656 14.8416 14.9504 3928125 13.292565
"2016-05-02" 14.9952 15.0528 14.784 14.9696 2081875 13.309636
"2016-05-03" 14.8352 14.8352 14.6432 14.752 2474219 13.116165
"2016-05-04" 14.624 14.7136 14.4192 14.5472 2415156 12.934076
"2016-05-05" 14.6112 14.7328 14.4576 14.6176 1965313 12.996669
"2016-05-06" 14.5344 14.7392 14.4448 14.6752 1656250 13.047881
"2016-05-09" 14.6432 14.7072 14.5536 14.5984 1897031 12.979598
"2016-05-10" 14.6304 14.7392 14.5664 14.7264 1962813 13.093403
"2016-05-11" 14.6496 14.8928 14.6432 14.784 2521406 13.144616
"2016-05-12" 14.8288 14.9248 14.2656 14.4704 2681094 12.86579
"2016-05-13" 14.464 14.8032 14.4512 14.592 3138750 12.973908
"2016-05-16" 14.6176 14.624 14.3232 14.464 2540000 12.860102
"2016-05-17" 14.4064 14.6432 14.304 14.3424 1792500 12.751986
"2016-05-18" 14.2784 14.3872 14.144 14.2592 2566563 12.678012
"2016-05-19" 14.176 14.2912 13.9712 14.2208 1950000 12.64387
"2016-05-20" 14.3232 14.6048 14.2272 14.4448 1562969 12.843028
"2016-05-23" 14.4192 14.464 14.2976 14.3168 3190313 12.729223
"2016-05-24" 14.4064 14.4768 14.2528 14.4512 3802500 12.848719
"2016-05-25" 14.4576 14.5856 14.2976 14.4128 2546875 12.814579
"2016-05-26" 14.4384 14.5792 14.3488 14.4192 2152656 12.82027
"2016-05-27" 14.432 14.6176 14.3936 14.5856 2118906 12.968219
"2016-05-31" 14.6304 14.7776 14.528 14.6944 2147344 13.06495
"2016-06-01" 14.5216 14.5984 14.4512 14.5408 2170156 13.007698
"2016-06-02" 14.5152 14.9184 14.464 14.912 3958438 13.339762
"2016-06-03" 14.8608 14.8608 14.5024 14.6176 1852813 13.076405
"2016-06-06" 14.5792 14.7392 14.5344 14.6176 1385625 13.076405
"2016-06-07" 14.656 14.7008 14.4768 14.496 1983438 12.967624
"2016-06-08" 14.5088 14.5408 14.4128 14.4384 1923594 12.916099
"2016-06-09" 14.3552 14.464 14.208 14.4 1994531 12.881746
"2016-06-10" 13.9072 14.2208 13.6832 14.0224 7736875 12.543958
