"Index" "XOOpen" "XOHigh" "XOLow" "XOClose" "XOVolume" "XOAdjusted"
"2012-05-14" 82.269997 82.459999 81.959999 82.120003 12675900 55.195023
"2012-05-15" 82 82.730003 81.529999 81.790001 15757400 54.973206
"2012-05-16" 81.959999 83.150002 81.790001 82.169998 15034500 55.228611
"2012-05-17" 82.150002 82.610001 81.68 81.910004 17698200 55.053867
"2012-05-18" 82.370003 82.720001 81.029999 81.470001 21747200 54.758133
"2012-05-21" 81.419998 82.129997 81.07 82.040001 13730400 55.141251
"2012-05-22" 82.139999 82.839996 81.519997 81.949997 13790000 55.08075
"2012-05-23" 81.790001 82.080002 79.959999 82.040001 17582200 55.141251
"2012-05-24" 82.290001 82.779999 81.709999 82.610001 14113600 55.524361
"2012-05-25" 82.860001 82.959999 81.68 82.080002 12756500 55.168129
"2012-05-29" 82.639999 82.639999 81.32 81.93 15931100 55.067303
"2012-05-30" 81.080002 81.379997 79.589996 79.790001 19593100 53.628971
"2012-05-31" 79.879997 80.139999 78.410004 78.629997 38954600 52.849289
"2012-06-01" 77.870003 78.559998 77.470001 77.919998 22870900 52.37207
"2012-06-04" 78.089996 78.25 77.199997 77.830002 17711200 52.311581
"2012-06-05" 77.589996 78.290001 77.129997 77.599998 17715600 52.157001
"2012-06-06" 78.370003 80.239998 78.080002 80.18 23880900 53.891094
"2012-06-07" 80.980003 81.230003 80.349998 80.690002 18409400 54.233868
"2012-06-08" 80.080002 80.919998 79.459999 80.839996 18150000 54.334702
"2012-06-11" 81.620003 81.849998 80.169998 80.269997 18031800 53.951576
"2012-06-12" 80.739998 81.510002 80.620003 81.260002 14162100 54.61697
"2012-06-13" 80.940002 81.639999 80.279999 80.629997 15098100 54.193535
"2012-06-14" 80.860001 82.5 80.730003 82.129997 16942300 55.201721
"2012-06-15" 82.57 83.449997 82.220001 83.220001 27342800 55.934364
"2012-06-18" 82.510002 83.18 82.349998 83.110001 13885100 55.860428
"2012-06-19" 83.730003 84.629997 83.309998 84.480003 21053300 56.781231
"2012-06-20" 84.400002 85.389999 84.059998 84.970001 23274300 57.110565
"2012-06-21" 85.040001 85.370003 82.050003 82.110001 33751900 55.188286
"2012-06-22" 82.68 83.220001 82.110001 82.110001 84747800 55.188286
"2012-06-25" 81.220001 81.43 79.779999 81.239998 28761600 54.603539
"2012-06-26" 81.510002 82.970001 81.209999 82.400002 22853700 55.383209
"2012-06-27" 82.809998 83.660004 82.709999 83.199997 15301400 55.920895
"2012-06-28" 82.660004 83.459999 82.019997 83.099998 19140300 55.853683
"2012-06-29" 84.779999 85.699997 84.459999 85.57 24906300 57.51384
"2012-07-02" 85.440002 85.470001 84.540001 85.339996 14447800 57.359272
"2012-07-03" 85.690002 86.279999 85.620003 86.279999 9787700 57.991039
"2012-07-05" 85.330002 86.040001 85.150002 85.57 10797100 57.51384
"2012-07-06" 84.260002 85.040001 84.199997 84.800003 13259400 56.996326
"2012-07-09" 84.519997 84.550003 83.019997 83.650002 22361600 56.223362
"2012-07-10" 84.080002 84.389999 82.830002 83.110001 14106100 55.860428
"2012-07-11" 83.480003 84.68 83.239998 84.379997 18337600 56.714012
"2012-07-12" 83.410004 84.550003 83.32 84.120003 15566400 56.539261
"2012-07-13" 84.449997 85.57 84.260002 85.470001 13642000 57.446617
"2012-07-16" 84.830002 85.419998 84.660004 85.050003 11269200 57.164349
"2012-07-17" 85.18 85.82 84.099998 85.730003 14059400 57.621399
"2012-07-18" 85.339996 86.220001 85.07 86.209999 14203500 57.944008
"2012-07-19" 86.019997 86.379997 85.620003 86.209999 14902300 57.944008
"2012-07-20" 85.870003 86.150002 85.269997 85.949997 16838300 57.769276
"2012-07-23" 84.800003 85.459999 84.330002 85.209999 13597800 57.271889
"2012-07-24" 85.209999 85.260002 83.5 84.580002 13948300 56.848446
"2012-07-25" 85.139999 85.550003 84.660004 85.239998 16566000 57.292053
"2012-07-26" 85.559998 86.699997 85.260002 86.519997 19149300 58.152355
"2012-07-27" 86.589996 87.849998 85.5 87.449997 24079300 58.777435
"2012-07-30" 87.279999 87.830002 87.080002 87.559998 11183500 58.851379
"2012-07-31" 87.370003 87.660004 86.790001 86.849998 12212200 58.374184
"2012-08-01" 87.019997 87.449997 86.18 86.910004 14312300 58.41449
"2012-08-02" 86.099998 86.75 85.5 85.879997 14530100 57.722218
"2012-08-03" 87.07 87.889999 86.800003 87.550003 13982500 58.844662
"2012-08-06" 87.550003 87.879997 87.370003 87.449997 9626400 58.777435
"2012-08-07" 87.879997 88 87.68 87.919998 12399800 59.093357
"2012-08-08" 87.75 88.5 87.68 88.279999 12864500 59.335327
"2012-08-09" 87.839996 88.480003 87.510002 88.199997 12213700 59.66679
"2012-08-10" 87.669998 88.489998 87.150002 88.440002 11149000 59.829155
"2012-08-13" 88.099998 88.239998 87.769997 88.139999 8716300 59.62619
"2012-08-14" 88.169998 88.639999 87.900002 88.199997 8675700 59.66679
"2012-08-15" 88.190002 88.669998 87.910004 88 8510100 59.531483
"2012-08-16" 88.190002 88.870003 87.959999 88.669998 11311300 59.98476
"2012-08-17" 88.889999 88.910004 88.160004 88.400002 11177700 59.802074
"2012-08-20" 88.07 88.220001 87.629997 87.949997 8813700 59.497669
"2012-08-21" 88.139999 88.410004 87.260002 87.459999 10767100 59.166183
"2012-08-22" 87.199997 87.910004 87.019997 87.730003 10160400 59.34885
"2012-08-23" 87.790001 87.790001 86.980003 87.309998 9666300 59.064732
"2012-08-24" 87.160004 88.300003 86.93 88.050003 9762300 59.565327
"2012-08-27" 88.07 88.199997 87.610001 87.739998 8252100 59.355621
"2012-08-28" 87.57 88.400002 87.419998 88.099998 9646800 59.599148
"2012-08-29" 88.07 88.190002 87.739998 87.900002 8377300 59.463829
"2012-08-30" 87.379997 87.730003 87.019997 87.199997 8915800 58.990322
"2012-08-31" 87.610001 87.849998 87.139999 87.300003 14178800 59.057961
"2012-09-04" 87.330002 87.459999 86.519997 87.120003 10602900 58.936195
"2012-09-05" 87.519997 87.650002 87.059998 87.330002 10113100 59.078243
"2012-09-06" 87.889999 89.25 87.849998 88.989998 15713500 60.201218
"2012-09-07" 89.269997 90 89.269997 89.919998 15623900 60.830338
"2012-09-10" 89.82 90 89.400002 89.480003 10750700 60.5327
"2012-09-11" 89.75 89.949997 89.550003 89.620003 9349400 60.627422
"2012-09-12" 89.629997 89.900002 89.410004 89.550003 9982900 60.580067
"2012-09-13" 89.709999 91.559998 89.43 91.230003 19870900 61.716568
"2012-09-14" 91.5 92.400002 91.25 92.300003 21388800 62.44043
"2012-09-17" 91.919998 92.5 91.550003 91.910004 11893700 62.176609
"2012-09-18" 91.43 92.220001 91.400002 91.650002 10950100 62.000702
"2012-09-19" 91.480003 91.75 90.57 90.57 16302100 61.270088
"2012-09-20" 90.139999 91.690002 90.089996 91.519997 12238400 61.912766
"2012-09-21" 92.029999 92.230003 91.639999 91.919998 19599100 62.183338
"2012-09-24" 91.309998 92.209999 91.300003 91.879997 11023700 62.156296
"2012-09-25" 92.110001 92.57 91.540001 91.739998 14035800 62.061581
"2012-09-26" 91.720001 92.040001 91.099998 91.230003 11616500 61.716568
"2012-09-27" 91.830002 92.25 91.190002 91.800003 10632700 62.102169
"2012-09-28" 91.480003 91.650002 90.93 91.449997 12507600 61.86541
"2012-10-01" 91.790001 92.5 91.599998 91.800003 10343500 62.102169
"2012-10-02" 92.120003 92.18 91.279999 91.720001 9507800 62.048065
"2012-10-03" 91.650002 91.809998 91.169998 91.699997 10328100 62.034508
"2012-10-04" 92.080002 92.540001 91.910004 92.220001 11507100 62.386295
"2012-10-05" 92.589996 93 92.230003 92.550003 9890100 62.609535
"2012-10-08" 92.150002 92.870003 92.040001 92.68 8765200 62.697483
"2012-10-09" 92.830002 93.360001 92.110001 92.129997 13799200 62.325432
"2012-10-10" 91.800003 92.019997 90.669998 91.029999 15332500 61.581268
"2012-10-11" 91.57 91.879997 91.169998 91.169998 9789900 61.675987
"2012-10-12" 91.510002 91.720001 90.510002 91.029999 9943700 61.581268
"2012-10-15" 91.349998 91.690002 90.540001 91.510002 10651100 61.905983
"2012-10-16" 91.889999 92.480003 91.800003 92.379997 9069300 62.494537
"2012-10-17" 92.620003 93.540001 92.610001 93.389999 10759100 63.177788
"2012-10-18" 92.970001 93.57 92.970001 93.480003 11815500 63.238678
"2012-10-19" 93.57 93.669998 91.75 92.150002 15928100 62.33894
"2012-10-22" 91.669998 92.260002 91.080002 92.190002 11445400 62.366009
"2012-10-23" 91.129997 91.379997 90.010002 90.18 14085500 61.006245
"2012-10-24" 90.459999 90.620003 89.769997 89.879997 11332500 60.803307
"2012-10-25" 90.629997 90.800003 89.68 90.43 10387200 61.175381
"2012-10-26" 90.559998 91.07 90.010002 90.620003 11583000 61.303905
"2012-10-31" 91.029999 91.410004 90.110001 91.169998 14848500 61.675987
"2012-11-01" 90.25 91.669998 90.199997 91.599998 15771900 61.966858
"2012-11-02" 91.760002 91.940002 90.059998 90.269997 12742400 61.067146
"2012-11-05" 90.040001 90.809998 89.699997 90.629997 11222600 61.310677
"2012-11-06" 90.860001 92.050003 90.730003 91.610001 12026500 61.973625
"2012-11-07" 90.239998 90.239998 87.699997 88.18 19423500 60.026752
"2012-11-08" 88.269997 88.43 87.029999 87.07 13743000 59.271145
"2012-11-09" 86.610001 87.949997 86.610001 87.209999 13407000 59.36644
"2012-11-12" 87.269997 87.690002 86.949997 87.32 9004300 59.44133
"2012-11-13" 86.75 87.989998 86.440002 86.470001 12260300 58.862686
"2012-11-14" 86.75 87.110001 85.879997 86.07 14524100 58.590412
"2012-11-15" 86.089996 86.559998 85.370003 86.139999 13783600 58.638062
"2012-11-16" 86.139999 86.709999 85.059998 86.449997 17405200 58.849075
"2012-11-19" 87.400002 88.199997 87.089996 87.669998 12911000 59.679565
"2012-11-20" 87.510002 87.879997 86.769997 87.5 10288100 59.563854
"2012-11-21" 87.809998 88.019997 87.480003 88.010002 13905300 59.911018
"2012-11-23" 88.25 89.089996 88.010002 89.089996 11931000 60.64621
"2012-11-26" 88.32 88.629997 88.029999 88.620003 16423600 60.32629
"2012-11-27" 88.400002 88.540001 87.239998 87.349998 11841600 59.461739
"2012-11-28" 86.529999 88.190002 86.279999 88.099998 15959900 59.972301
"2012-11-29" 88.370003 88.690002 87.629997 88.120003 11579100 59.98592
"2012-11-30" 88.07 88.400002 87.82 88.139999 15522100 59.999504
"2012-12-03" 88.550003 88.580002 87.470001 87.610001 10937300 59.638729
"2012-12-04" 87.379997 87.970001 87.190002 87.190002 11980000 59.352829
"2012-12-05" 87.269997 88.269997 87.099998 87.730003 12717800 59.720428
"2012-12-06" 87.760002 88.059998 87.239998 88 12077000 59.904202
"2012-12-07" 88.169998 88.639999 87.769997 88.599998 10603100 60.312656
"2012-12-10" 88.580002 88.949997 88.239998 88.410004 11549400 60.183308
"2012-12-11" 88.610001 89.489998 88.400002 88.989998 12634600 60.578144
"2012-12-12" 89.089996 90.370003 88.910004 89.449997 14729500 60.891281
"2012-12-13" 89.160004 89.449997 88.269997 88.580002 12290300 60.299061
"2012-12-14" 88 88.449997 87.919998 88.080002 13363600 59.958664
"2012-12-17" 88.360001 88.940002 88.099998 88.870003 15672500 60.496449
"2012-12-18" 88.75 89.739998 88.559998 89.559998 15396600 60.966164
"2012-12-19" 89.540001 89.610001 88.379997 88.440002 15092500 60.203747
"2012-12-20" 88.379997 88.940002 87.980003 88.889999 15789000 60.510056
"2012-12-21" 87.660004 88.599998 87.010002 87.230003 33057000 59.380066
"2012-12-24" 87.129997 87.32 86.800003 86.919998 6385200 59.169052
"2012-12-26" 87.209999 87.68 86.57 87.07 10737800 59.271145
"2012-12-27" 87.050003 87.239998 85.75 86.860001 14258500 59.12817
"2012-12-28" 86.099998 86.290001 85.07 85.099998 13358700 57.930099
"2012-12-31" 85.040001 86.660004 84.699997 86.550003 19810800 58.917179
"2013-01-02" 87.790001 88.720001 87.239998 88.709999 16143700 60.387539
"2013-01-03" 88.459999 88.889999 88.160004 88.550003 13268200 60.278633
"2013-01-04" 88.5 89.089996 88.370003 88.959999 11427900 60.55772
"2013-01-07" 88.309998 88.489998 87.57 87.93 11799800 59.856544
"2013-01-08" 87.82 88.480003 87.290001 88.480003 14226400 60.230988
"2013-01-09" 88.400002 88.540001 87.75 88.139999 10892200 59.999504
"2013-01-10" 88.75 89.480003 88.370003 89.099998 13099600 60.653023
"2013-01-11" 88.970001 89.709999 88.860001 89.610001 11645600 61.000175
"2013-01-14" 89.459999 89.75 89.32 89.580002 9606700 60.979774
"2013-01-15" 89.18 89.610001 89 89.529999 9195400 60.945744
"2013-01-16" 89.160004 89.480003 89.07 89.470001 9645000 60.904873
"2013-01-17" 89.760002 90.940002 89.599998 90.199997 13400300 61.401817
"2013-01-18" 90.089996 90.830002 89.830002 90.800003 17196000 61.810265
"2013-01-22" 90.269997 90.940002 90.209999 90.919998 11897500 61.891949
"2013-01-23" 90.5 90.879997 90.419998 90.699997 10906800 61.742191
"2013-01-24" 90.879997 91.720001 90.75 91.349998 11100000 62.184662
"2013-01-25" 91.57 91.800003 91.129997 91.730003 11090600 62.443321
"2013-01-28" 91.669998 91.669998 90.769997 91.110001 11617500 62.021275
"2013-01-29" 91.209999 91.93 91.199997 91.760002 11700600 62.463764
"2013-01-30" 91.169998 91.720001 90.379997 90.669998 15645400 61.721771
"2013-01-31" 90.690002 91.209999 89.739998 89.970001 15991500 61.245255
"2013-02-01" 90.440002 90.5 89.360001 90.040001 15699200 61.2929
"2013-02-04" 89.410004 89.620003 88.839996 89.150002 13347300 60.687061
"2013-02-05" 89.879997 90.190002 89.419998 89.739998 11679700 61.088684
"2013-02-06" 89.370003 89.889999 89.160004 89.790001 11768700 61.122704
"2013-02-07" 89.209999 89.220001 87.610001 88.25 13463300 60.458187
"2013-02-08" 88.5 88.800003 88.110001 88.610001 11412300 60.704823
"2013-02-11" 88.349998 88.510002 87.970001 88.279999 8764700 60.478741
"2013-02-12" 88.25 88.620003 87.919998 88.459999 9752100 60.602066
"2013-02-13" 88.459999 88.769997 88.239998 88.669998 8940300 60.745937
"2013-02-14" 88.339996 88.809998 88.059998 88.519997 13238900 60.643169
"2013-02-15" 88.57 88.610001 87.800003 88.360001 15696900 60.533554
"2013-02-19" 88.540001 89.410004 88.379997 89.32 12158900 61.191235
"2013-02-20" 89.139999 89.82 88.900002 88.970001 13936400 60.951462
"2013-02-21" 88.790001 89.019997 88.360001 88.589996 10939800 60.691113
"2013-02-22" 89.019997 89.279999 88.400002 89.199997 10260200 61.109028
"2013-02-25" 89.879997 90.190002 87.699997 87.699997 15302900 60.081406
"2013-02-26" 88.5 88.980003 87.760002 88.510002 15073200 60.636314
"2013-02-27" 88.5 89.650002 88.309998 89.529999 11195200 61.335094
"2013-02-28" 89.669998 89.809998 89.029999 89.550003 14552000 61.348801
"2013-03-01" 89.07 89.68 88.919998 89.43 11301600 61.266594
"2013-03-04" 89.129997 89.25 88.459999 88.949997 10994000 60.937748
"2013-03-05" 89.480003 90.150002 89.290001 89.610001 13072600 61.3899
"2013-03-06" 89.599998 89.949997 89.050003 89.559998 13234400 61.355656
"2013-03-07" 89.629997 89.760002 88.68 88.709999 12905300 60.773327
"2013-03-08" 89.010002 89.230003 88.349998 88.970001 11896300 60.951462
"2013-03-11" 89.010002 89.550003 88.540001 89.160004 12454800 61.081623
"2013-03-12" 89.449997 89.910004 89.010002 89.160004 11470000 61.081623
"2013-03-13" 89.019997 89.5 88.830002 89.260002 10539900 61.150124
"2013-03-14" 89.410004 89.910004 89.410004 89.830002 13775500 61.540627
"2013-03-15" 89.199997 89.610001 88.790001 89.370003 29240100 61.225502
"2013-03-18" 88.739998 89.389999 88.550003 88.769997 11553700 60.814438
"2013-03-19" 88.889999 89.089996 88.019997 88.580002 11987900 60.68428
"2013-03-20" 88.949997 89.209999 88.300003 88.629997 11319000 60.718533
"2013-03-21" 88.120003 88.639999 87.900002 88.169998 13447500 60.403389
"2013-03-22" 88.400002 89.290001 88.32 89.290001 10786600 61.170677
"2013-03-25" 89.5 89.900002 88.660004 89.019997 12900800 60.985722
"2013-03-26" 89.410004 90.300003 89.360001 90.129997 12329600 61.746151
"2013-03-27" 89.559998 90.739998 89.470001 90.580002 12350800 62.054428
"2013-03-28" 90.639999 90.980003 89.989998 90.110001 17485200 61.732433
"2013-04-01" 90.129997 90.989998 89.980003 90.769997 9414200 62.184605
"2013-04-02" 90.589996 90.919998 90.279999 90.580002 9991800 62.054428
"2013-04-03" 90.650002 90.830002 89.860001 89.93 12197100 61.609135
"2013-04-04" 90.099998 90.330002 89.220001 89.769997 11582000 61.499516
"2013-04-05" 88.610001 89.209999 88.400002 89.010002 12771600 60.978851
"2013-04-08" 89.110001 89.110001 88.150002 88.599998 11013900 60.697971
"2013-04-09" 88.690002 89.339996 88.589996 88.769997 10753400 60.814438
"2013-04-10" 88.449997 89.160004 88.199997 88.68 14823700 60.752792
"2013-04-11" 88.949997 89.269997 88.230003 89.220001 14979900 61.122711
"2013-04-12" 88.879997 89.190002 88.410004 88.989998 11505100 60.965168
"2013-04-15" 88.290001 88.669998 86.269997 86.489998 19626200 59.25246
"2013-04-16" 87.190002 87.230003 86.089996 86.610001 14578800 59.334675
"2013-04-17" 86.209999 86.379997 85.019997 86.080002 17341200 58.971577
"2013-04-18" 86.279999 87.080002 85.779999 86.620003 14730400 59.341522
"2013-04-19" 87.269997 87.489998 86.43 87.449997 18393300 59.910126
"2013-04-22" 87.610001 88.32 87.290001 88.089996 11262000 60.348587
"2013-04-23" 88.389999 89.489998 87.940002 89.300003 15567700 61.177544
"2013-04-24" 89.449997 89.889999 89.349998 89.43 13028800 61.266594
"2013-04-25" 88.889999 88.900002 87.650002 88.07 16328700 60.334885
"2013-04-26" 87.809998 88.279999 87.599998 88 10791800 60.286934
"2013-04-29" 88.260002 88.830002 88.010002 88.209999 11093000 60.430805
"2013-04-30" 88.260002 88.989998 87.760002 88.989998 14572600 60.965168
"2013-05-01" 88.519997 88.839996 87.480003 87.510002 11616500 59.951229
"2013-05-02" 87.980003 88.839996 87.739998 88.629997 11330100 60.718533
"2013-05-03" 89 90.190002 88.919998 90.019997 13036600 61.670773
"2013-05-06" 90.25 90.879997 89.93 90.580002 10613400 62.054428
"2013-05-07" 90.620003 91.150002 90.139999 91.150002 11088900 62.444923
"2013-05-08" 91.050003 91.849998 91.029999 91.699997 13638300 62.821716
"2013-05-09" 91.139999 91.559998 90.690002 91.029999 13771900 62.794117
"2013-05-10" 90.870003 90.949997 89.790001 90.139999 10975400 62.180187
"2013-05-13" 89.800003 90.139999 89.43 90.099998 9810100 62.152576
"2013-05-14" 90.150002 91.190002 90.019997 91.110001 9890300 62.8493
"2013-05-15" 90.639999 91.32 90.410004 91.239998 10399400 62.938995
"2013-05-16" 90.800003 91.290001 90.5 90.699997 10469600 62.566494
"2013-05-17" 91.07 91.879997 90.529999 91.760002 12721300 63.297684
"2013-05-20" 91.610001 92.690002 91.459999 92.519997 12417700 63.821972
"2013-05-21" 92.669998 93.43 92.379997 92.800003 12519900 64.015114
"2013-05-22" 92.830002 93.5 91.809998 92.190002 19253300 63.594299
"2013-05-23" 91.559998 92.360001 91.360001 91.790001 15357300 63.318371
"2013-05-24" 91.379997 91.769997 91 91.529999 12771900 63.139042
"2013-05-28" 92.940002 93.18 91.760002 92.379997 15197800 63.725361
"2013-05-29" 91.760002 92.419998 91.589996 92.080002 11563200 63.518448
"2013-05-30" 91.970001 92.68 91.599998 92.089996 9734700 63.525352
"2013-05-31" 91.949997 92.370003 90.459999 90.470001 17917400 62.407829
"2013-06-03" 90.529999 91.510002 90.480003 91.459999 14177500 63.090752
"2013-06-04" 91.18 91.489998 90.220001 90.790001 12481300 62.628551
"2013-06-05" 90.68 91.120003 89.610001 89.650002 12888000 61.842167
"2013-06-06" 89.449997 90.230003 89 90.230003 15393300 62.242279
"2013-06-07" 90.889999 91.5 90.489998 91.449997 12504700 63.083855
"2013-06-10" 91.93 91.940002 90.870003 91.120003 10372300 62.856228
"2013-06-11" 90.379997 91.040001 90.230003 90.459999 10739400 62.400913
"2013-06-12" 91.129997 91.32 89.589996 89.739998 10864500 61.904263
"2013-06-13" 89.629997 91.709999 89.610001 91.330002 13501300 63.001091
"2013-06-14" 91.160004 91.300003 90.290001 90.580002 12158400 62.483681
"2013-06-17" 90.970001 91.769997 90.769997 91.510002 12026400 63.125225
"2013-06-18" 91.360001 92.059998 91.260002 91.93 10678200 63.414959
"2013-06-19" 91.790001 92.269997 91 91 14189500 62.773411
"2013-06-20" 90.239998 90.519997 88.790001 89.050003 21077700 61.428295
"2013-06-21" 89.760002 90.139999 88.849998 89.480003 25493800 61.724911
"2013-06-24" 88.949997 89.5 88.019997 88.480003 17653000 61.035095
"2013-06-25" 89.580002 89.620003 88.480003 89.110001 15790100 61.469654
"2013-06-26" 89.419998 89.970001 88.730003 89.800003 14446000 61.945656
"2013-06-27" 90.239998 90.669998 90.029999 90.040001 12348000 62.111217
"2013-06-28" 89.849998 90.75 89.559998 90.349998 22984200 62.325062
"2013-07-01" 90.389999 91.129997 89.959999 90.300003 13182200 62.290577
"2013-07-02" 90.370003 91.099998 90.120003 90.639999 12320700 62.525101
"2013-07-03" 90.629997 90.870003 90.139999 90.690002 5674000 62.559593
"2013-07-05" 91.099998 91.610001 90.57 91.57 8917900 63.166641
"2013-07-08" 91.959999 92.529999 91.900002 92.25 12086700 63.635704
"2013-07-09" 92.639999 93.440002 92.25 93.339996 12940000 64.387589
"2013-07-10" 93.279999 93.389999 92.379997 92.82 12430000 64.0289
"2013-07-11" 93.800003 93.809998 93.040001 93.269997 16184700 64.33931
"2013-07-12" 93.25 93.449997 92.720001 93.400002 11370300 64.429008
"2013-07-15" 93.190002 93.5 93.089996 93.25 8256200 64.325523
"2013-07-16" 93.190002 93.470001 92.769997 93.300003 11413500 64.360023
"2013-07-17" 93.559998 93.739998 93.139999 93.459999 9393300 64.470398
"2013-07-18" 93.800003 94.839996 93.709999 94.379997 10555400 65.105026
"2013-07-19" 94.690002 95.25 94.410004 95.169998 14431700 65.649963
"2013-07-22" 94.870003 95.199997 94.779999 94.830002 9530400 65.415428
"2013-07-23" 94.860001 95.489998 94.839996 95.199997 7377400 65.670677
"2013-07-24" 95.309998 95.309998 94.419998 94.989998 8222800 65.525787
