"Index" "NVDOpen" "NVDHigh" "NVDLow" "NVDClose" "NVDVolume" "NVDAdjusted"
"2013-08-15" 3.7175 3.8125 3.7025 3.7825 72361600 3.536821
"2013-08-16" 3.775 3.85 3.7675 3.7975 66045600 3.550846
"2013-08-19" 3.775 3.7875 3.735 3.7375 39343200 3.494744
"2013-08-20" 3.7175 3.7625 3.7125 3.7375 23419200 3.512365
"2013-08-21" 3.715 3.7625 3.705 3.72 26154000 3.495919
"2013-08-22" 3.7175 3.775 3.7175 3.74 12901600 3.514714
"2013-08-23" 3.745 3.775 3.7325 3.74 24512000 3.514714
"2013-08-26" 3.7425 3.7575 3.7325 3.7475 30015200 3.521762
"2013-08-27" 3.7125 3.7375 3.6875 3.7 27746400 3.477123
"2013-08-28" 3.7075 3.735 3.685 3.7 31882400 3.477123
"2013-08-29" 3.6875 3.7275 3.6775 3.6925 27621600 3.470075
"2013-08-30" 3.695 3.705 3.67 3.6875 37812000 3.465377
"2013-09-03" 3.6975 3.7425 3.6675 3.69 28468000 3.467727
"2013-09-04" 3.69 3.7475 3.685 3.725 22208000 3.500617
"2013-09-05" 3.71 3.75 3.7075 3.735 17490400 3.510015
"2013-09-06" 3.7375 3.7575 3.6925 3.72 22675600 3.495919
"2013-09-09" 3.75 3.7825 3.74 3.7825 24640800 3.554653
"2013-09-10" 3.81 3.865 3.7925 3.8625 29213200 3.629835
"2013-09-11" 3.8575 3.9375 3.83 3.9275 39616400 3.690919
"2013-09-12" 3.9075 3.975 3.9075 3.925 30380800 3.68857
"2013-09-13" 3.9375 3.9675 3.91 3.95 15969600 3.712064
"2013-09-16" 3.9825 4.01 3.9375 3.9525 23141200 3.714414
"2013-09-17" 3.9675 3.9975 3.95 3.965 16860800 3.726161
"2013-09-18" 3.9675 4.01 3.9475 4 26816800 3.759052
"2013-09-19" 4.0175 4.025 3.965 3.9825 22757200 3.742606
"2013-09-20" 3.9925 4.0175 3.94 3.9475 35603600 3.709714
"2013-09-23" 3.945 3.9775 3.8875 3.91 27124400 3.674473
"2013-09-24" 3.9125 3.94 3.89 3.925 22973200 3.68857
"2013-09-25" 3.9175 3.96 3.9 3.93 23315600 3.693269
"2013-09-26" 3.94 3.9475 3.895 3.9175 14881600 3.681521
"2013-09-27" 3.8875 3.92 3.8725 3.895 15192000 3.660378
"2013-09-30" 3.855 3.9175 3.8325 3.89 22664000 3.655679
"2013-10-01" 3.895 3.9125 3.865 3.8875 22697600 3.653329
"2013-10-02" 3.8475 3.9 3.8475 3.885 16203600 3.650979
"2013-10-03" 3.8875 3.9225 3.8275 3.845 43676800 3.61339
"2013-10-04" 3.84 3.93 3.83 3.8975 24622800 3.662727
"2013-10-07" 3.8825 3.925 3.8625 3.8975 16995200 3.662727
"2013-10-08" 3.8875 3.9425 3.835 3.865 29071200 3.632184
"2013-10-09" 3.89 3.8925 3.785 3.805 27586000 3.575798
"2013-10-10" 3.8325 3.8575 3.805 3.8475 22348400 3.615739
"2013-10-11" 3.7875 3.835 3.775 3.815 21370400 3.585196
"2013-10-14" 3.805 3.8725 3.805 3.8725 16662800 3.639232
"2013-10-15" 3.8725 3.895 3.85 3.8525 20882000 3.620437
"2013-10-16" 3.875 3.915 3.87 3.9 21007200 3.665076
"2013-10-17" 3.87 3.9175 3.87 3.9075 21332400 3.672125
"2013-10-18" 3.9 3.965 3.885 3.9525 25506800 3.714414
"2013-10-21" 4 4.0025 3.95 3.9625 19500800 3.723811
"2013-10-22" 3.9625 3.965 3.9075 3.9425 17945200 3.705016
"2013-10-23" 3.935 3.935 3.8625 3.875 25221600 3.641582
"2013-10-24" 3.885 3.91 3.84 3.8475 23643600 3.615739
"2013-10-25" 3.8675 3.87 3.7975 3.81 33049200 3.580498
"2013-10-28" 3.805 3.8225 3.75 3.8025 39402400 3.573449
"2013-10-29" 3.7975 3.815 3.7625 3.8075 38795200 3.578147
"2013-10-30" 3.82 3.8375 3.7725 3.805 20403200 3.575798
"2013-10-31" 3.81 3.8375 3.79 3.7975 29336800 3.56875
"2013-11-01" 3.8175 3.8325 3.7875 3.815 20613600 3.585196
"2013-11-04" 3.8275 3.8275 3.6975 3.705 41026400 3.481822
"2013-11-05" 3.6825 3.7175 3.6425 3.7 42236800 3.477123
"2013-11-06" 3.7 3.7275 3.6625 3.725 19804400 3.500617
"2013-11-07" 3.7125 3.7225 3.63 3.6375 55307600 3.418388
"2013-11-08" 3.75 3.9025 3.735 3.89 73453200 3.655679
"2013-11-11" 3.875 3.9325 3.8675 3.9225 29762400 3.686221
"2013-11-12" 3.94 3.9625 3.885 3.93 31603200 3.693269
"2013-11-13" 3.92 4.0375 3.9125 4.0375 33279200 3.794293
"2013-11-14" 4.025 4.08 4.0225 4.055 30798000 3.810739
"2013-11-15" 4.07 4.075 4.0025 4.0425 45033200 3.798993
"2013-11-18" 3.955 3.99 3.935 3.945 31694800 3.707366
"2013-11-19" 3.905 3.94 3.855 3.86 20671600 3.647131
"2013-11-20" 3.8625 3.8725 3.795 3.8025 20477600 3.592802
"2013-11-21" 3.8075 3.84 3.79 3.8325 21356800 3.621148
"2013-11-22" 3.8375 3.8375 3.7875 3.795 15866800 3.585716
"2013-11-25" 3.795 3.8825 3.795 3.8775 24820800 3.663666
"2013-11-26" 3.92 3.9525 3.895 3.91 75317600 3.694373
"2013-11-27" 3.9075 3.9375 3.8825 3.925 18127200 3.708547
"2013-11-29" 3.925 3.935 3.875 3.9 11696400 3.684925
"2013-12-02" 3.885 3.965 3.8775 3.9375 37387200 3.720357
"2013-12-03" 3.9375 3.99 3.91 3.935 29056000 3.717995
"2013-12-04" 3.925 3.9975 3.915 3.99 49317600 3.769962
"2013-12-05" 3.9975 3.9975 3.92 3.925 27181200 3.708547
"2013-12-06" 3.9725 3.9725 3.8575 3.8675 28100000 3.654217
"2013-12-09" 3.8675 3.88 3.795 3.8025 38522000 3.592802
"2013-12-10" 3.8025 3.9075 3.7975 3.89 52426800 3.675477
"2013-12-11" 3.8975 3.9025 3.845 3.8525 41415600 3.640045
"2013-12-12" 3.84 3.86 3.77 3.7775 25872400 3.56918
"2013-12-13" 3.785 3.8125 3.75 3.755 18458800 3.547921
"2013-12-16" 3.7575 3.7925 3.755 3.76 23762000 3.552646
"2013-12-17" 3.7575 3.7875 3.725 3.7775 27410400 3.56918
"2013-12-18" 3.785 3.8375 3.7375 3.83 42623200 3.618785
"2013-12-19" 3.825 3.85 3.8 3.845 25854400 3.632958
"2013-12-20" 3.8525 3.925 3.8425 3.9225 38208000 3.706184
"2013-12-23" 3.945 3.9775 3.9125 3.945 16856800 3.727444
"2013-12-24" 3.9675 3.9675 3.915 3.955 7960000 3.736892
"2013-12-26" 3.97 3.9825 3.9075 3.9175 16892000 3.701459
"2013-12-27" 3.9375 3.9475 3.915 3.94 21097600 3.722719
"2013-12-30" 3.9425 3.995 3.9375 3.9925 24818000 3.772324
"2013-12-31" 4 4.025 3.975 4.005 23577600 3.784134
"2014-01-02" 3.98 3.995 3.93 3.965 26009200 3.74634
"2014-01-03" 3.9725 3.98 3.905 3.9175 25933200 3.701459
"2014-01-06" 3.9575 4 3.92 3.97 40949200 3.751065
"2014-01-07" 4.01 4.05 3.9825 4.035 33328800 3.81248
"2014-01-08" 4.05 4.11 4.035 4.09 30819200 3.864447
"2014-01-09" 4.0275 4.035 3.925 3.9375 29217200 3.720357
"2014-01-10" 3.95 3.9775 3.8975 3.9325 21849200 3.715632
"2014-01-13" 3.9325 3.9575 3.8325 3.84 24333200 3.628234
"2014-01-14" 3.86 3.9675 3.8425 3.96 24182800 3.741617
"2014-01-15" 3.9775 4.0175 3.96 4.0025 17504400 3.781773
"2014-01-16" 4.0025 4.0225 3.985 4.015 22065200 3.793583
"2014-01-17" 4.015 4.0625 3.9725 3.9975 34040000 3.777049
"2014-01-21" 4.0025 4.0375 3.97 4.0125 24607600 3.791221
"2014-01-22" 4.02 4.025 3.96 4.0075 33794000 3.786496
"2014-01-23" 3.995 4.0375 3.9625 3.9925 18502800 3.772324
"2014-01-24" 3.96 3.975 3.89 3.89 24669600 3.675477
"2014-01-27" 3.89 3.945 3.8425 3.865 23381200 3.651855
"2014-01-28" 3.8575 3.905 3.8425 3.9025 16799600 3.687287
"2014-01-29" 3.8875 3.91 3.8625 3.865 16294400 3.651855
"2014-01-30" 3.8875 3.9375 3.875 3.93 20289600 3.713271
"2014-01-31" 3.875 3.9475 3.8725 3.925 33534800 3.708547
"2014-02-03" 3.9525 3.9575 3.8575 3.8725 43172800 3.658941
"2014-02-04" 3.87 3.9025 3.85 3.895 28069200 3.680202
"2014-02-05" 3.8675 3.88 3.83 3.86 21467600 3.647131
"2014-02-06" 3.865 3.92 3.86 3.91 16838000 3.694373
"2014-02-07" 3.92 3.9725 3.885 3.9675 15724800 3.748703
"2014-02-10" 3.9625 4.0325 3.96 3.98 32437200 3.760514
"2014-02-11" 4.0025 4.0725 3.9825 4.0625 23538400 3.838463
"2014-02-12" 4.075 4.2375 4.075 4.2075 74452800 3.975467
"2014-02-13" 4.3125 4.365 4.2375 4.34 90283600 4.10066
"2014-02-14" 4.3 4.4875 4.2975 4.4775 81753600 4.230578
"2014-02-18" 4.48 4.495 4.4375 4.475 42898800 4.228214
"2014-02-19" 4.475 4.575 4.455 4.535 45034000 4.284906
"2014-02-20" 4.545 4.705 4.5375 4.695 39808800 4.436082
"2014-02-21" 4.6875 4.7475 4.63 4.66 45105200 4.403013
"2014-02-24" 4.65 4.7625 4.6075 4.7275 40311200 4.46679
"2014-02-25" 4.7 4.72 4.635 4.685 24218400 4.446621
"2014-02-26" 4.675 4.745 4.6625 4.6775 36088400 4.439504
"2014-02-27" 4.6775 4.725 4.6125 4.625 38884800 4.389675
"2014-02-28" 4.6 4.645 4.5275 4.595 32169200 4.361201
"2014-03-03" 4.4925 4.5725 4.4525 4.5725 37594800 4.339846
"2014-03-04" 4.595 4.65 4.5875 4.62 26034400 4.384929
"2014-03-05" 4.615 4.6625 4.595 4.66 24147200 4.422893
"2014-03-06" 4.6675 4.6925 4.5875 4.595 29014400 4.361201
"2014-03-07" 4.615 4.6225 4.555 4.59 26845200 4.356456
"2014-03-10" 4.575 4.595 4.5025 4.5225 30088800 4.292389
"2014-03-11" 4.545 4.6075 4.53 4.5675 29722000 4.335101
"2014-03-12" 4.545 4.6075 4.5275 4.58 23942800 4.346965
"2014-03-13" 4.59 4.6075 4.4125 4.435 38517200 4.209342
"2014-03-14" 4.39 4.495 4.39 4.455 46004800 4.228325
"2014-03-17" 4.4675 4.5 4.45 4.455 29965600 4.228325
"2014-03-18" 4.4725 4.59 4.4525 4.56 29390400 4.327981
"2014-03-19" 4.595 4.7275 4.5825 4.64 36616800 4.403911
"2014-03-20" 4.615 4.6825 4.595 4.6425 19180000 4.406285
"2014-03-21" 4.6825 4.72 4.61 4.635 56611600 4.399166
"2014-03-24" 4.6375 4.675 4.545 4.6125 30609600 4.377811
"2014-03-25" 4.6625 4.6675 4.5775 4.6125 30442400 4.377811
"2014-03-26" 4.655 4.7425 4.4675 4.5075 55775600 4.278154
"2014-03-27" 4.4975 4.535 4.3975 4.4475 54072800 4.221208
"2014-03-28" 4.44 4.5025 4.4275 4.475 39882000 4.247307
"2014-03-31" 4.4825 4.5225 4.4525 4.4775 27340400 4.249679
"2014-04-01" 4.62 4.7175 4.565 4.6625 65627200 4.425267
"2014-04-02" 4.6625 4.6725 4.6125 4.6325 23994800 4.396793
"2014-04-03" 4.6425 4.795 4.64 4.6825 59954800 4.444249
"2014-04-04" 4.7075 4.735 4.5175 4.5375 36803200 4.306626
"2014-04-07" 4.54 4.64 4.515 4.5525 42857600 4.320864
"2014-04-08" 4.5525 4.7275 4.545 4.715 47069200 4.475094
"2014-04-09" 4.7375 4.7775 4.6725 4.71 42196800 4.470349
"2014-04-10" 4.69 4.755 4.58 4.595 37274800 4.361201
"2014-04-11" 4.56 4.63 4.47 4.53 35311200 4.299509
"2014-04-14" 4.56 4.5975 4.53 4.58 29018400 4.346965
"2014-04-15" 4.585 4.6375 4.54 4.6125 30463600 4.377811
"2014-04-16" 4.635 4.64 4.565 4.6225 23513600 4.3873
"2014-04-17" 4.605 4.6825 4.595 4.64 15353200 4.403911
"2014-04-21" 4.6425 4.69 4.6125 4.6775 11700400 4.439504
"2014-04-22" 4.685 4.7475 4.66 4.7175 25512000 4.477469
"2014-04-23" 4.725 4.785 4.7175 4.7725 26158000 4.529671
"2014-04-24" 4.805 4.865 4.805 4.815 39149200 4.570007
"2014-04-25" 4.805 4.85 4.6725 4.6825 31360000 4.444249
"2014-04-28" 4.72 4.745 4.605 4.6625 22678800 4.425267
"2014-04-29" 4.68 4.69 4.62 4.6725 17130000 4.434759
"2014-04-30" 4.665 4.67 4.6075 4.6175 30574000 4.382556
"2014-05-01" 4.6875 4.6975 4.605 4.6425 19810400 4.406285
"2014-05-02" 4.665 4.665 4.58 4.6075 15637600 4.373066
"2014-05-05" 4.6025 4.6925 4.5975 4.6575 23926000 4.420521
"2014-05-06" 4.7025 4.7425 4.55 4.5625 41618800 4.330355
"2014-05-07" 4.5625 4.605 4.5175 4.5675 29390000 4.335101
"2014-05-08" 4.55 4.6975 4.5275 4.625 43272800 4.389675
"2014-05-09" 4.485 4.5275 4.4275 4.5125 53953200 4.2829
"2014-05-12" 4.5225 4.655 4.52 4.645 29985600 4.408656
"2014-05-13" 4.5825 4.6575 4.555 4.57 22110400 4.337473
"2014-05-14" 4.5725 4.59 4.5225 4.525 21432000 4.294763
"2014-05-15" 4.515 4.54 4.455 4.5 32589600 4.271034
"2014-05-16" 4.465 4.5225 4.465 4.49 28396000 4.261543
"2014-05-19" 4.5375 4.66 4.5175 4.635 36007600 4.399166
"2014-05-20" 4.615 4.6275 4.5375 4.56 25620000 4.347916
"2014-05-21" 4.5775 4.6175 4.5325 4.56 21671200 4.347916
"2014-05-22" 4.55 4.605 4.55 4.58 13036400 4.366985
"2014-05-23" 4.605 4.645 4.5775 4.6225 18265600 4.407508
"2014-05-27" 4.65 4.705 4.635 4.705 20968000 4.486172
"2014-05-28" 4.7225 4.775 4.6775 4.745 22467600 4.524311
"2014-05-29" 4.7425 4.7825 4.7275 4.7375 17188400 4.517162
"2014-05-30" 4.7375 4.7625 4.7125 4.75 23912800 4.529077
"2014-06-02" 4.765 4.795 4.695 4.735 18150000 4.514776
"2014-06-03" 4.745 4.75 4.6525 4.715 24321200 4.495706
"2014-06-04" 4.7025 4.755 4.7 4.72 16123600 4.500474
"2014-06-05" 4.7275 4.755 4.7 4.74 18869600 4.519544
"2014-06-06" 4.7625 4.8 4.745 4.7575 16105200 4.536231
"2014-06-09" 4.7525 4.8075 4.72 4.7625 24745600 4.540998
"2014-06-10" 4.745 4.81 4.725 4.7875 21760800 4.564834
"2014-06-11" 4.77 4.8625 4.77 4.85 26622800 4.62443
"2014-06-12" 4.85 4.9025 4.8075 4.88 33714800 4.653033
"2014-06-13" 4.93 4.9325 4.8375 4.885 22785200 4.657801
"2014-06-16" 4.8625 4.9025 4.8275 4.87 19862000 4.643497
"2014-06-17" 4.875 4.9225 4.85 4.9025 15760800 4.674487
"2014-06-18" 4.89 4.92 4.845 4.8975 21553600 4.669719
"2014-06-19" 4.8075 4.8325 4.75 4.785 47459200 4.562451
"2014-06-20" 4.7975 4.815 4.695 4.7325 35314800 4.512393
"2014-06-23" 4.67 4.68 4.615 4.6775 41420000 4.45995
"2014-06-24" 4.67 4.7075 4.585 4.605 27578000 4.390823
"2014-06-25" 4.6175 4.655 4.575 4.6525 21542000 4.436113
"2014-06-26" 4.6525 4.655 4.575 4.59 25690800 4.37652
"2014-06-27" 4.585 4.6225 4.5575 4.595 30282000 4.381288
"2014-06-30" 4.5775 4.6475 4.5775 4.635 18051200 4.419427
"2014-07-01" 4.63 4.715 4.615 4.6875 32118000 4.469486
"2014-07-02" 4.67 4.69 4.6425 4.67 17928400 4.4528
"2014-07-03" 4.6275 4.725 4.6275 4.7125 13689200 4.493323
"2014-07-07" 4.72 4.7225 4.6675 4.675 12749600 4.457567
"2014-07-08" 4.6625 4.6825 4.5925 4.6375 22194000 4.421811
"2014-07-09" 4.6775 4.7975 4.6425 4.7775 38766800 4.555301
"2014-07-10" 4.6875 4.7725 4.65 4.7525 26630800 4.531463
"2014-07-11" 4.7575 4.7775 4.74 4.7625 19118800 4.540998
"2014-07-14" 4.7825 4.835 4.765 4.8225 27263600 4.598207
"2014-07-15" 4.83 4.855 4.7975 4.8425 39544000 4.617276
"2014-07-16" 4.8625 4.9 4.81 4.8375 31972800 4.612508
"2014-07-17" 4.7825 4.875 4.7825 4.825 32483200 4.600591
"2014-07-18" 4.725 4.7625 4.6025 4.61 56781600 4.395589
"2014-07-21" 4.5925 4.67 4.5925 4.6375 24336400 4.421811
"2014-07-22" 4.6725 4.6975 4.6075 4.6175 29881600 4.402741
"2014-07-23" 4.62 4.6225 4.515 4.52 29735200 4.309776
"2014-07-24" 4.545 4.5575 4.495 4.5275 25457600 4.316928
"2014-07-25" 4.5125 4.5225 4.44 4.4475 26613200 4.240649
