"Index" "LLOpen" "LLHigh" "LLLow" "LLClose" "LLVolume" "LLAdjusted"
"2013-07-10" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-11" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-12" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-15" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-16" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-17" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-18" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-19" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-22" 148.5 148.5 148.5 148.5 0 148.5
"2013-07-23" 149.699997 149.699997 149.699997 149.699997 20 149.699997
"2013-07-24" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-07-25" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-07-26" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-07-29" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-07-30" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-07-31" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-01" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-02" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-05" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-06" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-07" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-08" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-09" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-12" 149.699997 149.699997 149.699997 149.699997 0 149.699997
"2013-08-13" 150 151.050003 149.699997 150.75 593 150.75
"2013-08-14" 150.75 150.75 150.75 150.75 0 150.75
"2013-08-15" 150.75 150.75 150.75 150.75 0 150.75
"2013-08-16" 150.449997 150.449997 150.449997 150.449997 67 150.449997
"2013-08-19" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-08-20" 150 150 150 150 33 150
"2013-08-21" 150 150 150 150 0 150
"2013-08-22" 150 150 150 150 0 150
"2013-08-23" 150.75 150.75 150.75 150.75 7 150.75
"2013-08-26" 150.75 150.75 150.75 150.75 0 150.75
"2013-08-27" 150.75 150.75 150.75 150.75 0 150.75
"2013-08-28" 150.449997 150.449997 150.449997 150.449997 73 150.449997
"2013-08-29" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-08-30" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-03" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-04" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-05" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-06" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-09" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-10" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-11" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-12" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-13" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-16" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-17" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-18" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-19" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-20" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-23" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-24" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-25" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-26" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-27" 150.449997 150.449997 150.449997 150.449997 0 150.449997
"2013-09-30" 151.649994 171 150.300003 150.449997 1787 150.449997
"2013-10-01" 151.350006 151.350006 151.350006 151.350006 7 151.350006
"2013-10-02" 151.350006 151.350006 151.350006 151.350006 0 151.350006
"2013-10-03" 152.100006 152.100006 151.949997 151.949997 33 151.949997
"2013-10-04" 151.949997 151.949997 151.949997 151.949997 0 151.949997
"2013-10-07" 151.5 151.5 151.5 151.5 7 151.5
"2013-10-08" 151.350006 152.850006 151.350006 152.850006 20 152.850006
"2013-10-09" 152.850006 152.850006 152.850006 152.850006 0 152.850006
"2013-10-10" 152.850006 152.850006 152.850006 152.850006 0 152.850006
"2013-10-11" 152.850006 152.850006 152.850006 152.850006 0 152.850006
"2013-10-14" 152.850006 152.850006 152.850006 152.850006 0 152.850006
"2013-10-15" 151.649994 151.649994 151.5 151.5 40 151.5
"2013-10-16" 152.100006 152.100006 151.649994 151.800003 20 151.800003
"2013-10-17" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-10-18" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-10-21" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-10-22" 151.800003 151.800003 151.649994 151.649994 27 151.649994
"2013-10-23" 164.699997 164.699997 164.699997 164.699997 20 164.699997
"2013-10-24" 152.25 153.899994 151.949997 152.399994 53 152.399994
"2013-10-25" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2013-10-28" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2013-10-29" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2013-10-30" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2013-10-31" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2013-11-01" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2013-11-04" 151.649994 151.649994 151.5 151.5 13 151.5
"2013-11-05" 151.5 151.5 151.5 151.5 0 151.5
"2013-11-06" 151.5 151.5 151.5 151.5 0 151.5
"2013-11-07" 151.5 151.5 151.5 151.5 0 151.5
"2013-11-08" 151.5 151.5 151.5 151.5 0 151.5
"2013-11-11" 151.5 151.5 151.5 151.5 0 151.5
"2013-11-12" 151.5 151.5 151.5 151.5 0 151.5
"2013-11-13" 151.5 151.5 151.5 151.5 0 151.5
"2013-11-14" 151.5 151.5 151.5 151.5 0 151.5
"2013-11-15" 151.949997 151.949997 151.800003 151.800003 40 151.800003
"2013-11-18" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-11-19" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-11-20" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-11-21" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-11-22" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-11-25" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-11-26" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-11-27" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-11-29" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-12-02" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-12-03" 152.100006 152.100006 152.100006 152.100006 40 152.100006
"2013-12-04" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-05" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-06" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-09" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-10" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-11" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-12" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-13" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-16" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-17" 152.100006 152.100006 152.100006 152.100006 0 152.100006
"2013-12-18" 153 157.5 152.100006 152.100006 113 152.100006
"2013-12-19" 156 156 151.5 151.5 280 151.5
"2013-12-20" 151.5 151.800003 151.5 151.800003 2120 151.800003
"2013-12-23" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2013-12-24" 153.449997 153.449997 152.850006 153 27 153
"2013-12-26" 153 153 153 153 0 153
"2013-12-27" 153 153 153 153 0 153
"2013-12-30" 153 153 153 153 0 153
"2013-12-31" 153 153 153 153 0 153
"2014-01-02" 153 153 153 153 0 153
"2014-01-03" 153 153 153 153 0 153
"2014-01-06" 153 153 153 153 0 153
"2014-01-07" 153 153 153 153 0 153
"2014-01-08" 153 153 153 153 0 153
"2014-01-09" 153 153 153 153 0 153
"2014-01-10" 153 153 153 153 0 153
"2014-01-13" 153 153 153 153 0 153
"2014-01-14" 153 153 153 153 0 153
"2014-01-15" 153 153 153 153 0 153
"2014-01-16" 152.699997 154.350006 151.800003 151.800003 433 151.800003
"2014-01-17" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2014-01-21" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2014-01-22" 152.399994 152.399994 152.399994 152.399994 13 152.399994
"2014-01-23" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-01-24" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-01-27" 153.600006 154.050003 152.550003 152.550003 767 152.550003
"2014-01-28" 153 154.199997 151.800003 151.800003 3213 151.800003
"2014-01-29" 154.5 154.5 151.649994 151.800003 9307 151.800003
"2014-01-30" 153 154.350006 152.699997 152.850006 507 152.850006
"2014-01-31" 152.699997 154.5 151.800003 152.25 3827 152.25
"2014-02-03" 152.25 152.25 152.25 152.25 0 152.25
"2014-02-04" 152.850006 153.75 151.800003 153.449997 180 153.449997
"2014-02-05" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-02-06" 153.449997 154.199997 152.100006 152.100006 2187 152.100006
"2014-02-07" 152.399994 152.399994 152.399994 152.399994 33 152.399994
"2014-02-10" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-02-11" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-02-12" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-02-13" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-02-14" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-02-18" 153.449997 153.449997 153.449997 153.449997 13 153.449997
"2014-02-19" 155.25 155.25 153.449997 153.449997 13 153.449997
"2014-02-20" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-02-21" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-02-24" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-02-25" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-02-26" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-02-27" 152.399994 153.75 152.399994 152.399994 33 152.399994
"2014-02-28" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-03-03" 152.399994 152.399994 152.399994 152.399994 0 152.399994
"2014-03-04" 152.399994 152.399994 151.800003 152.399994 140 152.399994
"2014-03-05" 152.850006 152.850006 152.850006 152.850006 20 152.850006
"2014-03-06" 152.850006 152.850006 152.850006 152.850006 0 152.850006
"2014-03-07" 153.300003 153.300003 153.300003 153.300003 80 153.300003
"2014-03-10" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-03-11" 153.149994 153.449997 153.149994 153.449997 16687 153.449997
"2014-03-12" 153.149994 153.899994 153.149994 153.899994 87 153.899994
"2014-03-13" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-03-14" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-03-17" 153.75 153.899994 153.600006 153.600006 133 153.600006
"2014-03-18" 153.600006 153.600006 153.600006 153.600006 0 153.600006
"2014-03-19" 153.899994 154.199997 153 154.199997 1680 154.199997
"2014-03-20" 153.449997 153.449997 153.449997 153.449997 60 153.449997
"2014-03-21" 153.300003 153.300003 153.300003 153.300003 67 153.300003
"2014-03-24" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-03-25" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-03-26" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-03-27" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-03-28" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-03-31" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-04-01" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-04-02" 153.75 156 153.300003 156 2187 156
"2014-04-03" 153.149994 155.850006 153 153.149994 4647 153.149994
"2014-04-04" 154.5 154.5 153 153 573 153
"2014-04-07" 153 153 153 153 0 153
"2014-04-08" 153 153 153 153 0 153
"2014-04-09" 154.5 154.5 152.850006 153.899994 760 153.899994
"2014-04-10" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-04-11" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-04-14" 153.300003 154.350006 152.550003 154.350006 340 154.350006
"2014-04-15" 154.350006 154.350006 154.350006 154.350006 0 154.350006
"2014-04-16" 152.399994 154.199997 152.25 154.199997 4373 154.199997
"2014-04-17" 152.699997 154.199997 152.25 152.550003 3567 152.550003
"2014-04-21" 152.550003 152.550003 152.550003 152.550003 0 152.550003
"2014-04-22" 153 153.300003 153 153 67 153
"2014-04-23" 153 153 153 153 0 153
"2014-04-24" 153 153 153 153 0 153
"2014-04-25" 154.5 154.5 152.850006 154.350006 27 154.350006
"2014-04-28" 153.149994 155.25 152.550003 155.25 3573 155.25
"2014-04-29" 156 156 156 156 133 156
"2014-04-30" 154.5 155.100006 152.25 155.100006 267 155.100006
"2014-05-01" 152.850006 155.100006 152.850006 155.100006 20 155.100006
"2014-05-02" 155.100006 155.100006 155.100006 155.100006 0 155.100006
"2014-05-05" 151.800003 155.25 151.800003 155.100006 1207 155.100006
"2014-05-06" 155.100006 155.100006 155.100006 155.100006 0 155.100006
"2014-05-07" 155.100006 155.100006 155.100006 155.100006 0 155.100006
"2014-05-08" 155.100006 155.100006 155.100006 155.100006 0 155.100006
"2014-05-09" 153.600006 155.25 152.550003 155.25 793 155.25
"2014-05-12" 153.600006 154.800003 152.850006 154.5 227 154.5
"2014-05-13" 153.600006 153.600006 153.600006 153.600006 7 153.600006
"2014-05-14" 154.199997 154.199997 152.699997 153.449997 500 153.449997
"2014-05-15" 152.699997 152.699997 152.699997 152.699997 60 152.699997
"2014-05-16" 152.850006 152.850006 152.850006 152.850006 7 152.850006
"2014-05-19" 153.449997 153.449997 153.300003 153.449997 260 153.449997
"2014-05-20" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-05-21" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-05-22" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-05-23" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-05-27" 153.449997 153.449997 153.449997 153.449997 0 153.449997
"2014-05-28" 153 153.300003 152.699997 153 7153 153
"2014-05-29" 153 153 153 153 0 153
"2014-05-30" 153 153 153 153 0 153
"2014-06-02" 153.149994 153.300003 153.149994 153.300003 287 153.300003
"2014-06-03" 153.300003 153.300003 153.149994 153.149994 53 153.149994
"2014-06-04" 153.300003 153.899994 153.149994 153.899994 1220 153.899994
"2014-06-05" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-06" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-09" 154.050003 154.800003 154.050003 154.800003 120 154.800003
"2014-06-10" 154.800003 154.800003 154.800003 154.800003 0 154.800003
"2014-06-11" 154.800003 154.800003 154.800003 154.800003 0 154.800003
"2014-06-12" 153.899994 153.899994 153.899994 153.899994 13 153.899994
"2014-06-13" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-16" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-17" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-18" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-19" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-20" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-23" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-06-24" 153.149994 153.149994 153.149994 153.149994 20 153.149994
"2014-06-25" 153.149994 153.149994 153.149994 153.149994 0 153.149994
"2014-06-26" 153.149994 153.149994 153.149994 153.149994 0 153.149994
"2014-06-27" 153.600006 153.600006 153.300003 153.300003 27 153.300003
"2014-06-30" 153.300003 153.300003 153.300003 153.300003 0 153.300003
"2014-07-01" 153.449997 153.600006 153 153 33 153
"2014-07-02" 152.850006 152.850006 151.800003 151.800003 33 151.800003
"2014-07-03" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2014-07-07" 151.800003 151.800003 151.800003 151.800003 0 151.800003
"2014-07-08" 152.100006 152.100006 151.949997 151.949997 127 151.949997
"2014-07-09" 151.949997 151.949997 151.949997 151.949997 0 151.949997
"2014-07-10" 153.600006 153.600006 151.800003 151.800003 100 151.800003
"2014-07-11" 153.300003 153.300003 151.800003 151.800003 113 151.800003
"2014-07-14" 153.149994 153.600006 153 153.600006 93 153.600006
"2014-07-15" 153.600006 153.600006 153.149994 153.149994 33 153.149994
"2014-07-16" 153.600006 154.050003 152.850006 153.300003 267 153.300003
"2014-07-17" 153.449997 153.600006 153.449997 153.600006 120 153.600006
"2014-07-18" 153.600006 153.600006 153.600006 153.600006 47 153.600006
"2014-07-21" 153.899994 153.899994 153.899994 153.899994 33 153.899994
"2014-07-22" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-07-23" 153.899994 153.899994 153.899994 153.899994 0 153.899994
"2014-07-24" 154.050003 154.5 154.050003 154.5 2667 154.5
"2014-07-25" 154.350006 154.350006 150 153.149994 6620 153.149994
"2014-07-28" 148.5 155.25 148.5 152.699997 4153 152.699997
"2014-07-29" 157.5 157.5 150.149994 151.5 780 151.5
"2014-07-30" 151.199997 151.5 151.050003 151.050003 27 151.050003
"2014-07-31" 155.850006 155.850006 150.75 150.75 20 150.75
"2014-08-01" 150.75 150.75 150.75 150.75 0 150.75
"2014-08-04" 153 155.25 152.25 155.25 27 155.25
"2014-08-05" 155.25 155.25 150 150 27 150
"2014-08-06" 154.350006 154.350006 150 150 27 150
"2014-08-07" 150 150 150 150 0 150
"2014-08-08" 150 150 150 150 0 150
"2014-08-11" 150 150 150 150 0 150
"2014-08-12" 147 147 147 147 7 147
"2014-08-13" 147 147 147 147 0 147
"2014-08-14" 130.949997 130.949997 130.949997 130.949997 13 130.949997
"2014-08-15" 130.949997 130.949997 130.949997 130.949997 0 130.949997
"2014-08-18" 120 120 120 120 7 120
"2014-08-19" 150 150 150 150 13 150
"2014-08-20" 150 150 150 150 0 150
"2014-08-21" 148.5 148.5 148.5 148.5 73 148.5
"2014-08-22" 148.5 148.5 148.5 148.5 0 148.5
"2014-08-25" 148.5 148.5 148.5 148.5 0 148.5
"2014-08-26" 139.5 145.5 127.349998 129 293 129
"2014-08-27" 129 129 129 129 0 129
"2014-08-28" 147 147 135 139.949997 60 139.949997
"2014-08-29" 139.949997 139.949997 139.949997 139.949997 0 139.949997
"2014-09-02" 135 135 135 135 20 135
"2014-09-03" 135 135 135 135 0 135
"2014-09-04" 135 135 135 135 0 135
"2014-09-05" 135 135 135 135 0 135
"2014-09-08" 135 135 135 135 0 135
"2014-09-09" 135 135 135 135 0 135
"2014-09-10" 135 135 135 135 0 135
"2014-09-11" 135.149994 135.149994 132 132 33 132
"2014-09-12" 127.5 127.5 127.5 127.5 7 127.5
"2014-09-15" 114.75 114.75 103.349998 106.050003 67 106.050003
"2014-09-16" 120 120 120 120 13 120
"2014-09-17" 121.800003 121.800003 118.5 118.5 20 118.5
"2014-09-18" 115.650002 115.650002 115.650002 115.650002 60 115.650002
"2014-09-19" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-09-22" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-09-23" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-09-24" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-09-25" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-09-26" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-09-29" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-09-30" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-01" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-02" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-03" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-06" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-07" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-08" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-09" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-10" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-13" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-14" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-15" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-16" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-17" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-20" 115.650002 115.650002 115.650002 115.650002 0 115.650002
"2014-10-21" 106.050003 106.050003 106.050003 106.050003 7 106.050003
"2014-10-22" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-10-23" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-10-24" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-10-27" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-10-28" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-10-29" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-10-30" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-10-31" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-11-03" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-11-04" 106.050003 106.050003 106.050003 106.050003 0 106.050003
"2014-11-05" 112.5 112.5 88.800003 88.800003 20 88.800003
"2014-11-06" 88.800003 88.800003 88.800003 88.800003 0 88.800003
"2014-11-07" 88.800003 88.800003 88.800003 88.800003 0 88.800003
"2014-11-10" 102 102 102 102 7 102
"2014-11-11" 102 102 102 102 0 102
"2014-11-12" 112.5 112.5 112.5 112.5 7 112.5
"2014-11-13" 112.5 112.5 112.5 112.5 0 112.5
"2014-11-14" 112.5 112.5 112.5 112.5 0 112.5
