"Index" "LLOpen" "LLHigh" "LLLow" "LLClose" "LLVolume" "LLAdjusted"
"2016-08-29" 6 6.3 5.7 5.7 5353 5.7
"2016-08-30" 5.7 6.45 5.7 6 5713 6
"2016-08-31" 6 7.2 6 6.15 6500 6.15
"2016-09-01" 6.6 6.75 5.7 5.85 9153 5.85
"2016-09-02" 6.15 6.45 6.15 6.3 3787 6.3
"2016-09-06" 6.3 6.75 5.85 6.15 6980 6.15
"2016-09-07" 6.15 6.3 5.25 6 6113 6
"2016-09-08" 6.6 6.6 5.7 5.7 4060 5.7
"2016-09-09" 6 6 5.7 5.85 1680 5.85
"2016-09-12" 5.85 6.15 5.55 6 5487 6
"2016-09-13" 6.15 6.15 5.55 5.55 573 5.55
"2016-09-14" 6.15 6.45 5.85 6.3 3693 6.3
"2016-09-15" 6.45 7.2 6 6.3 19153 6.3
"2016-09-16" 6.3 6.45 6 6.45 1493 6.45
"2016-09-19" 6.15 6.6 6 6.3 800 6.3
"2016-09-20" 6.3 6.6 6 6.3 2460 6.3
"2016-09-21" 6.15 6.3 5.55 5.85 2867 5.85
"2016-09-22" 6.15 6.6 6 6.15 1720 6.15
"2016-09-23" 6.15 6.15 5.85 5.85 1860 5.85
"2016-09-26" 6.3 6.45 5.7 5.7 960 5.7
"2016-09-27" 5.7 6.15 5.7 5.85 187 5.85
"2016-09-28" 5.85 6.15 5.85 6.15 6427 6.15
"2016-09-29" 6.3 6.6 6 6 4553 6
"2016-09-30" 6 6.45 5.85 6.45 3340 6.45
"2016-10-03" 6.45 7.05 6 6.15 9853 6.15
"2016-10-04" 6.15 6.45 5.7 5.7 10127 5.7
"2016-10-05" 6 6 5.85 5.85 5153 5.85
"2016-10-06" 6 6.6 5.85 6.15 6373 6.15
"2016-10-07" 6.6 6.75 6 6 2873 6
"2016-10-10" 6.6 6.75 6.15 6.75 2387 6.75
"2016-10-11" 6.3 6.45 6.3 6.3 1907 6.3
"2016-10-12" 6.15 6.15 6 6.15 1600 6.15
"2016-10-13" 6.75 6.75 6 6 760 6
"2016-10-14" 6.75 6.75 6 6 827 6
"2016-10-17" 6 6 5.85 6 753 6
"2016-10-18" 6 6.15 5.85 5.85 4260 5.85
"2016-10-19" 5.85 6.6 5.7 6 17347 6
"2016-10-20" 6 6.6 6 6.15 2813 6.15
"2016-10-21" 6.6 6.6 5.7 6 2547 6
"2016-10-24" 6.3 6.3 5.7 5.7 4820 5.7
"2016-10-25" 6.45 6.45 5.7 5.85 1200 5.85
"2016-10-26" 5.7 6 5.4 5.4 680 5.4
"2016-10-27" 5.55 5.85 5.55 5.7 1107 5.7
"2016-10-28" 5.25 5.7 5.25 5.55 387 5.55
"2016-10-31" 5.85 6 5.55 5.55 1153 5.55
"2016-11-01" 5.7 5.85 5.55 5.55 267 5.55
"2016-11-02" 5.85 5.85 5.25 5.4 1180 5.4
"2016-11-03" 5.4 5.4 5.4 5.4 33 5.4
"2016-11-04" 5.4 5.4 5.4 5.4 733 5.4
"2016-11-07" 5.25 5.85 5.25 5.4 1140 5.4
"2016-11-08" 5.25 5.85 5.25 5.25 647 5.25
"2016-11-09" 5.25 5.85 5.25 5.4 673 5.4
"2016-11-10" 5.4 5.7 5.4 5.7 340 5.7
"2016-11-11" 5.4 5.7 5.25 5.4 1353 5.4
"2016-11-14" 5.4 5.7 5.4 5.7 113 5.7
"2016-11-15" 5.4 5.7 5.4 5.7 867 5.7
"2016-11-16" 5.4 6 5.25 6 2640 6
"2016-11-17" 6 6.6 5.4 5.4 4107 5.4
"2016-11-18" 5.4 5.85 5.25 5.4 1427 5.4
"2016-11-21" 5.4 5.7 5.25 5.55 6293 5.55
"2016-11-22" 5.7 5.7 5.25 5.55 6733 5.55
"2016-11-23" 5.55 5.55 4.8 4.8 4260 4.8
"2016-11-25" 4.65 5.25 4.65 5.25 1920 5.25
"2016-11-28" 5.1 5.1 4.8 5.1 953 5.1
"2016-11-29" 5.25 5.25 4.8 5.1 693 5.1
"2016-11-30" 4.65 4.95 4.65 4.65 93 4.65
"2016-12-01" 4.65 4.65 4.65 4.65 1333 4.65
"2016-12-02" 5.1 5.1 3.9 4.2 1167 4.2
"2016-12-05" 4.2 4.35 4.2 4.35 27 4.35
"2016-12-06" 4.35 4.5 4.05 4.35 2060 4.35
"2016-12-07" 4.2 4.5 4.2 4.5 1353 4.5
"2016-12-08" 4.65 5.55 4.05 5.55 6153 5.55
"2016-12-09" 5.25 6.75 4.95 6.6 48587 6.6
"2016-12-12" 6.9 6.9 5.4 5.85 6667 5.85
"2016-12-13" 5.85 5.85 5.25 5.25 1947 5.25
"2016-12-14" 5.25 5.25 5.1 5.1 1473 5.1
"2016-12-15" 5.25 5.4 4.95 4.95 1867 4.95
"2016-12-16" 4.95 4.95 4.65 4.65 300 4.65
"2016-12-19" 4.8 4.8 4.8 4.8 1507 4.8
"2016-12-20" 4.65 4.8 4.35 4.8 1673 4.8
"2016-12-21" 4.8 4.95 4.5 4.5 347 4.5
"2016-12-22" 4.5 4.95 4.5 4.65 720 4.65
"2016-12-23" 4.65 4.95 4.5 4.65 280 4.65
"2016-12-27" 4.35 5.1 4.05 4.2 1073 4.2
"2016-12-28" 4.2 4.8 4.2 4.65 520 4.65
"2016-12-29" 4.5 4.5 4.5 4.5 20 4.5
"2016-12-30" 4.35 4.35 4.2 4.2 693 4.2
"2017-01-03" 4.35 4.35 4.35 4.35 7 4.35
"2017-01-04" 4.8 4.8 4.35 4.35 127 4.35
"2017-01-05" 4.35 4.35 3.75 3.9 2960 3.9
"2017-01-06" 4.2 4.2 3.9 3.9 560 3.9
"2017-01-09" 3.9 4.35 3.9 3.9 880 3.9
"2017-01-10" 4.05 4.05 3.9 3.9 327 3.9
"2017-01-11" 4.35 4.65 3.9 4.65 4667 4.65
"2017-01-12" 4.5 5.25 4.5 4.65 36807 4.65
"2017-01-13" 4.95 4.95 4.35 4.5 1280 4.5
"2017-01-17" 4.35 4.5 3.9 4.2 2120 4.2
"2017-01-18" 4.2 4.2 4.2 4.2 2907 4.2
"2017-01-19" 4.2 4.2 3.9 4.05 1040 4.05
"2017-01-20" 4.05 4.05 4.05 4.05 827 4.05
"2017-01-23" 4.5 4.5 2.7 3 20627 3
"2017-01-24" 3.3 3.3 2.85 3 5653 3
"2017-01-25" 3 3.45 3 3.15 1047 3.15
"2017-01-26" 3.15 3.15 3 3 1460 3
"2017-01-27" 3 3.45 3 3.15 4193 3.15
"2017-01-30" 3 3.3 2.85 2.85 2433 2.85
